# BEAST v1.6.1, Build r3651
# Generated Sun Nov 08 18:54:00 EST 2015 [seed=1447026808856]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(Felis/Lynx/Puma)	tmrca(Lion/Leopard)	tmrca(untitled3)	yule.birthRate	kappa	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	speciation
193200	-8124.934864882254	-26.812795426347037	-8098.122069455907	15.996452111771555	4.369026910185576	2.186908509583978	4.369026910185576	0.06644857688008707	2.031869275035194	0.506100673897588	0.04588640815140503	0.13370872974953624	0.0427069986775765	0.12822539386469953	0.06839781487838938	-8098.122069455907	-20.281386704021735
193400	-8125.1746969223805	-26.235520618049627	-8098.93917630433	18.983609694308445	4.6787085672506565	2.879076209184396	5.373108469582716	0.06644857688008707	2.031869275035194	0.4751051146166928	0.036826875257133185	0.08588466228849549	0.03576180462875481	0.07785931837518445	-0.14782764515519278	-8098.93917630433	-21.032504856774366
193600	-8126.697931219945	-25.799003682565505	-8100.898927537379	23.40456119545236	5.400259332666817	3.721021906382697	6.015283039900059	0.07297174556119958	2.031869275035194	0.46657220683349904	0.027430769837635687	0.039957804612287456	0.0276992696591028	0.03637831805661685	-0.25592032093637207	-8100.898927537379	-21.877809440907406
193800	-8130.199018123325	-29.27282585114249	-8100.926192272183	34.5489244051205	7.311683527642618	5.340860600200978	8.633861609831449	0.0670449663815173	2.031869275035194	0.46657220683349904	0.022774369183336488	0.1365295856915073	0.021910462575589998	0.12206792994062067	-0.022336793303143483	-8100.926192272183	-24.691017306239107
194000	-8128.039279615069	-27.075621208317486	-8100.963658406751	23.654831275737628	7.311683527642618	4.779484569996653	8.183485534703916	0.08451282484656636	2.031869275035194	0.46657220683349904	0.024779097012795435	0.23101259707191962	0.026972890230639715	0.16551981784443598	0.09154762906424044	-8100.963658406751	-22.89275888152814
194200	-8123.528222922866	-26.287195235454274	-8097.241027687412	16.155599651998234	4.738020128475502	3.679989156602642	6.304235274145192	0.08451282484656636	2.031869275035194	0.46657220683349904	0.03350104159344955	0.4607563233543635	0.037258363519275965	0.3139657243758569	-0.5897374840756501	-8097.241027687412	-20.35783921026882
194400	-8129.964327538041	-27.394832727258844	-8102.569494810782	19.19780161364876	6.023881360319564	5.262608241047743	7.497449580590321	0.08314652671832663	2.031869275035194	0.46657220683349904	0.02582268365396257	0.4607563233543635	0.028281981788411455	0.2609296865832206	-0.22125356370973975	-8102.569494810782	-21.61686233430468
194600	-8129.302459213174	-29.44473320616526	-8099.857726007009	23.805248931151368	6.328157490084235	5.975911453121224	8.497475739366013	0.04336089748438003	2.031869275035194	0.46657220683349904	0.02053078113837338	0.3514782338490526	0.022062703750385375	0.24644769009122208	-0.5311913303296518	-8099.857726007009	-22.926029293851748
194800	-8124.378041212133	-28.32557868984745	-8096.052462522286	22.12023325212351	6.530605378772	5.522049919549343	8.170542840358756	0.04336089748438003	2.031869275035194	0.46657220683349904	0.021375922749978595	0.3514782338490526	0.026328417133952314	0.2593456377501464	0.06689526653442106	-8096.052462522286	-22.721011989041195
195000	-8128.552898463706	-27.682422785418026	-8100.870475678288	17.44794426352283	3.908843258290302	3.028641692918877	4.832638774203253	0.15080791832578375	2.031869275035194	0.46657220683349904	0.03788558175461766	0.3514782338490526	0.04242466615174323	0.23812900780825105	-0.32549924778434736	-8100.870475678288	-20.59770535406269
195200	-8124.286120959902	-26.685319675513522	-8097.600801284389	17.758567380069408	4.409364201720104	2.604700320827911	4.906281053435603	0.07663102054782994	2.031869275035194	0.46657220683349904	0.03805849332367702	0.3129305918195607	0.03954206491425589	0.18666867115430044	-0.09859483146020254	-8097.600801284389	-20.17825804320584
195400	-8127.3286575753655	-27.0492930053087	-8100.279364570057	20.618057785972216	4.51404216923988	2.9617758333472555	6.144673622179383	0.07577185291101216	2.031869275035194	0.46657220683349904	0.03210453803069418	0.24532994931573138	0.032065278059322674	0.16342762010401657	-0.29518208894942183	-8100.279364570057	-21.200573841690524
195600	-8125.398589036653	-27.068121910802603	-8098.33046712585	29.241799757927044	7.446485957770854	4.090502357169924	7.770415618109057	0.0733127113465805	2.031869275035194	0.46657220683349904	0.02262495057587611	0.11453991977208193	0.022940354243120135	0.07851341548139407	-0.3962562075562866	-8098.33046712585	-23.66480032308494
195800	-8131.213713106143	-28.483269323190378	-8102.7304437829525	24.528251666475548	6.751905777402514	3.200636476699251	6.751905777402514	0.15257886930306122	2.031869275035194	0.46657220683349904	0.02714987372324021	0.11453991977208193	0.027295410382854948	0.07965028973528339	0.004078090526366731	-8102.7304437829525	-25.00079376477581
196000	-8128.715232858709	-27.35606198647601	-8101.359170872233	15.35306363838359	4.059737260791484	1.8039466787545322	4.059737260791484	0.15257886930306122	2.031869275035194	0.46657220683349904	0.04965068448375515	0.09569852591358322	0.04740663652688975	0.08852265803530499	0.07621735487320949	-8101.359170872233	-19.848747130130114
196200	-8128.423107873091	-28.843147381501588	-8099.579960491589	10.684359930086808	2.9242020905611588	1.250813530610323	2.9242020905611588	0.23563657686008008	2.031869275035194	0.46657220683349904	0.06893119134041144	0.09569852591358322	0.06648659399182588	0.06948009523230575	-0.2655517500334765	-8099.579960491589	-17.989982613810735
196400	-8124.265694452047	-26.434283201395726	-8097.831411250651	16.950408637106218	4.659345690672468	2.3306583376613403	4.659345690672468	0.13529790662957553	2.031869275035194	0.46657220683349904	0.03786367426902385	0.10064703004393202	0.03619244686806964	0.09691700454881216	0.45888122110161217	-8097.831411250651	-20.606306034102904
196600	-8127.926284619542	-25.1024203877969	-8102.823864231745	15.28213973162907	4.652929656644795	2.605862292600891	4.652929656644795	0.10442621161746055	2.031869275035194	0.46657220683349904	0.043229377641465776	0.051024151540669534	0.043542294573953776	0.05066389262988999	-0.11328051046863989	-8102.823864231745	-19.727117837003053
196800	-8126.172142960911	-25.052849498883727	-8101.119293462027	19.409543432261238	5.80486721018074	3.706299903698872	6.4576664605009775	0.0755374431342465	2.031869275035194	0.46657220683349904	0.03179940133337474	0.04700583893772398	0.03194978051549502	0.05156304882001506	-0.5114669333566217	-8101.119293462027	-21.44893488143892
197000	-8125.848689813915	-26.64493180805324	-8099.203758005862	25.96663834334405	6.565785748867981	4.516970498067901	7.2399972313219605	0.08062856652500806	2.031869275035194	0.46657220683349904	0.024281318238718565	0.11149109864936019	0.02423092884480967	0.0893328257414793	-0.12209612444595769	-8099.203758005862	-22.956454302375633
197200	-8127.448070948104	-28.278270883588252	-8099.169800064516	28.14133384374063	6.073881054912632	4.246216855708183	7.494731426047768	0.02778674433103189	2.031869275035194	0.46657220683349904	0.0228300576694445	0.18114398424494435	0.021694372695858628	0.12211843669842776	-0.11478665441725151	-8099.169800064516	-24.32252550096749
197400	-8125.810951259338	-28.05103688413644	-8097.759914375202	29.505451701387678	7.07419996533099	4.468401942260287	7.729367947256678	0.08956355256226885	2.031869275035194	0.46657220683349904	0.0237665007888802	0.18114398424494435	0.023273729850205947	0.10228028337480823	-0.30338817901308474	-8097.759914375202	-24.278351633963542
197600	-8125.333093237661	-26.669726554225896	-8098.663366683435	26.348549650782964	7.129338166050139	3.8917516658751152	7.619692202607843	0.08956355256226885	2.031869275035194	0.46657220683349904	0.025027960587311774	0.05469557330652429	0.024473364139340082	0.03836320242151314	0.3736960929393791	-8098.663366683435	-23.518462362637706
197800	-8127.061695261737	-26.578224135508535	-8100.483471126229	26.566750159371054	6.5321435849199245	4.285040349011638	8.09083910157691	0.07916201375401177	2.031869275035194	0.46657220683349904	0.023570528809199454	0.02032360079119694	0.023535920532486605	0.016073031929820316	-0.404232337764782	-8100.483471126229	-23.29557835639064
198000	-8129.029909141842	-27.02624504295168	-8102.00366409889	28.878796697037775	8.050436803500695	4.01866313452663	8.300533669496241	0.0814357236146269	2.031869275035194	0.46657220683349904	0.021627215002027102	0.04319398497491027	0.021574156985178863	0.03748491367799919	-0.32398444334665966	-8102.00366409889	-23.663346864755077
198200	-8123.078213579763	-25.66809057995232	-8097.4101229998105	23.570807545576905	6.815738710283605	3.644440756597934	7.527578747948188	0.06283461723642926	2.031869275035194	0.46657220683349904	0.024810610450010016	0.11028184163821327	0.024987070635045926	0.10863138712453863	-0.08703525474187855	-8097.4101229998105	-22.330767856696937
198400	-8128.520235544174	-27.84115519635757	-8100.679080347817	23.821867631696115	7.486118164901578	3.666233496260182	7.486118164901578	0.13454965197143584	2.031869275035194	0.46657220683349904	0.02494801976580503	0.11028184163821327	0.02505720131407156	0.09431817055493734	0.24335937308933137	-8100.679080347817	-24.50477413380657
198600	-8131.105872842451	-26.30797342109789	-8104.797899421354	19.236717719034356	5.926270970629236	2.9895638852913886	5.926270970629236	0.13454965197143584	2.031869275035194	0.46657220683349904	0.03427421472135478	0.15324599634257838	0.03394816124059069	0.12091565866426218	-0.32545452237102146	-8104.797899421354	-22.22776387530991
198800	-8125.923573536738	-25.85720800309059	-8100.0663655336475	19.20811771598931	5.926270970629236	2.9895638852913886	5.926270970629236	0.045089351649421336	2.031869275035194	0.46657220683349904	0.03364538446900062	0.11693327929682865	0.033818764301541925	0.09753137818371978	-0.2656674075760933	-8100.0663655336475	-21.885936608439856
199000	-8128.280618011268	-25.865652145094465	-8102.414965866174	21.915091897816605	5.031440270614141	3.250133923964714	5.9025489771679	0.07403993840370664	2.031869275035194	0.46657220683349904	0.035920590147136514	0.05419217828655705	0.035892058730768096	0.041215436141228336	-0.1790674115024035	-8102.414965866174	-21.415952159402966
199200	-8125.917521116559	-25.074752013278577	-8100.842769103281	19.110975511007453	5.9258985957751475	2.7352547207503237	5.9258985957751475	0.07403993840370664	2.031869275035194	0.46657220683349904	0.03294199072986253	0.01758136843899015	0.03274287010555619	0.010485018585012756	0.2574269817933668	-8100.842769103281	-21.20347300616833
199400	-8126.758511037203	-24.84517011555431	-8101.913340921648	18.87705756208986	5.9258985957751475	3.043608158180902	5.9258985957751475	0.07403993840370664	2.031869275035194	0.46657220683349904	0.03294199072986253	0.004924280000353826	0.03291335643056447	0.004173967634666738	-0.3744089998971145	-8101.913340921648	-21.24416048773961
199600	-8125.601463284084	-26.72482897039204	-8098.876634313692	23.894973230301833	6.424221574312531	4.442781226000348	7.7205881055667005	0.0904450253002742	2.031869275035194	0.46657220683349904	0.026409026072050982	0.18842632878168064	0.025470163927528763	0.08000332328006109	0.10042194478634107	-8098.876634313692	-22.806547302916726
199800	-8126.13829527126	-26.659635999213766	-8099.478659272047	15.267678175296181	4.622205735001956	3.0304509218426245	5.028230765537403	0.0484453488941483	2.031869275035194	0.46657220683349904	0.03775526245912896	0.22070764233624932	0.04041249224380581	0.13610157820023858	0.054260097689944074	-8099.478659272047	-21.080861549318914
200000	-8129.376341603659	-27.750319497650583	-8101.626022106008	30.252205380089798	8.398015351475873	4.237086889025726	8.901368576882401	0.06724312026625458	2.031869275035194	0.46657220683349904	0.020154060038318197	0.07382786430600488	0.02005399949274739	0.048501299134778	-0.40970130424785867	-8101.626022106008	-24.012843234702242
200200	-8126.684867230707	-26.47737188613303	-8100.2074953445735	23.95610697840822	5.376534393631689	3.8078004037780957	6.560348692405777	0.06724312026625458	2.031869275035194	0.46657220683349904	0.027345911800291636	0.10308349988218975	0.024917407803497108	0.09356367545347473	-0.24953640798765897	-8100.2074953445735	-22.340708729978935
200400	-8128.675757560774	-26.20227444294663	-8102.4734831178275	24.251250692730306	6.64125734480315	4.559449486226044	8.008863906954115	0.05383880778578963	2.031869275035194	0.46657220683349904	0.022837795288531533	0.029136930004652763	0.022493239039521894	0.020677847888251746	0.40288386375097335	-8102.4734831178275	-22.751632721902375
200600	-8133.737417649942	-27.831091872512083	-8105.90632577743	24.84663173519233	6.992097617073818	4.97658220566381	8.126848631160165	0.030142701338656236	2.031869275035194	0.46657220683349904	0.023074933827610077	0.04462149013183371	0.022903790083562036	0.03449275597837484	-0.26181829983977867	-8105.90632577743	-24.000704005606515
200800	-8127.532757049276	-24.980933437405838	-8102.5518236118705	19.617085307140464	6.3901062387143135	3.9188668890415266	6.3901062387143135	0.06375596019616023	2.031869275035194	0.46657220683349904	0.03136194830665604	0.07746667378948952	0.030313099656052177	0.08006504377643443	0.018876383880207435	-8102.5518236118705	-21.60081557945471
201000	-8125.998399478146	-26.068872579441003	-8099.929526898705	26.00705011056267	7.70670635299736	3.7232630439988528	7.70670635299736	0.06375596019616023	2.031869275035194	0.46657220683349904	0.02739642840881613	0.08802682949174573	0.02781563375584337	0.09884235532410346	-0.0745859427959216	-8099.929526898705	-22.74732245496552
201200	-8126.59487390373	-26.926250651954017	-8099.668623251776	24.998432924191704	7.190817745971292	3.434266128838138	7.190817745971292	0.03410476345288028	2.031869275035194	0.46657220683349904	0.02936192187403877	0.11423359536837455	0.026585160782569475	0.10037369090178538	0.4175951544038616	-8099.668623251776	-23.57238878755146
201400	-8125.418455797176	-25.48074912199222	-8099.937706675183	23.318099775958714	7.188566207566028	3.32165414088393	7.188566207566028	0.08372327250250466	2.031869275035194	0.46657220683349904	0.02667739032796955	0.06371149892591552	0.027200814178293137	0.052614979116171766	-0.2495676879240414	-8099.937706675183	-22.243565094171693
201600	-8127.246158329579	-25.665272803088964	-8101.58088552649	23.495940672657387	6.770609673660204	3.084396886579618	6.770609673660204	0.0699332873965945	2.031869275035194	0.46657220683349904	0.030237838036532235	0.06371149892591552	0.031068871024281065	0.050048035311652514	0.52719176664475	-8101.58088552649	-22.27832797928765
201800	-8130.423055273471	-28.2152675518466	-8102.207787721624	31.587713418508972	8.277876506401267	3.6424022657547286	8.277876506401267	0.08849633460889574	2.031869275035194	0.46657220683349904	0.025532536589988938	0.07836943523064382	0.025241030799237306	0.03707690301465802	0.6425173490523883	-8102.207787721624	-24.659857821252572
202000	-8129.325762686748	-27.274928773703927	-8102.050833913044	26.67559909150692	6.354338693054882	3.9883609880791773	7.880882861179929	0.030434546076163412	2.031869275035194	0.46657220683349904	0.025512237858522913	0.07397566615940487	0.02502436679930843	0.05049547050377238	0.3677466702709256	-8102.050833913044	-23.875517851464693
202200	-8126.2747484895335	-27.299343533162762	-8098.975404956371	26.91287793124095	6.9324563240426995	4.380989048258986	7.876420177553758	0.030434546076163412	2.031869275035194	0.46657220683349904	0.025512237858522913	0.01641062784279138	0.02544632635706068	0.013300011928534273	-0.24042721673925702	-8098.975404956371	-24.06549072815586
202400	-8126.994927816925	-25.772583492915302	-8101.22234432401	24.65885617050816	6.901790004978803	3.945388528238975	7.876420177553758	0.07146823080986146	2.031869275035194	0.46657220683349904	0.023284407316161784	0.0600606420888538	0.02291197737036538	0.060558408569272124	-0.5800018623388803	-8101.22234432401	-22.579024557143665
202600	-8124.813412415537	-26.300924500509133	-8098.512487915028	18.129622634197865	4.287019566135118	2.9953241543424225	4.944458103739691	0.10079035574915188	2.031869275035194	0.46657220683349904	0.039157297043781285	0.14604439437113886	0.04205801472352668	0.12347212522224268	-0.2863413895360608	-8098.512487915028	-20.43514996475517
202800	-8127.075283532117	-26.496366212908278	-8100.578917319209	18.233248036704506	4.861113785636707	2.58439144124043	5.196301487595408	0.09893858158341651	2.031869275035194	0.46657220683349904	0.03731994890269346	0.388072098930224	0.037367434796010644	0.20820090644632194	-0.13485662829108078	-8100.578917319209	-20.35735803517584
203000	-8125.445399390791	-27.974280253113736	-8097.471119137677	18.85692284289403	4.560021840370571	3.207496050659645	5.3770945563345105	0.045754259328201596	2.031869275035194	0.46657220683349904	0.0363218043580648	0.46645420805250315	0.034507231996253634	0.23759758746496198	-0.15001592474861	-8097.471119137677	-21.66875181096605
203200	-8122.1707003385445	-27.65768759360083	-8094.513012744944	21.404282115555308	4.786207826878933	3.964204597962892	6.023200611371147	0.06210491012703637	2.031869275035194	0.46657220683349904	0.032425580532928176	0.46645420805250315	0.03063705866043481	0.2596051733693763	0.03518241128245566	-8094.513012744944	-21.74712986263126
203400	-8127.861898479748	-27.488504142174122	-8100.373394337574	21.51925058470532	5.445451516202358	4.358160239541419	7.149090762068468	0.09252312462290259	2.031869275035194	0.46657220683349904	0.029494472065069256	0.46645420805250315	0.028941241004938886	0.2705524813832375	0.09440388411122597	-8100.373394337574	-22.14532814056844
203600	-8124.195312109318	-27.23155576476067	-8096.963756344558	21.51925058470532	5.167852468286817	4.4617127602891715	7.387907390856654	0.06901593551537258	2.0055669798375693	0.46657220683349904	0.03162911121973905	0.46645420805250315	0.032834290326953376	0.3000187991812797	0.6433391328167062	-8096.963756344558	-21.55746474253705
203800	-8123.932765864267	-27.91692362557581	-8096.015842238691	22.268561922273697	4.6150803640607965	4.249128452749099	7.387907390856654	0.06999532326071613	2.0055669798375693	0.46657220683349904	0.03162911121973905	0.46645420805250315	0.032554138745892656	0.40299997141438265	-0.2917851509000258	-8096.015842238691	-21.690368414726656
204000	-8126.8325517966205	-30.37084496865514	-8096.461706827965	31.12442021708913	7.882173178376911	5.887920787098058	10.168918324610138	0.05219071238133672	2.175736355138504	0.46657220683349904	0.02079131610280924	0.46645420805250315	0.02326759275757045	0.4017089570970696	-0.04862116694369172	-8096.461706827965	-23.664250276689614
204200	-8125.965879703218	-25.815327509680568	-8100.150552193538	18.875915525783345	5.614809244355445	4.195527490469138	6.064146437487082	0.06296823259455052	2.175736355138504	0.46657220683349904	0.026184589515885055	0.2809833573757523	0.029552491360868034	0.22030836151730157	-0.5439362123847872	-8100.150552193538	-21.20186236815205
204400	-8134.71632899623	-28.442288918174125	-8106.274040078056	14.561759227416996	3.8936124224441135	3.2380561991934247	4.680233179100464	0.2049306420658171	2.175736355138504	0.4244051743114764	0.034547419969226806	0.33121177043276795	0.04182385081050487	0.23520240616045954	-0.4788943178887166	-8106.274040078056	-21.445884028803682
204600	-8122.793886870771	-26.561598554124732	-8096.232288316646	14.561759227416996	4.253633253935319	2.5287921885932945	4.680233179100464	0.091411545516422	2.175736355138504	0.4244051743114764	0.039681045257995914	0.33121177043276795	0.04609032672652242	0.18409387243193162	-0.2790657145386362	-8096.232288316646	-19.62581538155283
204800	-8127.598790902523	-27.61440922453873	-8099.984381677985	22.545109173130847	6.003672841549246	3.859854411445335	6.9484148760587265	0.12893888191510666	2.175736355138504	0.4244051743114764	0.0238282180829329	0.3472702434638275	0.028614529421958936	0.26340205067224465	-0.5512232878079197	-8099.984381677985	-23.177648506668397
205000	-8124.939359918121	-27.01441685559398	-8097.924943062527	11.792629366898856	4.0229550511118894	2.2377304219353062	4.848901200499232	0.19183669748541532	2.175736355138504	0.4244051743114764	0.03731855459712151	0.32609891025725257	0.050077102027651116	0.25767147363905685	-0.5168182638567509	-8097.924943062527	-19.36545751815331
205200	-8125.8016989454045	-28.415234267386506	-8097.386464678018	26.495184535416392	7.2865445172231835	4.951937978354802	9.391737153218967	0.08394013056721097	2.175736355138504	0.4244051743114764	0.018269814766826476	0.32609891025725257	0.021997226478187117	0.23569785684171707	-0.22429597690392786	-8097.386464678018	-23.712761358477113
205400	-8124.483508638489	-26.6449513188622	-8097.838557319627	17.08344327053592	4.738429789568424	3.0620418007327705	5.6730487631557915	0.06021896119487085	2.175736355138504	0.4244051743114764	0.029065975250755462	0.3177720102434709	0.03564691138823152	0.1467671184201417	-0.31287928976508944	-8097.838557319627	-20.89231200686234
205600	-8126.607327604606	-27.215916607108678	-8099.391410997498	20.630533130810395	4.6997082995220705	3.0620418007327705	4.93843988447218	0.08663858930062528	2.175736355138504	0.4244051743114764	0.029065975250755462	0.3177720102434709	0.03676725955132987	0.20241953379515867	0.24844318448020736	-8099.391410997498	-21.412385605665147
205800	-8124.5219522883035	-28.04946541288473	-8096.472486875418	32.01088731418842	6.984604850125485	3.779350157171717	7.426767595837717	0.0821075798560354	2.175736355138504	0.4244051743114764	0.021452448442077603	0.22296192811505838	0.02162518248619686	0.16575022485765906	-0.0848712334965272	-8096.472486875418	-24.340737347852322
206000	-8127.2287738879	-27.46375616333903	-8099.765017724561	29.25010309925319	6.0177249610525	2.954301012337207	6.0177249610525	0.037631547184843475	2.175736355138504	0.4244051743114764	0.02968124716606782	0.10198702347402536	0.028560358618106456	0.0795586443177247	-0.11045282299716191	-8099.765017724561	-23.514477826552817
206200	-8127.054994389361	-26.934627011846967	-8100.120367377514	30.771199627476943	6.813846436648669	3.698082961183302	6.854780174474184	0.08110564029258488	2.0883214353819746	0.4244051743114764	0.026056792107139477	0.08274460439307726	0.02550129564135443	0.052761780265333263	0.5049369437783849	-8100.120367377514	-23.65940425315966
206400	-8125.732600009407	-27.12540599961222	-8098.6071940097945	30.240248175032495	6.722675446107846	3.8435801602001782	6.854780174474184	0.0895231957209473	2.0883214353819746	0.4237126180005892	0.026056792107139477	0.02841926011716546	0.02546494691170031	0.02088704102008111	-0.44849736441080224	-8098.6071940097945	-23.987634233666725
206600	-8130.4093735212455	-28.725781739219613	-8101.683591782026	35.746866219682715	8.109574677689338	5.071045566210729	8.279791912568212	0.064997830641803	2.0883214353819746	0.4237126180005892	0.02027988038181899	0.02841926011716546	0.02059025486909729	0.028655964214393082	0.10810660405182725	-8101.683591782026	-24.567574161465465
206800	-8124.1896373588515	-26.25656683367891	-8097.933070525172	20.161634516376985	4.591972811555647	2.944943418920972	5.264525009845129	0.0902018541063449	2.0883214353819746	0.4237126180005892	0.03490975079241547	0.009638527155686999	0.034932598275924626	0.006488570647435313	-0.37212464290417574	-8097.933070525172	-21.190098209553767
207000	-8125.433724528406	-26.035320533902944	-8099.398403994503	22.888814117796173	5.655521098673337	2.821129204156151	5.655521098673337	0.0902018541063449	2.0883214353819746	0.4237126180005892	0.03249625506255182	0.03967079009621424	0.032843872306542524	0.02099267549425496	-0.465543353282602	-8099.398403994503	-21.94988795805827
207200	-8126.5087040811	-27.202590089635525	-8099.306113991465	29.374625797953218	8.50733500995207	3.792467817754452	8.50733500995207	0.04525180784200985	2.0883214353819746	0.4237126180005892	0.02331445152782852	0.03967079009621424	0.02346228593175569	0.03189124037986708	0.03223489589033775	-8099.306113991465	-23.58692951716571
207400	-8130.2941764248	-26.10757271938067	-8104.186603705419	24.786028506000246	6.247096510029414	4.362647111819348	6.497158737910011	0.05629233485863945	2.0883214353819746	0.4237126180005892	0.025867205175637138	0.02725880291201246	0.025795323355238965	0.02262283257456558	-0.058814843418067815	-8104.186603705419	-22.62189133141345
207600	-8127.890181786257	-27.292630293611634	-8100.597551492646	28.289527202072694	6.145364578220137	2.989339424729431	6.145364578220137	0.03537265042458605	2.0883214353819746	0.4237126180005892	0.030497886495719984	0.056670436405869766	0.029819835935974304	0.026955527415643624	0.6186851358718146	-8100.597551492646	-23.61143852793171
207800	-8123.029509193542	-26.671867814348786	-8096.357641379193	24.632744542514157	5.4639422354348435	3.518482649657434	6.145364578220137	0.042352451738638226	2.0883214353819746	0.4237126180005892	0.030497886495719984	0.055725704948341885	0.030633902765132417	0.0425656821818339	-0.42668725819022807	-8096.357641379193	-22.721561653273387
208000	-8127.2591223803165	-25.63669435524068	-8101.622428025076	22.861230808825205	5.996256970274282	3.518482649657434	5.996256970274282	0.09193362347613206	2.0883214353819746	0.4237126180005892	0.030497886495719984	0.020847945740618122	0.030304829371633535	0.015113453948029924	-0.7644893161856945	-8101.622428025076	-22.19966869465009
208200	-8126.943274575691	-27.497751318178054	-8099.445523257513	29.293694629513762	5.472807382316053	3.5182103041131727	5.995792834443384	0.08465448818882225	2.0883214353819746	0.4237126180005892	0.032440392959330946	0.19542837584483255	0.0301632029127284	0.15961509872883053	0.24477601276090705	-8099.445523257513	-23.136347373206974
208400	-8120.837562191821	-26.308306989256092	-8094.529255202565	23.259715915043895	5.270658353363145	3.5462263164983105	6.013606257352102	0.08419852234465529	2.0883214353819746	0.4237126180005892	0.032990548190763365	0.19542837584483255	0.03167676657851827	0.1503596631181025	0.5032112094552473	-8094.529255202565	-21.757322011376996
208600	-8126.711111447103	-27.610249414777215	-8099.1008620323255	32.091694191788854	6.737651330048489	4.206865987817325	8.22684030026857	0.04117234086571498	2.0883214353819746	0.4237126180005892	0.025413839771367037	0.19542837584483255	0.02365771350651859	0.14763274708597388	-0.18248406080983076	-8099.1008620323255	-23.87427529788176
208800	-8126.775351550722	-27.31441736983715	-8099.460934180885	34.26819338811412	6.89890379808717	4.206865987817325	7.766774075079441	0.050344000468969585	2.0883214353819746	0.4237126180005892	0.023023485233646772	0.125788197082122	0.022555849439819774	0.1084471641780735	-0.06688954670808168	-8099.460934180885	-23.816284129572534
209000	-8126.064806765111	-28.29898311825399	-8097.765823646857	30.575824337848623	7.713255591648728	4.572800376978266	9.356333130541838	0.06428261858473412	2.0883214353819746	0.4237126180005892	0.024183428821832005	0.4058147167117851	0.022528512186585834	0.2453002602894606	-0.47047856202129656	-8097.765823646857	-23.669724187773046
209200	-8126.547788155583	-27.592902104160444	-8098.954886051422	24.98457715990638	7.6422233467804945	3.9812030494118464	8.894206887121724	0.03663079662943349	2.0883214353819746	0.4237126180005892	0.027777028968526893	0.36279478804544696	0.029486439956392857	0.21242561653723913	-0.5700429178825742	-8098.954886051422	-23.411855336481246
209400	-8125.846287722731	-29.20391921216045	-8096.642368510571	31.277241603498226	7.859828695526361	4.423247045196093	8.861759774331864	0.08152936432642416	2.0883214353819746	0.4237126180005892	0.024845248038212347	0.36279478804544696	0.023779721224298687	0.16545900775458613	-0.11170238373197866	-8096.642368510571	-24.758815108072042
209600	-8125.552480162361	-26.38001290794228	-8099.172467254418	22.27708431479728	7.629357062809366	4.279694826669451	7.629357062809366	0.08152936432642416	2.0883214353819746	0.4237126180005892	0.027922069713009763	0.28607540459312547	0.029107654847527982	0.15938779574207945	-0.1825478534620206	-8099.172467254418	-22.321378279081955
209800	-8125.056782539752	-25.718465399757505	-8099.338317139995	21.133594677656117	6.557961445421696	3.9975483547646244	6.557961445421696	0.08152936432642416	2.0883214353819746	0.4237126180005892	0.03092085606209063	0.2790941312908678	0.033134460887818164	0.2153358199879039	-0.4519686880300155	-8099.338317139995	-21.75527037680454
210000	-8123.727947395261	-27.122532579551596	-8096.60541481571	25.614346216282772	5.780729918306389	3.9975483547646244	6.441812012503827	0.046254283165054984	2.0883214353819746	0.4237126180005892	0.03092085606209063	0.2790941312908678	0.029673354270474142	0.24391142773324725	-0.43462812581083937	-8096.60541481571	-22.74725091448302
210200	-8123.824658017001	-28.759347023397297	-8095.065310993604	26.232656056786624	6.4592634077566435	5.094679289714574	7.385303715451742	0.03160494957748532	2.0883214353819746	0.4237126180005892	0.025922880652116606	0.30208020938670993	0.025697396672619593	0.23110250774830576	-0.4368782358123556	-8095.065310993604	-23.870877422264513
210400	-8129.615556190612	-28.29008795621612	-8101.325468234396	28.79874542323036	6.707311356658316	5.094679289714574	7.67084222149487	0.07152927732489262	2.0883214353819746	0.4237126180005892	0.0233254166867004	0.25865031386162335	0.022251180408767404	0.1896859058145709	-0.3319036039077409	-8101.325468234396	-23.607909286500792
210600	-8126.108169753078	-27.37053253023136	-8098.737637222846	27.487906087747586	6.959327783760003	4.012127192054906	7.67084222149487	0.04043551796086549	2.0883214353819746	0.4237126180005892	0.027108238786033224	0.25865031386162335	0.025186986756215297	0.18620025432645865	0.14584894010846694	-8098.737637222846	-23.549827208403787
210800	-8126.5998801763235	-27.355622551722405	-8099.244257624601	27.58854170346325	7.5213213434827395	3.963608870052081	8.338780722959743	0.04043551796086549	2.0883214353819746	0.4237126180005892	0.026584529408149208	0.26942567067971235	0.02483028838501634	0.17544761996882263	0.10335030319762417	-8099.244257624601	-23.486934617489258
211000	-8126.839800752058	-27.334412315709542	-8099.505388436349	27.247750224672767	8.169409680177168	3.876706155906258	8.169409680177168	0.08618092918386142	2.0883214353819746	0.4237126180005892	0.026584529408149208	0.1219665378362012	0.02493541885536057	0.09605622424166627	0.08808316215618948	-8099.505388436349	-23.6802271097758
