# BEAST v1.6.1, Build r3651
# Generated Sat Jan 02 16:36:19 EST 2016 [seed=1451770534910]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	CP1.alpha	CP2.alpha	CP3.alpha	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	coalescent
73100	-336011.24491539184	-1257.8924167813132	-334753.3524986105	4.118105803863883E8	1.4926414362260917E8	7.74725763453767E7	1.8663687893574902E8	1.0304092515412225E8	1.8689124843225806E9	2.82482187743034	3.246622242326099	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9455444922570765	0.9913270257374631	1.063140261905071	2.501211078390857E-9	-106466.42691774153	-110739.61302848053	-117547.31255238845	-1242.4609409838677
73200	-336012.9808150411	-1261.8106351350687	-334751.17017990607	4.1643901207969767E8	1.5927862354568768E8	8.16952538661811E7	1.9915878293523696E8	1.099541814202781E8	2.0608565741605475E9	2.82482187743034	3.246622242326099	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9428278584789136	0.994043659515626	1.063140261905071	2.3439499998460525E-9	-106466.76263966308	-110739.67349699626	-117544.73404324673	-1246.3462668991206
73300	-336010.4833182346	-1260.4353278555348	-334750.0479903791	4.374008351497455E8	1.5928996196128407E8	8.16952538661811E7	1.9914067021009266E8	1.0985345139802012E8	1.683512753121257E9	2.82482187743034	3.246622242326099	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9494503290683398	0.9874211889261998	1.063140261905071	2.3439499998460525E-9	-106465.19544407073	-110739.05934403735	-117545.79320227103	-1245.1731987937094
73400	-336003.9420789139	-1255.014097436626	-334748.9279814773	3.8031296608175176E8	1.434649535076375E8	7.35790608108438E7	1.7935660628831512E8	9.89398208362999E7	1.683512753121257E9	2.82482187743034	3.246622242326099	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9494503290683398	0.9874211889261998	1.063140261905071	2.588494328703033E-9	-106465.56371630542	-110739.47799566093	-117543.88626951097	-1239.6528287875913
73500	-336007.7544017604	-1254.613501497376	-334753.14090026304	3.70331335211838E8	1.434649535076375E8	7.35790608108438E7	1.7935660628831512E8	9.89398208362999E7	1.4197078118278334E9	2.82482187743034	3.246622242326099	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	0.9874211889261998	1.1081779269644711	2.588494328703033E-9	-106466.18175680665	-110740.38027080843	-117546.57887264794	-1239.4226642991714
73600	-336007.55146827834	-1254.8485729824167	-334752.7028952959	3.900929279077222E8	1.4391253534504443E8	7.385437554390235E7	1.7991616287290862E8	9.92484932034524E7	1.4197078118278334E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	0.9874211889261998	1.1081779269644711	2.5804438621819574E-9	-106461.7523218169	-110741.73258348778	-117549.21798999124	-1239.6427648575648
73700	-336005.95355231053	-1253.1340799287113	-334752.81947238185	3.76238331378062E8	1.3880131704262573E8	7.129481107497697E7	1.735262345572678E8	9.575237023968028E7	1.2785597947037342E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	0.9874211889261998	1.1081779269644711	2.6754661010033515E-9	-106461.61537273719	-110741.47030452245	-117549.73379512224	-1237.9968625812971
73800	-336006.5100983732	-1253.1417487028932	-334753.3683496703	3.7333663464844877E8	1.3880131704262573E8	7.130789099180757E7	1.7352184158226448E8	9.575237023968028E7	1.2785597947037342E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	0.9874211889261998	1.1081779269644711	2.6754661010033515E-9	-106461.13164879361	-110742.33325534497	-117549.90344553173	-1238.004531355479
73900	-336009.98413137725	-1256.8695219875663	-334753.1146093897	4.015010814456572E8	1.4908332853086585E8	7.668734512427184E7	1.8661229727783072E8	1.0295285725103211E8	1.6099108654687111E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	0.9874211889261998	1.1081779269644711	2.4877878452235038E-9	-106462.09057349284	-110742.12653477232	-117548.89750112455	-1241.574517088625
74000	-336018.83544466627	-1256.943847559016	-334761.8915971072	4.015010814456572E8	1.4908332853086585E8	7.663713555546708E7	1.8661229727783072E8	1.0294099650626616E8	1.6099108654687111E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	1.0324855053442115	1.0631052014558797	2.5096518397982364E-9	-106463.11981132458	-110751.623737027	-117547.14804875567	-1241.6401012759586
74100	-336018.531794632	-1256.9424672247737	-334761.58932740724	3.9505837538343716E8	1.4907086830810288E8	7.647057889332777E7	1.8661229727783072E8	1.0294099650626616E8	1.6099108654687111E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	1.0324855053442115	1.0631052014558797	2.4379219840661514E-9	-106465.95210516882	-110747.68360313273	-117547.95361910568	-1241.6676899474176
74200	-336019.752187314	-1259.9701281610228	-334759.78205915296	4.165500721423196E8	1.57173856386935E8	8.068595189818878E7	1.9673807953668854E8	1.0853652081614928E8	1.6099108654687111E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.904421066558391	1.0324855053442115	1.0631052014558797	2.3847646841299967E-9	-106462.00974050887	-110749.10163496959	-117548.67068367453	-1244.7173744141273
74300	-336017.551526775	-1259.9628342043795	-334757.5886925706	4.201736328103745E8	1.5721092516572276E8	8.068595189818878E7	1.9673807953668854E8	1.0860038990130007E8	1.562112568202154E9	2.82482187743034	3.299520390433981	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9102965555585609	1.0266100163440417	1.0631052014558797	2.301380560122494E-9	-106463.31331340763	-110745.16610367715	-117549.10927548585	-1244.7757758332302
74400	-336023.4737846111	-1268.1248996227744	-334755.34888498834	4.7909731240546453E8	1.7925763504933256E8	9.200106737955302E7	2.2432793919836062E8	1.2383012846353395E8	1.562112568202154E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9293398388560489	0.9817321209079416	1.0889446343842173	2.01833616133392E-9	-106461.66794031425	-110745.77839400632	-117547.90255066776	-1253.0876323707585
74500	-336023.44847355527	-1268.0682516660945	-334755.3802218892	4.7909731240546453E8	1.7925763504933256E8	9.198071443948525E7	2.2432793919836062E8	1.2378213161087902E8	1.562112568202154E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9293398388560489	0.9817321209079416	1.0889446343842173	2.01833616133392E-9	-106461.76231999726	-110745.43922867824	-117548.17867321371	-1253.0309844140786
74600	-336024.42704980285	-1268.9953752631914	-334755.43167453964	4.937105743905735E8	1.8476235583311808E8	9.468694080995116E7	2.3121381633519083E8	1.2755769175590058E8	2.0345337280624988E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7418985545139062	0.9293398388560489	0.9817321209079416	1.0889446343842173	1.9585957453300717E-9	-106461.81775149603	-110745.42292644588	-117548.19099659772	-1253.7238961440873
74700	-336027.33281995595	-1269.0593741621155	-334758.27344579383	5.010522474148584E8	1.8476235583311808E8	9.592346821519798E7	2.3121381633519083E8	1.2749844860549545E8	2.0221026066679988E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9293398388560489	0.9817321209079416	1.0889446343842173	2.0065380289997592E-9	-106466.12412308519	-110741.62713944346	-117550.5221832652	-1253.769864924601
74800	-336027.4827549127	-1268.3317817238794	-334759.1509731888	4.956637849460491E8	1.827753673998914E8	9.489187917229393E7	2.287272753047486E8	1.26127292985125E8	1.9607551027959278E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9449713294930303	0.9817321209079416	1.0733102268801642	2.015156414375989E-9	-106463.95728772944	-110744.81001540188	-117550.38367005746	-1253.0687990272502
74900	-336025.51384219405	-1268.8479595243532	-334756.6658826697	4.956637849460491E8	1.8279490597714227E8	9.489187917229393E7	2.2878914941476297E8	1.26127292985125E8	2.163764373206373E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9566181088470711	0.9817321209079416	1.061661274214059	1.9951652913927932E-9	-106465.21618064721	-110741.71944964537	-117549.7302523771	-1253.4964169608172
75000	-336025.8455484708	-1268.57527843521	-334757.2702700356	4.867522636652195E8	1.8279490597714227E8	9.489187917229393E7	2.310307267540396E8	1.26127292985125E8	2.0579386109126303E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9225597116957195	1.0157905180592932	1.061661274214059	2.0295860359058013E-9	-106464.78767923353	-110744.46030533689	-117548.02228546517	-1253.2567926900397
75100	-336038.5931117805	-1279.8541903836772	-334758.7389213968	5.93820064758351E8	2.2309533932802668E8	1.158470134225782E8	2.8184908702676374E8	1.5389879690715826E8	2.0579386109126303E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9225597116957195	1.0157905180592932	1.061661274214059	1.6636446895449488E-9	-106466.29584802395	-110745.09571179826	-117547.34736157458	-1264.7343268748282
75200	-336037.94589457	-1279.5397848253458	-334758.4061097446	5.937933506964449E8	2.2309533932802668E8	1.158470134225782E8	2.8184908702676374E8	1.5398602935998982E8	2.424062626611583E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9306285079270055	1.0157905180592932	1.0535909723294363	1.6280336264751916E-9	-106465.84327406021	-110743.45213623838	-117549.11069944604	-1264.2777974514029
75300	-336043.0722329297	-1279.6356926514552	-334763.43654027826	5.937933506964449E8	2.231398814195219E8	1.1590756764149788E8	2.81911529241457E8	1.488039823210779E8	2.148302156631294E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9306285079270055	0.9530611105286061	1.1163320852916463	1.6617137337145622E-9	-106468.46238112584	-110743.43489759105	-117551.53926156135	-1264.4740163052882
75400	-336039.08817152074	-1279.6350515613674	-334759.4531199594	5.937933506964449E8	2.231398814195219E8	1.1590756764149788E8	2.8205026341260284E8	1.488039823210779E8	2.148302156631294E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9306285079270055	1.0083627188004207	1.0610201576303426	1.6617137337145622E-9	-106468.57333635651	-110743.59047336159	-117547.28931024129	-1264.4733752152003
75500	-336039.39246156806	-1279.6084186439928	-334759.78404292406	5.937933506964449E8	2.231398814195219E8	1.1590756764149788E8	2.8205026341260284E8	1.4874731249025196E8	2.148302156631294E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9464140069201571	0.9925772198072691	1.0610201576303426	1.6575979548875457E-9	-106470.80566736584	-110739.65893866938	-117549.31943688884	-1264.4492197181714
75600	-336039.973808923	-1279.6633080824442	-334760.31050084054	5.840779560819616E8	2.231398814195219E8	1.1590756764149788E8	2.8205026341260284E8	1.4874731249025196E8	2.148302156631294E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9464140069201571	0.9768039951033023	1.0767963256492383	1.6575979548875457E-9	-106472.87566238499	-110739.02567415002	-117548.40916430553	-1264.504109156623
75700	-336040.3830348777	-1280.4296102933338	-334759.95342458435	5.90239857283491E8	2.255255307870819E8	1.170921922780338E8	2.850657397508077E8	1.5032639130674192E8	2.5940080733682785E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9464140069201571	0.9768039951033023	1.0767963256492383	1.6361945200742099E-9	-106472.21153112949	-110738.77891594668	-117548.96297750818	-1265.0948684168568
75800	-336038.8637490786	-1280.4765756864003	-334758.38717339217	6.037905989012185E8	2.255255307870819E8	1.170921922780338E8	2.850657397508077E8	1.5041645845672512E8	2.5940080733682785E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7445637170037533	0.9464140069201571	0.9768039951033023	1.0767963256492383	1.6361945200742099E-9	-106471.02078037629	-110739.10027091675	-117548.26612209914	-1265.1418338099234
75900	-336038.2631652484	-1280.1648238614964	-334758.0983413869	6.037554315041081E8	2.255255307870819E8	1.170921922780338E8	2.850657397508077E8	1.5041645845672512E8	2.329959776700278E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9768039951033023	1.0767963256492383	1.6361945200742099E-9	-106471.42885877268	-110739.04575819234	-117547.6237244219	-1264.937435179023
76000	-336032.25607041235	-1273.795160679417	-334758.4609097329	5.493549496481841E8	2.0004408823470458E8	1.0378646167160462E8	2.526737525986646E8	1.3340851214938267E8	2.329959776700278E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9768039951033023	1.0767963256492383	1.8459495552829237E-9	-106471.00980809292	-110738.54348817623	-117548.90761346374	-1258.4472719393266
76100	-336031.5705186821	-1273.809837234347	-334757.7606814478	5.493549496481841E8	2.0004408823470458E8	1.0378646167160462E8	2.526737525986646E8	1.3349078197689235E8	2.329959776700278E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9841570041782792	1.069441944488224	1.845556549983834E-9	-106470.90636468689	-110739.33127608601	-117547.52304067489	-1258.4621612054289
76200	-336029.13686896046	-1272.536359349098	-334756.60050961137	5.273883704343916E8	1.9487047463338917E8	1.0110229812308413E8	2.4617108560146654E8	1.3003839439883213E8	2.329959776700278E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9841570041782792	1.069441944488224	1.8945542059240483E-9	-106470.8613901417	-110738.89889143736	-117546.84022803232	-1257.162506844644
76300	-336019.91932618676	-1264.864481612118	-334755.05484457465	4.654784602310391E8	1.7167112490080857E8	8.905924296252602E7	2.168864619048529E8	1.1454854317083146E8	1.6922763036826842E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9841570041782792	1.069441944488224	2.1507457032648824E-9	-106468.7875095452	-110738.92659967107	-117547.34073535839	-1249.6837013376232
76400	-336019.5670476123	-1264.8730136908073	-334754.69403392146	4.70513029287655E8	1.7167112490080857E8	8.905924296252602E7	2.168706745961819E8	1.145206201577207E8	1.6922763036826842E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9841570041782792	1.069441944488224	2.1239086444264193E-9	-106467.93026848607	-110737.95219927923	-117548.81156615619	-1249.70477738916
76500	-336022.8580669409	-1265.1191965420794	-334757.73887039884	4.600503311502312E8	1.7167112490080857E8	8.90955517864581E7	2.168706745961819E8	1.145206201577207E8	1.582928703115356E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9841570041782792	1.069441944488224	2.1487820248200795E-9	-106469.8164378235	-110743.29150564052	-117544.63092693481	-1250.0061266004539
76600	-336017.2174386838	-1258.143326669616	-334759.07411201415	4.0309719672482985E8	1.504327456246672E8	7.80730509334391E7	1.9004041037086338E8	1.003526442255193E8	1.8501799869977224E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9464140069201571	0.9841570041782792	1.069441944488224	2.4521511312960612E-9	-106472.51369396133	-110742.80752493652	-117543.75289311633	-1242.7423181380564
76700	-336022.0950843051	-1260.5600507573063	-334761.5350335478	4.257193049263154E8	1.5887390854292637E8	8.245392784769148E7	2.0070405981987166E8	1.0598368562989028E8	1.489532407829563E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9253180448650563	1.00525296623338	1.069441944488224	2.321865375823061E-9	-106472.04997223917	-110745.58556518338	-117543.89949612525	-1245.4304030533583
76800	-336033.4273116996	-1272.0240872383831	-334761.40322446125	5.2241116034738964E8	1.9495827873063132E8	1.011859572388881E8	2.4628913832103238E8	1.3005531942552386E8	1.8265685082751627E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9253180448650563	1.00525296623338	1.069441944488224	1.8921167634905995E-9	-106471.73834581283	-110745.74376549928	-117543.92111314915	-1256.8949327565385
76900	-336019.79624729324	-1259.2516282575548	-334760.5446190357	4.06656489484869E8	1.557762598853506E8	8.084996479360312E7	1.967908265698503E8	1.0384560737359771E8	1.6515249901638093E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9524861232509148	0.9780848878475216	1.069441944488224	2.368036231188207E-9	-106471.50183758448	-110744.03010233585	-117545.01267911535	-1243.9990732833207
77000	-336007.3298528417	-1247.526690335403	-334759.80316250626	3.5153555781377524E8	1.2595107368865977E8	6.5370293785069175E7	1.5911292206395045E8	8.396315174200459E7	1.3891510805390103E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9524861232509148	0.9780848878475216	1.069441944488224	2.928786683306483E-9	-106470.37530891194	-110742.15408252763	-117547.2737710667	-1232.234826940008
77100	-336004.55007238116	-1246.3320140977073	-334758.21805828344	3.3072736637772495E8	1.2291255623557858E8	6.379326253982572E7	1.5527438876254207E8	8.193757550424716E7	1.4179365550578501E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9869382247907758	1.0959388745367151	3.0011891271749682E-9	-106469.87450070803	-110742.07840953684	-117546.26514803857	-1230.995244915399
77200	-336011.2728546635	-1254.1447261874634	-334757.12812847603	3.833858189300167E8	1.420749426974543E8	7.37387977063801E7	1.7948206889081594E8	9.471185614447856E7	1.4179365550578501E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9869382247907758	1.0959388745367151	2.596403140228822E-9	-106469.46562038649	-110741.7954537832	-117545.86705430636	-1238.952693629875
77300	-336013.811282158	-1254.063871636412	-334759.7474105216	3.833858189300167E8	1.4208711823421696E8	7.37387977063801E7	1.7948206889081594E8	9.471185614447856E7	1.4179365550578501E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9872526549933319	1.0956243856608612	2.5131607837737756E-9	-106472.58559278163	-110742.34911864971	-117544.81269909028	-1238.9043923352885
77400	-336011.85083742056	-1254.099448676202	-334757.75138874433	3.8226836954534143E8	1.4167297886076745E8	7.352387224472986E7	1.7895893496791282E8	9.44358007972425E7	1.3930533338623788E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9872526549933319	1.0956243856608612	2.601440787905967E-9	-106466.20529947228	-110742.06176672972	-117549.48432254232	-1238.9231843993066
77500	-336012.2745945451	-1254.0150267875285	-334758.25956775754	3.83457064247049E8	1.417004522527469E8	7.352387224472986E7	1.7895893496791282E8	9.44358007972425E7	1.5213945076619766E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9872526549933319	1.0956243856608612	2.601440787905967E-9	-106465.71725024204	-110741.16902968462	-117551.37328783087	-1238.7506331382297
77600	-335994.9608219355	-1237.1060004299368	-334757.85482150555	2.7720333620111746E8	1.0158141895722258E8	5.27653507658397E7	1.2829106936574015E8	6.778466069128813E7	1.359605362352696E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9872526549933319	1.0956243856608612	3.62886579001472E-9	-106465.3871229296	-110741.00327770521	-117551.46442087075	-1221.6215178017887
77700	-335994.3491628152	-1235.5406782863126	-334758.8084845289	2.7075664161041045E8	1.015698389263868E8	5.27653507658397E7	1.2827448018088143E8	6.778466069128813E7	1.1300124146650288E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.917140799716268	0.9872526549933319	1.0956243856608612	3.577421643189334E-9	-106468.03615958382	-110740.48183567924	-117550.2904892659	-1220.2554250595297
77800	-335993.9553846963	-1233.88818708488	-334760.06719761144	2.6411483080148974E8	9.825724630415311E7	5.1044464787245475E7	1.2409094399376576E8	6.557393584147013E7	1.1300124146650288E9	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.911838358667518	0.992555096042082	1.0956243856608612	3.681758482458807E-9	-106469.3468633742	-110739.61887879152	-117551.10145544572	-1218.5742144492483
77900	-335994.50603987096	-1234.2575944551497	-334760.2484454158	2.5919747561059305E8	9.840100561295071E7	5.111914749261097E7	1.2427250035736834E8	6.572643067596697E7	8.851241918905761E8	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.911838358667518	0.992555096042082	1.0956243856608612	3.767877694009263E-9	-106469.19815544566	-110739.63277261153	-117551.41751735863	-1219.1647794635028
78000	-335986.93979195814	-1227.806992146186	-334759.13279981195	2.331122750578875E8	8.84565353032194E7	4.595301284457094E7	1.1171971187752545E8	5.9084074387529366E7	9.680937431989399E8	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.935611554227042	0.992555096042082	1.0718467539760228	4.1914704532139105E-9	-106469.12384650305	-110739.42639464774	-117550.58255866119	-1212.5181430157095
78100	-335986.12481983093	-1227.7979945058898	-334758.326825325	2.331122750578875E8	8.84565353032194E7	4.595301284457094E7	1.1164859110337326E8	5.9084074387529366E7	9.680937431989399E8	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9137716145410468	0.992555096042082	1.0936907690379623	4.1184223539134E-9	-106468.57363727271	-110739.09015028848	-117550.66303776384	-1212.5267092435993
78200	-335991.72081408947	-1227.8582554455747	-334763.8625586439	2.4763100727682975E8	8.84565353032194E7	4.595301284457094E7	1.1164859110337326E8	5.9084074387529366E7	8.810733741347159E8	2.82482187743034	3.2448619235767575	3.5889821416650314	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9137716145410468	0.992555096042082	1.0936907690379623	4.1184223539134E-9	-106468.25900703466	-110740.86909681285	-117554.73445479642	-1212.6811582004948
78300	-335990.91377580096	-1227.9252819502294	-334762.98849385075	2.4763100727682975E8	8.84565353032194E7	4.595301284457094E7	1.1164859110337326E8	5.9084074387529366E7	8.810733741347159E8	2.82482187743034	3.2448619235767575	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9137716145410468	0.992555096042082	1.0936907690379623	4.1184223539134E-9	-106467.36562571337	-110742.40831233366	-117553.2145558037	-1212.7553377378804
78400	-335988.0834468323	-1225.594340591385	-334762.4891062409	2.2937942621259066E8	8.49543621666943E7	4.413364012581161E7	1.0722819757164878E8	5.674481638463396E7	8.810733741347159E8	2.82482187743034	3.2448619235767575	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9137716145410468	1.0018552976917148	1.084388831952306	4.357521436142712E-9	-106467.74139837784	-110742.66693244396	-117552.08077541916	-1210.36801956074
78500	-335988.19320933643	-1225.5958298207806	-334762.59737951565	2.2950457141104028E8	8.49543621666943E7	4.413364012581161E7	1.0722819757164878E8	5.682062855515194E7	8.810733741347159E8	2.82482187743034	3.2448619235767575	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9244234818028587	1.0018552976917148	1.0737349770309939	4.357521436142712E-9	-106467.8292037471	-110743.21634123016	-117551.5518345384	-1210.3695087901358
78600	-335988.2581856469	-1225.641709590198	-334762.6164760567	2.296212552247173E8	8.480194781525566E7	4.413364012581161E7	1.0722819757164878E8	5.682062855515194E7	8.432120977033201E8	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9335543750307914	0.9927244044637821	1.0737349770309939	4.357521436142712E-9	-106468.36364302748	-110742.27785065261	-117551.9749823766	-1210.459808370048
78700	-335987.91357753106	-1225.5532223508765	-334762.36035518016	2.3030915295061433E8	8.480194781525566E7	4.413364012581161E7	1.0722819757164878E8	5.682062855515194E7	8.432120977033201E8	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9335543750307914	0.9927244044637821	1.0737349770309939	4.2616467325673905E-9	-106466.43333460833	-110745.77219723389	-117550.15482333793	-1210.3935466581904
78800	-336003.565403247	-1240.562191121777	-334763.0032121252	3.0394403200105953E8	1.0910630944093817E8	5.6782405597711444E7	1.3795995500638366E8	7.310550336972027E7	1.3641462578793616E9	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9335543750307914	0.9927244044637821	1.0737349770309939	3.312328550695474E-9	-106465.88290770583	-110745.62087270239	-117551.49943171696	-1225.173202100933
78900	-336001.4870345825	-1239.7158592967294	-334761.77117528574	3.025131131522246E8	1.0910630944093817E8	5.623858361154781E7	1.3795995500638366E8	7.310550336972027E7	1.0715940427182276E9	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9335543750307914	0.9927244044637821	1.0737349770309939	3.3848787672187095E-9	-106465.4985306499	-110745.4339091357	-117550.83873550015	-1224.5466067646448
79000	-335994.56114589976	-1233.8584154943867	-334760.7027304054	2.6868394346869045E8	9.808698318870544E7	5.060435639313499E7	1.2402651924315105E8	6.572212291635864E7	9.279347003072394E8	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9335543750307914	0.9927244044637821	1.0737349770309939	3.716240878307929E-9	-106464.95626218809	-110744.13506847779	-117551.61139973954	-1218.7398030212357
79100	-336005.81067433616	-1245.832647264592	-334759.9780270716	3.329315334707413E8	1.2154150078692712E8	6.270484851741653E7	1.5368368764273572E8	8.1437568925832E7	1.165744474040599E9	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9335543750307914	0.9915007771776013	1.0749588326484465	2.9990978735304262E-9	-106464.91820237771	-110744.11529515072	-117550.94452954312	-1230.7000676653438
79200	-336002.7669944642	-1245.7630152386384	-334757.0039792256	3.329315334707413E8	1.2154150078692712E8	6.270484851741653E7	1.5370099690935317E8	8.1437568925832E7	1.165744474040599E9	2.82482187743034	3.243412275299831	3.567216333308223	0.7017808346641928	0.6692950582671663	0.7336639888037609	0.9221291969251503	0.9915007771776013	1.0863861427149208	2.9990978735304262E-9	-106464.9799416818	-110741.8481372979	-117550.17590024589	-1230.6304356393903
