# BEAST v1.6.1, Build r3651
# Generated Tue Jan 05 02:06:50 EST 2016 [seed=1451977571559]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(CPZ)	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SMM)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	CP1.alpha	CP2.alpha	CP3.alpha	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	coalescent
1384000	-336362.9117279179	-1622.6337062441314	-334740.2780216738	2.6829332633753204E11	1.2765656144752237E11	9.97023430829006E10	5.089142909731744E10	6.801752368095785E10	1.2102577922290127E12	2.827289025357175	3.3843277648753887	3.6048813989519757	0.7001077510912465	0.6753214449854086	0.71579009143813	0.9225135538272197	1.00483832438067	1.072648121792115	3.5754761230177834E-12	-106451.47177384526	-110752.10833656395	-117536.69791126456	-1607.219958380474
1385000	-336357.6562582472	-1618.7387907150044	-334738.9174675322	2.4067228408945236E11	1.1319880907688821E11	8.872534474022087E10	4.512928351301328E10	6.031351562214158E10	1.339149968814664E12	2.827289025357175	3.3843277648753887	3.6048813989519757	0.7001077510912465	0.6753214449854086	0.71579009143813	0.9147755897346004	0.9909478821094865	1.0942765281559177	4.0880339745998956E-12	-106449.33983796278	-110753.43652355559	-117536.14110601383	-1603.0900093293244
1386000	-336355.2624200003	-1617.7343027595498	-334737.5281172407	2.3999066855968832E11	1.1150913709013509E11	8.818542457348788E10	4.55152669921725E10	6.083045913257475E10	1.2467659760692253E12	2.827289025357175	3.3843277648753887	3.6048813989519757	0.7001077510912465	0.6753214449854086	0.71579009143813	0.9254102680785157	1.0079265617817204	1.0666631701397689	4.0394119109472535E-12	-106450.63944897182	-110751.63106992826	-117535.25759834064	-1602.1689565392317
1387000	-336361.9677140786	-1620.4107096856203	-334741.55700439296	2.6706174654622757E11	1.2475466934470497E11	9.729061722581769E10	4.964336564257206E10	6.634812318608428E10	1.0294272925823402E12	2.827289025357175	3.3843277648753887	3.6048813989519757	0.706786249922618	0.6753214449854086	0.6972947803185163	0.9157595035750473	0.9949372077527359	1.0893032886722218	3.75015241603176E-12	-106448.71838169188	-110751.39894993317	-117541.4396727679	-1605.1111421525711
1388000	-336359.21024118824	-1626.6059309959296	-334732.6043101923	2.827652182790895E11	1.3338450588560616E11	1.040244904503155E11	5.308046243413098E10	7.094062123597331E10	1.4684550091066428E12	2.827289025357175	3.3843277648753887	3.6048813989519757	0.706786249922618	0.6753214449854086	0.6972947803185163	0.9252835706990757	0.9942185816276258	1.0804978476733036	3.548288122289332E-12	-106448.14001431139	-110745.44648157754	-117539.01781430337	-1611.0064311340952
1389000	-336382.8985483123	-1643.1280942057126	-334739.7704541066	3.978712464606593E11	1.866845378963962E11	1.487906102157427E11	7.429051516031573E10	9.929013807151509E10	1.5110202241324995E12	2.827289025357175	3.3843277648753887	3.5195625978928677	0.706786249922618	0.6753214449854086	0.6972947803185163	0.9324167481460849	0.9823379929898108	1.0852452588641097	2.497352626351502E-12	-106444.19925342374	-110753.4460027675	-117542.12519791539	-1627.8789988006006
1390000	-336428.7511123654	-1681.2367461796414	-334747.51436618576	7.88610042127654E11	3.6434641353255695E11	2.912100467014171E11	1.449921417691323E11	1.9377915424439877E11	2.717478076457172E12	2.827289025357175	3.3843277648753887	3.5195625978928677	0.706786249922618	0.6753214449854086	0.6972947803185163	0.9275055324642122	0.9691344395273926	1.1033600280084006	1.3079016413204068E-12	-106447.61279591503	-110747.25124269717	-117552.65032757359	-1666.0468919316145
1391000	-336414.30468306754	-1680.3529025913313	-334733.9517804762	7.820885892844076E11	3.6140655753098047E11	2.887915409011011E11	1.438237370390603E11	1.9221949662457687E11	2.7525611269641504E12	2.827289025357175	3.3843277648753887	3.556274224355827	0.706786249922618	0.6753214449854086	0.7318327540691966	0.9233438632757884	1.0197648923649514	1.0568912443592655	1.29751383295093E-12	-106445.92389348352	-110748.54832150959	-117539.4795654831	-1665.1460600939938
1392000	-336452.8570411616	-1717.600676486322	-334735.2563646753	1.4825976194523386E12	7.041047155814373E11	5.629302541065188E11	2.8035221663056726E11	3.746835527825097E11	5.89445761713493E12	2.827289025357175	3.3843277648753887	3.556274224355827	0.706786249922618	0.6753214449854086	0.7318327540691966	0.9499539111894709	0.9788768098821276	1.0711692789284069	6.660766382726933E-13	-106454.06899058829	-110748.80424455069	-117532.38312953632	-1702.2984870029413
1393000	-336487.14668570156	-1749.589134759404	-334737.5575509422	2.590880647207952E12	1.2346327992835615E12	9.870810592485177E11	4.9158745993457117E11	6.569991162352885E11	8.917485922493367E12	2.827289025357175	3.3843277648753887	3.556274224355827	0.706786249922618	0.6753214449854086	0.7318327540691966	0.9122188648586926	1.004216846709514	1.0835642884317986	3.8133510758971576E-13	-106450.96272147323	-110750.04943527361	-117536.54539419533	-1734.430112213067
1394000	-336478.12637307413	-1735.694511347586	-334742.43186172657	2.0431618744312437E12	9.692713710709026E11	7.66503115200287E11	3.859334465356556E11	5.157904137990574E11	8.586867639908773E12	2.827289025357175	3.3843277648753887	3.53503762976468	0.706786249922618	0.6753214449854086	0.7318327540691966	0.9137953902270438	0.9961229722358177	1.090081637537144	4.739075984771126E-13	-106465.69822558163	-110746.16506396215	-117530.56857218282	-1720.3631604086434
1395000	-336458.44458463474	-1717.8043632306058	-334740.64022140414	1.4666994897886748E12	7.030167688664635E11	5.579696045711935E11	2.705204994764766E11	3.741048390149927E11	6.076504076410898E12	2.827289025357175	3.19136972744809	3.53503762976468	0.706786249922618	0.6753214449854086	0.7318327540691966	0.9507326096045339	0.9606473151959873	1.0886200751994846	6.572969871356491E-13	-106465.45220265433	-110745.41360972791	-117529.77440902188	-1702.5578565166302
1396000	-336448.3445896188	-1710.706359415887	-334737.6382302029	1.3089336067684048E12	6.216673730759045E11	4.934004489859763E11	2.4156602586459946E11	3.3081377921924036E11	5.210915709911975E12	2.827289025357175	3.19136972744809	3.53503762976468	0.6974800190609189	0.6753214449854086	0.7318327540691966	0.9329314452273868	0.981932287541688	1.0851362672309308	7.417451179751163E-13	-106465.13890037127	-110743.34322702956	-117529.15610280207	-1695.4927777886112
1397000	-336459.6692951697	-1726.6088506936408	-334733.0604444761	1.8022221037921533E12	8.209425091689747E11	6.497405126938984E11	3.181079136572865E11	4.356363894893584E11	5.831864659441617E12	2.827289025357175	3.2928025450579015	3.53503762976468	0.7212749799419078	0.6753214449854086	0.7318327540691966	0.9297786346032526	1.0092217636386254	1.0609996017581278	5.744231530454849E-13	-106453.38464466552	-110750.6695229215	-117529.00627688903	-1711.5032564894534
1398000	-336495.9192926362	-1759.7122574413738	-334736.20703519485	3.1491951602571685E12	1.477278017327908E12	1.1691992683205693E12	5.79803696707588E11	7.839156432219222E11	1.055229508041574E13	2.827289025357175	3.2928025450579015	3.542481800605274	0.7212749799419078	0.6753214449854086	0.7318327540691966	0.931938498524304	0.9920326129091064	1.0760288885665954	3.1673202825524814E-13	-106456.8068612938	-110745.51104121852	-117533.88913268253	-1744.6059128457964
1399000	-336430.39970391174	-1698.6627243930834	-334731.73697951867	1.0386298391175688E12	4.8511076225748395E11	3.83947697612553E11	1.9146268667338873E11	2.5742343209678995E11	5.176699460197753E12	2.827289025357175	3.2928025450579015	3.6331782110468187	0.7212749799419078	0.6753214449854086	0.7318327540691966	0.9180670814201676	1.0109431946215306	1.0709897239583075	9.581693825031223E-13	-106454.1542571629	-110748.14897744298	-117529.43374491278	-1683.1329244710575
1400000	-336436.33194896823	-1703.2762922850768	-334733.05565668317	1.179941522184527E12	5.449265243221224E11	4.3128866913466864E11	2.1506714466778342E11	2.8916507901123584E11	4.1867567271038496E12	2.827289025357175	3.2928025450579015	3.6331782110468187	0.7212749799419078	0.6753214449854086	0.7260768209106163	0.9366358486154395	0.9923744274262586	1.0709897239583075	8.453845600401756E-13	-106454.80837550241	-110744.16804156141	-117534.07923961934	-1688.0838413763904
1401000	-336434.03928396764	-1698.7288768021494	-334735.3104071655	1.0989336809630839E12	4.8898414441025037E11	3.9334221794738837E11	1.961449750970428E11	2.6372294449534937E11	4.770872477215457E12	2.827289025357175	3.2928025450579015	3.6331782110468187	0.7212749799419078	0.6753214449854086	0.7260768209106163	0.906860228750969	1.0078102677403957	1.085329503508641	9.330946185179717E-13	-106451.15807250961	-110748.47471846406	-117535.67761619181	-1683.3072068099568
1402000	-336450.6772922958	-1713.8361624750019	-334736.8411298208	1.4088943707658447E12	6.49098576266919E11	5.221405525021494E11	2.6036996512976697E11	3.5008214477880273E11	5.461944479602352E12	2.827289025357175	3.2928025450579015	3.6331782110468187	0.6948761609278942	0.6753214449854086	0.7260768209106163	0.8929023254473452	1.0078102677403957	1.0992874068122649	7.074181235392653E-13	-106453.58253449936	-110749.40245734125	-117533.85613798015	-1698.555824649922
1403000	-336485.73194738413	-1745.0882084294105	-334740.64373895474	2.420611935509101E12	1.1388324765124226E12	9.160909993320653E11	4.568200040526246E11	6.14217697597072E11	9.181520596843908E12	2.827289025357175	3.2777922252044696	3.6331782110468187	0.7149447696118696	0.6753214449854086	0.7260768209106163	0.9272931325371647	0.965252689084486	1.107454178378355	4.014463527903674E-13	-106453.18028000019	-110757.75507127412	-117529.70838768041	-1729.8595870048846
1404000	-336464.58665796946	-1732.5255372260438	-334732.0611207434	1.9718395693435889E12	9.082303011295798E11	7.30590672833475E11	3.6431807226878424E11	4.8984719138851294E11	8.212967739200159E12	2.827289025357175	3.2806135311462574	3.6331782110468187	0.6901999717056464	0.6753214449854086	0.7260768209106163	0.9245898723890258	1.007823488868158	1.067586638742822	5.098251369938729E-13	-106446.29098595714	-110750.19958907363	-117535.57054571263	-1717.168675738945
1405000	-336486.51902885496	-1754.5463446010945	-334731.9726842539	2.915243089090245E12	1.3500340191228857E12	1.0859841112674321E12	5.4153807917501215E11	7.250163196384572E11	1.0974916147840846E13	2.827289025357175	3.2806135311462574	3.6331782110468187	0.6901999717056464	0.6520647531365388	0.7273282764237611	0.9383086685954607	1.007139732468546	1.0545515989359986	3.437131816713324E-13	-106451.53330404726	-110747.95892569321	-117532.48045451338	-1739.2934511347291
1406000	-336536.7224356876	-1798.5945154452215	-334738.1279202424	6.391987577964066E12	2.923745822856394E12	2.315323471456766E12	1.1728039399505027E12	1.5628563782135017E12	2.0353010446922125E13	2.827289025357175	3.2806135311462574	3.6331782110468187	0.6664634891334834	0.6520647531365388	0.7317861060318458	0.9275471343886962	1.007139732468546	1.0653131331427632	1.580816444179774E-13	-106451.21783038497	-110748.4004759532	-117538.50961390421	-1783.4999246661364
1407000	-336512.1968748022	-1774.0625996345018	-334738.13427516766	4.088250128474704E12	1.8726522219008108E12	1.4829550390486455E12	7.511828872073639E11	1.0010054300350775E12	1.2803457427384723E13	2.827289025357175	3.2806135311462574	3.6331782110468187	0.6664634891334834	0.6520647531365388	0.7317861060318458	0.9256748869871607	0.9857065021721197	1.0886186108407248	2.4645462875677734E-13	-106444.95057633227	-110751.94591793414	-117541.23778090125	-1758.98790023187
1408000	-336523.78346659924	-1774.8714553959658	-334748.9120112033	4.231149837597587E12	1.9161891881810095E12	1.532940387945818E12	7.686499876390471E11	1.0242742458051466E12	1.4143550005456137E13	2.8970026317834856	3.2987971332034056	3.6331782110468187	0.6664634891334834	0.6520647531365388	0.7317861060318458	0.8789721237263938	0.9964843372062874	1.124543539067324	2.3875318130480035E-13	-106455.67101867651	-110754.14921611529	-117539.09177641151	-1759.6975648992104
1409000	-336560.65845047584	-1823.3641909754406	-334737.2942595004	1.009723073554267E13	4.562151581532073E12	3.6496982726269487E12	1.8300409631779229E12	2.438642232088811E12	4.129204238167043E13	2.8970026317834856	3.2987971332034056	3.6451251964234768	0.6664634891334834	0.6520647531365388	0.7317861060318458	0.9286729180356735	1.0052274915770214	1.06609959038731	1.0055264070771611E-13	-106449.21253035967	-110752.92125226933	-117535.16047687143	-1807.9788776528576
1410000	-336548.79994279856	-1811.187087054706	-334737.61285574385	8.084978592831095E12	3.732814397335647E12	2.935114034030637E12	1.4717287147118674E12	1.9611710300580923E12	2.7462473459446438E13	2.892108320904801	3.2987971332034056	3.6451251964234768	0.6664634891334834	0.6520647531365388	0.7317861060318458	0.920621777706268	0.9796363718166811	1.099741850477056	1.2468494268159126E-13	-106448.44493789035	-110748.67903215154	-117540.48888570195	-1795.9964883154223
1411000	-336548.6278616714	-1807.883355708218	-334740.7445059632	7.501625294574646E12	3.4987534070283857E12	2.7773245900542964E12	1.3926106069093315E12	1.8557363867919446E12	2.992244073243386E13	2.892108320904801	3.2987971332034056	3.6451251964234768	0.6664634891334834	0.6520647531365388	0.7317861060318458	0.9437827224256369	0.9656313507115017	1.0905859268628664	1.3233303505327352E-13	-106450.49739949354	-110755.35447884712	-117534.89262762254	-1792.5474966058366
1412000	-336565.8343064227	-1826.7543361782562	-334739.07997024443	1.0674050771838936E13	4.790975493557149E12	3.8030957380784653E12	1.9069543985751067E12	2.541129350348738E12	4.971113825353835E13	2.892108320904801	3.285527587777519	3.6451251964234768	0.6682910788972306	0.6520647531365388	0.7317861060318458	0.9322212029336787	0.9889371005136972	1.0788416965526288	9.738330243211875E-14	-106448.54602706908	-110755.53078427198	-117535.0031589034	-1811.2217418506393
1413000	-336604.9416080047	-1861.3430147996721	-334743.598593205	1.8958187904536547E13	8.995901842494756E12	7.212690120007464E12	3.6166054756111074E12	4.819329055393443E12	6.7573522568430695E13	2.892108320904801	3.285527587777519	3.6451251964234768	0.6909499952627906	0.6520647531365388	0.7317861060318458	0.9184639977685493	1.0026943056788267	1.0788416965526288	5.0689721079930835E-14	-106451.17662206346	-110759.92436626411	-117532.4976048774	-1846.1557119428392
1414000	-336586.7102749923	-1849.465643160831	-334737.2446318315	1.547072398668184E13	7.051902203949719E12	5.654041555709104E12	2.8350637106204243E12	3.7778761500475757E12	7.71621404399754E13	2.892108320904801	3.285527587777519	3.6451251964234768	0.6909499952627906	0.6520647531365388	0.7317861060318458	0.9357561061604303	0.994919791125883	1.0693241027136915	6.503571268781118E-14	-106449.46578336201	-110755.52175615638	-117532.25709231308	-1833.8966834228208
1415000	-336576.3531037723	-1839.3369362342578	-334737.016167538	1.3220783796583832E13	5.964861050392361E12	4.782478306334093E12	2.3980398380298633E12	3.1955231649202183E12	6.062108878331106E13	2.892108320904801	3.285527587777519	3.6451251964234768	0.6909499952627906	0.6520647531365388	0.7317861060318458	0.9333024937632031	0.9961711974785228	1.0705263087582788	7.783357257060278E-14	-106450.5267704546	-110753.71963974254	-117532.76975734088	-1823.8297859110698
1416000	-336555.6991113948	-1819.3748478940563	-334736.32426350075	9.150883500154074E12	4.208405754110246E12	3.3741975626125845E12	1.6918959300100527E12	2.2545479115356777E12	4.151753547012043E13	2.892108320904801	3.285527587777519	3.654349862227861	0.7070451380134506	0.6520647531365388	0.7317861060318458	0.9305052456404528	1.0002958658681698	1.0691988884913821	1.0956848161921802E-13	-106451.06813727683	-110754.82387560837	-117530.43225061553	-1803.9015854863117
1417000	-336574.3045145878	-1838.31362085436	-334735.99089373345	1.3176947647616967E13	5.966839033719556E12	4.736042346573365E12	2.3747517558919424E12	3.1933304266186763E12	4.202724133744379E13	2.828688929532438	3.285527587777519	3.654349862227861	0.7070451380134506	0.6520647531365388	0.7262210822568618	0.9370203195358398	0.974183646708294	1.0887960337558709	7.772075690264842E-14	-106448.0563076264	-110755.93531916031	-117531.99926694673	-1823.1941349937945
1418000	-336555.5468414598	-1818.0168624310802	-334737.52997902874	9.044494821611266E12	4.213251265988477E12	3.26624042716631E12	1.676838148355456E12	2.2548486754915854E12	3.7363681507939445E13	2.8184138005380777	3.285527587777519	3.664382301023284	0.6897833749552205	0.6520647531365388	0.7147378272170072	0.9287334596656796	0.9932187283743579	1.0780478119599672	1.120378464980706E-13	-106446.90595062728	-110755.16575783976	-117535.4582705617	-1802.650111145464
1419000	-336559.33948775637	-1814.4526199619643	-334744.8868677944	8.421448157333338E12	3.9453503811053413E12	3.1434580468762534E12	1.5702143316798943E12	2.1114721820854946E12	3.449507136144265E13	2.8184138005380777	3.285527587777519	3.6115265507744225	0.6897833749552205	0.6746031765554572	0.7147378272170072	0.9268596106282334	1.015217269029836	1.057923120341935	1.1391865716796312E-13	-106452.73845268846	-110750.47803833781	-117541.67037676812	-1799.1663589182156
1420000	-336576.71441114624	-1838.4791426434017	-334738.23526850285	1.2881794033334754E13	5.98055041420853E12	4.769890515737832E12	2.380198224503793E12	3.2006748032884834E12	4.1440294424724836E13	2.8184138005380777	3.2239184713926563	3.6115265507744225	0.6897833749552205	0.6746031765554572	0.7191013517996685	0.932987392382028	0.9748518004531207	1.0921608071648556	7.798968723726657E-14	-106449.59946130187	-110751.85301793212	-117536.78278926885	-1823.4090846666782
1421000	-336554.22422052926	-1815.8071994737875	-334738.4170210555	8.393215451396998E12	3.9422980749003857E12	3.14424849047217E12	1.5786281753322122E12	2.1098383259939346E12	4.077636931691074E13	2.8184138005380777	3.2239184713926563	3.6115265507744225	0.6897833749552205	0.6746031765554572	0.7191013517996685	0.9500979751212142	0.964666568835136	1.0852354560436543	1.182679638871121E-13	-106450.53903011563	-110754.46157923037	-117533.41641170946	-1800.33733251868
1422000	-336561.6544329762	-1821.24698300211	-334740.4074499741	9.637003910487057E12	4.474253745392235E12	3.464969490925896E12	1.7803130636881477E12	2.421100888447326E12	3.6583850037516016E13	2.7792995362765085	3.2665214340875033	3.6115265507744225	0.6897833749552205	0.6746031765554572	0.7191013517996685	0.9272484322642889	0.9777159759332539	1.0950355918024617	1.0489486557323025E-13	-106447.98392851398	-110752.3061115023	-117540.11740995778	-1806.0051060127187
1423000	-336486.43290659727	-1753.5100674058754	-334732.9228391914	2.8978254740072285E12	1.3275092585826465E12	1.0549253812586821E12	5.2821811283813293E11	7.183381688739928E11	1.2208366011035865E13	2.7792995362765085	3.2426505806926964	3.6115265507744225	0.6992578973977954	0.6746031765554572	0.7201133552301532	0.9437688102769832	0.965974906449343	1.0902562832736782	3.4475965156378155E-13	-106448.26713824665	-110754.62956203082	-117530.02613891395	-1738.185156570117
1424000	-336474.0906093745	-1743.8520904650309	-334730.2385189095	2.2732091491104263E12	1.1212531743379739E12	8.785602988323414E11	4.4614829156566345E11	6.067259705338997E11	8.741099716184569E12	2.7792995362765085	3.2426505806926964	3.6115265507744225	0.6992578973977954	0.6746031765554572	0.7201133552301532	0.9323304349804138	0.9932880178853136	1.0743815471342768	4.101179615822445E-13	-106453.44029634104	-110752.1779254041	-117524.62029716438	-1728.6878413571467
1425000	-336425.227902488	-1694.7224966855551	-334730.50540580245	9.780186450494823E11	4.593214785555579E11	3.602073301491928E11	1.8291706128193234E11	2.3841712820310587E11	4.515854052681376E12	2.7932178749669454	3.2426505806926964	3.6115265507744225	0.6992578973977954	0.6746031765554572	0.7201133552301532	0.938372422176709	0.9872460306890184	1.0743815471342768	1.0256425965505348E-12	-106452.58856284356	-110747.10857329113	-117530.80826966777	-1679.2979017811474
1426000	-336424.0463378976	-1691.3031716535227	-334732.74316624406	9.388406960140872E11	4.335777763399024E11	3.423015656462803E11	1.7466161201438257E11	2.276588583282832E11	3.797763314387837E12	2.9113249315571106	3.2426505806926964	3.6115265507744225	0.6992578973977954	0.6746031765554572	0.7201133552301532	0.9502251625639188	0.9915870008650907	1.0581878365709947	1.0575326901153946E-12	-106451.89414282228	-110752.67638312653	-117528.17264029528	-1675.9784865894028
1427000	-336419.9362682179	-1683.0067085059748	-334736.92955971195	8.433369198074183E11	3.717877169943129E11	2.937572431283688E11	1.498893159817208E11	1.9537341062847955E11	3.35905180796006E12	2.9113249315571106	3.2426505806926964	3.6115265507744225	0.6992578973977954	0.6746031765554572	0.7201133552301532	0.9313465029625857	0.9878786370534678	1.0807748599839504	1.2237635898420909E-12	-106450.21609178191	-110747.85553369363	-117538.85793423641	-1667.658930516373
1428000	-336439.4614602356	-1695.7640983834428	-334743.69736185216	9.86338977011997E11	4.4807776994508344E11	3.6394945901572186E11	1.8570047401869238E11	2.420545238251967E11	4.664057212103572E12	2.922491774009412	3.2426505806926964	3.6115265507744225	0.6992578973977954	0.6746031765554572	0.7383048107094764	0.9462218900732999	0.9819721917826523	1.0718059181440514	1.013587330991454E-12	-106461.40929450215	-110747.19068077825	-117535.09738657174	-1680.2723390381611
1429000	-336443.66561020387	-1704.9296641490916	-334738.7359460548	1.1675194291815513E12	5.40777698394872E11	4.331837270848035E11	2.2102890240890826E11	2.9572255783045953E11	4.928012809250196E12	2.922491774009412	3.228293164933774	3.6115265507744225	0.6992578973977954	0.675453856522701	0.7383048107094764	0.9550668179575	0.9732750634206433	1.0716581186218601	8.259415971742815E-13	-106457.91045045642	-110744.93085589081	-117535.8946397076	-1689.59230919213
1430000	-336488.4892610525	-1739.805852223261	-334748.68340882927	2.1054770509102642E12	9.911245502501528E11	7.995935861082368E11	4.0509431706338495E11	5.4199108375581726E11	1.0061260133994895E13	2.922491774009412	3.228293164933774	3.6115265507744225	0.6992578973977954	0.675453856522701	0.7383048107094764	0.9108291763352765	0.9817002040205586	1.1074706196441684	4.5384849180461117E-13	-106459.8887957528	-110749.49277104725	-117539.3018420292	-1724.352902554078
1431000	-336465.74379269476	-1719.217374639826	-334746.52641805494	1.517497007789354E12	7.195503209094647E11	5.59708813244467E11	2.835621579347295E11	3.779660740761923E11	6.095254137812243E12	2.818552399178927	3.228293164933774	3.6115265507744225	0.6992578973977954	0.675453856522701	0.7383048107094764	0.9560564165943177	0.9513596244872652	1.0925839589184205	6.522679961604161E-13	-106454.96656663484	-110755.44897701948	-117536.11087440059	-1703.9407498886108
1432000	-336521.87783963553	-1770.551950416075	-334751.3258892195	3.815214836531417E12	1.8010063108875994E12	1.4247877541298435E12	7.097422143061438E11	9.46030870621226E11	1.4082011348379055E13	2.818552399178927	3.228293164933774	3.583954571240352	0.6992578973977954	0.675453856522701	0.7383048107094764	0.907958042977708	1.0081294645542591	1.0839124924680363	2.560161781928971E-13	-106457.80523432183	-110757.24626852218	-117536.27438637546	-1755.3812561282948
1433000	-336517.33114784444	-1781.8561063037675	-334735.4750415407	4.539056019773725E12	2.2048233263515854E12	1.7442508349714333E12	8.801893738571512E11	1.1581472840826526E12	1.6285329883346982E13	2.818552399178927	3.228293164933774	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9348410259809103	0.995039266229246	1.0701197077898472	2.086903209369178E-13	-106450.05352951889	-110749.83023909702	-117535.59127292476	-1766.7442303267712
1434000	-336511.920165604	-1775.2108540686413	-334736.70931153535	4.2125565246854907E12	1.9552515476478599E12	1.5388423081394023E12	7.875131196751394E11	1.0361980495486625E12	1.72692766014538E13	2.9487380407385597	3.228293164933774	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9407420088568202	0.9829971386404928	1.0762608525026909	2.350748008785941E-13	-106452.19721603225	-110750.37205672794	-117534.14003877518	-1759.8745273881834
1435000	-336513.5621909576	-1771.016000883146	-334742.54619007447	3.8064465067441904E12	1.7834555072681187E12	1.415633068122768E12	7.183170436281772E11	9.451525158627976E11	1.824140072370159E13	2.7115754212406262	3.228293164933774	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9534373549833596	0.9848492756289285	1.0617133693877154	2.5707497697514794E-13	-106453.52638383624	-110752.24469776145	-117536.77510847678	-1755.6214995439725
1436000	-336526.8865924464	-1788.45533996976	-334738.43125247664	5.269353950141153E12	2.4720268453330977E12	1.9621871791290981E12	9.956524811212886E11	1.3100631957707546E12	1.8466104797748367E13	2.8628174617254096	3.2272790131790474	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9314184704127532	0.9894387330173905	1.0791427965698597	1.8923674548826823E-13	-106451.73173836387	-110751.38527178041	-117535.31424233236	-1773.299873471336
1437000	-336519.7574900095	-1787.5548797530532	-334732.20261025644	5.243067711176718E12	2.442193436134974E12	1.9385077729185276E12	9.836417816476735E11	1.3019531684722947E12	2.128661760261936E13	2.8628174617254096	3.2272790131790474	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9420130068928751	0.9873616205903538	1.0706253725167747	1.875940184445867E-13	-106451.45038974882	-110746.58534086496	-117534.16687964267	-1772.2659815221134
1438000	-336556.400322912	-1819.4447023670439	-334736.95562054496	8.923061182899918E12	4.3019502521366133E12	3.404238520214358E12	1.7326920755874158E12	2.2934052116410728E12	3.1343263829044785E13	2.8628174617254096	3.2272790131790474	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9119274819075547	1.0015749131912495	1.0864976049011996	1.0861703978377435E-13	-106454.86958405496	-110747.1152012045	-117534.97083528547	-1804.3147887560065
1439000	-336509.3007326831	-1773.8762862717858	-334735.4244464113	4.1935650958358306E12	1.9151263592475066E12	1.4975312359634553E12	7.712109358904832E11	1.0363944232300895E12	1.6775648519300338E13	2.8628174617254096	3.2272790131790474	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9272718773972293	0.971984008291787	1.1007441143109875	2.420177964092618E-13	-106448.45416197575	-110751.76269192778	-117535.20759250774	-1758.5710619127801
1440000	-336520.0897114928	-1778.8688328264382	-334741.2208786664	4.28708352964774E12	2.1038295257687073E12	1.6626528652703586E12	8.4799788906608E11	1.1395837488329695E12	1.8023130436493652E13	2.8628174617254096	3.23524227177808	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9159442255913879	0.987972049433284	1.0960837249753321	2.2175824858660416E-13	-106448.81397301887	-110749.9527885813	-117542.45411706621	-1763.5764797676054
1441000	-336552.2545530322	-1810.049052457232	-334742.205500575	7.929779384912348E12	3.6597941129896685E12	2.892337707484074E12	1.475168238769934E12	1.9824087009878513E12	2.790601306102501E13	2.8628174617254096	3.23524227177808	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.928274099106443	0.987972049433284	1.083753851460277	1.2715903908262457E-13	-106450.92933826143	-110747.29118114272	-117543.98498117083	-1794.8751062577894
1442000	-336533.9492207736	-1798.4441873708925	-334735.5050334027	6.402347678346726E12	2.90317998143689E12	2.365199807248274E12	1.2047851077775525E12	1.6211099989645703E12	2.370777676667902E13	2.8628174617254096	3.23524227177808	3.583954571240352	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9213512852617534	0.9790029288939293	1.0996457858443212	1.558090870146556E-13	-106453.58282093331	-110745.40064085403	-117536.52157161535	-1783.2302905465522
1443000	-336540.599143979	-1800.6949624432484	-334739.90418153576	6.428263606501518E12	2.9835661914647817E12	2.43069349895411E12	1.2381471478273596E12	1.6736960418615994E12	2.123795687042471E13	2.8628174617254096	3.23524227177808	3.5418069664274103	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9054964601412324	0.9984096335724351	1.0960939062863362	1.5120016966305359E-13	-106453.96102073183	-110745.74466229876	-117540.19849850517	-1785.634953736411
1444000	-336532.999459168	-1790.0297427542462	-334742.96971641376	5.464564748495549E12	2.504295249446008E12	1.9794626868017493E12	1.0392545107783174E12	1.4048380618138374E12	1.955879262952662E13	2.8628174617254096	3.2693752269351397	3.5418069664274103	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9099344999011734	1.0153279122785968	1.0747375878202337	1.8243388325910304E-13	-106453.75617053386	-110743.68570261392	-117545.52784326595	-1774.8528038896627
1445000	-336516.7238278478	-1769.4011469722325	-334747.32268087554	3.755668835319833E12	1.7145457197845369E12	1.3552229404383042E12	7.115194470286855E11	9.448835667882584E11	1.6809598166803521E13	2.8628174617254096	3.2693752269351397	3.5418069664274103	0.6992578973977954	0.6511874218162397	0.7383048107094764	0.9046581717672084	1.0177875421346068	1.0775542860981886	2.6408522861077536E-13	-106453.0193896039	-110747.12366434094	-117547.17962693071	-1754.0061688223627
