# BEAST v1.8.2, r6687
# Generated Sun Jan 24 12:06:37 EST 2016 [seed=1453655180944]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-2)	tmrca(HIV-1)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
71000	-317890.0368555222	-496.85075498369775	-317393.18610053847	689.3555271190015	178.84577923683943	319.4142326005365	3827.6622350571915	3.3244191384524577	0.6810787875821834	0.001195845010007308	-317393.18610053847	-486.05248761368216
72000	-317884.96020971355	-495.32814537803296	-317389.6320643355	697.6143013844869	180.98842821975956	323.2409518193637	2875.490834222919	3.3244191384524577	0.6810787875821834	0.0011816878833908423	-317389.6320643355	-484.82780619342736
73000	-317882.9109838527	-495.93570597537183	-317386.9752778773	684.2219862525628	178.15010673905908	318.17177835885406	3653.5937149143824	3.3244191384524577	0.6810787875821834	0.0012015345823679308	-317386.9752778773	-485.1792398162616
74000	-317895.8264063147	-495.07895247439194	-317400.7474538403	692.0958961800959	181.49177996210835	321.83324492177724	2613.998489682835	3.3244191384524577	0.6810787875821834	0.0011878648364142292	-317400.7474538403	-484.66874723009045
75000	-317895.5756948232	-496.50348693480913	-317399.07220788836	697.1831211348803	181.93362519496154	328.15851658718805	3550.076673615528	3.2385433019973813	0.6810787875821834	0.0011980677336283368	-317399.07220788836	-485.8079732457962
76000	-317898.830280131	-499.4500218086111	-317399.3802583224	736.9681872927725	192.76464681577488	346.35352161071614	2681.0469574250014	3.2385433019973813	0.6810787875821834	0.0011025900368391746	-317399.3802583224	-489.11823504043844
77000	-317885.4016766308	-497.34430372027805	-317388.0573729105	700.8246463597366	181.86580873603376	329.36711310423203	2316.09901888015	3.2385433019973813	0.6810787875821834	0.0011592751361025042	-317388.0573729105	-487.10875715322993
78000	-317888.65114680317	-496.2606825909473	-317392.3904642122	697.8191525178013	180.86876033431176	325.63025032141826	2494.827533182025	3.2385433019973813	0.6810787875821834	0.0011720811273961593	-317392.3904642122	-485.9398257253424
79000	-317875.94142621773	-497.07093571384314	-317378.8704905039	718.1797550602107	184.76236480184167	332.64016953063305	2877.7013720013642	3.2385433019973813	0.6810787875821834	0.001138871955755888	-317378.8704905039	-486.6360205499535
80000	-317878.71327619714	-496.3071451339523	-317382.4061310632	707.9290632927632	178.44312198387146	326.62883106150036	2689.789953138094	3.2385433019973813	0.6810787875821834	0.0011656781717808312	-317382.4061310632	-485.91651716322315
81000	-317881.5328369798	-496.1425808895009	-317385.39025609026	705.9994523357385	179.00295794192405	327.02223283949735	2869.3582418900783	3.2385433019973813	0.7029325382868191	0.0011488867852828372	-317385.39025609026	-485.70182271514466
82000	-317888.99183219764	-494.8589747606756	-317394.13285743695	689.1538141625851	175.45529862360698	318.51001462979747	2872.7380883614937	3.2385433019973813	0.7029325382868191	0.0011704039077916552	-317394.13285743695	-484.3985024543785
83000	-317888.49548762006	-495.56095056612764	-317392.9345370539	690.6306633671899	175.69183157558226	321.7579351821095	3090.1639809212156	3.2385433019973813	0.7029325382868191	0.00116599014392624	-317392.9345370539	-485.0312942155027
84000	-317882.6415815086	-495.91363577712553	-317386.7279457315	699.267082849062	181.75122372320823	324.0255829700561	2769.124474237547	3.2385433019973813	0.7029325382868191	0.0011526590959077543	-317386.7279457315	-485.5051600069994
85000	-317880.91068507073	-495.05806062649657	-317385.85262444423	686.1779514245197	178.23012408235095	317.62577045558737	2575.899509432438	3.2385433019973813	0.7029325382868191	0.001174646550273942	-317385.85262444423	-484.7030403653999
86000	-317883.6541215273	-495.3501048482757	-317388.304016679	692.2746280874119	180.5670316345756	322.38741766552675	3117.189351031408	3.2385433019973813	0.7029325382868191	0.0011548120739711322	-317388.304016679	-484.8213642975763
87000	-317896.47284122574	-497.63531343452007	-317398.8375277912	711.7454408540659	187.2610392756241	334.2953508195311	3323.991408166164	3.2366908713646914	0.6960535845373594	0.0011541408030976239	-317398.8375277912	-487.04355538906935
88000	-317903.9896963068	-502.7888324000722	-317401.20086390676	715.9091926383765	184.58010852893182	327.24964554685056	4893.611344951536	3.2366908713646914	0.6960535845373594	0.0011639214469622628	-317401.20086390676	-491.8018798405846
89000	-317901.8617023833	-500.30282817675493	-317401.55887420656	756.5711088536001	195.5665277195144	349.84501064647577	3167.6792412014856	3.2366908713646914	0.6960535845373594	0.0010827118687087736	-317401.55887420656	-489.8230606787511
90000	-317882.8127706801	-495.9435709577324	-317386.86919972237	706.7180495150084	185.60102743538	322.17287346477843	2758.0794200291057	3.2366908713646914	0.6960535845373594	0.0011590881535289762	-317386.86919972237	-485.53417145405825
91000	-317888.6250883786	-496.0643285738688	-317392.56075980474	696.5326004383568	185.3675483774496	319.8042778738416	2541.2144289069424	3.2366908713646914	0.6960535845373594	0.0011669640574097021	-317392.56075980474	-485.7300563888239
92000	-317886.09976796043	-498.02179724071016	-317388.0779707197	727.1010501826685	188.15488354695296	325.11183027545906	3508.383257194801	3.2524736970023893	0.6960535845373594	0.001124961488466218	-317388.0779707197	-487.39621660180694
93000	-317879.7646059789	-495.050416159538	-317384.71418981935	691.2631306662998	181.63917726222724	318.1295594031258	3109.4431317295985	3.2524736970023893	0.6960535845373594	0.0012056457539664101	-317384.71418981935	-484.47634985829444
94000	-317876.57925479603	-497.03102893335955	-317379.5482258627	703.3391136446934	185.3100970380342	331.609353784005	2561.228245851415	3.2524736970023893	0.6987461193365917	0.0011361649790286813	-317379.5482258627	-486.7102168517219
95000	-317886.3907782673	-500.663529588119	-317385.72724867915	736.051659064926	194.5739026239327	348.18678066479674	2584.8890109555873	3.2524736970023893	0.6987461193365917	0.001082071334725463	-317385.72724867915	-490.3822545658135
96000	-317887.3417031287	-499.2238923672477	-317388.11781076144	704.0624474646264	182.97971136516304	334.03106335146055	4101.428387889053	3.2524736970023893	0.6987461193365917	0.0011745561743465316	-317388.11781076144	-488.39903329116623
97000	-317884.43112708663	-502.932568301672	-317381.49855878495	764.6111569126224	197.55430780782817	352.8758876525174	2499.7780972822366	3.2524736970023893	0.6987461193365917	0.0010513840636494356	-317381.49855878495	-492.7135147996011
98000	-317876.1076791421	-499.36222129596297	-317376.74545784615	739.919001128591	195.24035705036255	342.4175710656183	3279.33394777322	3.2524736970023893	0.6987461193365917	0.001106235283054737	-317376.74545784615	-488.82092506220096
99000	-317876.65015809506	-501.52717675495086	-317375.1229813401	769.9880825602077	202.34995793650037	354.88657236973546	3496.0106064047536	3.2524736970023893	0.6987461193365917	0.0010420898335593036	-317375.1229813401	-490.981573157842
100000	-317887.28783309076	-500.9097379058429	-317386.3780951849	765.4188817854497	198.7139053767817	353.99235498739534	3303.495663942396	3.2524736970023893	0.6987461193365917	0.0010528725475777176	-317386.3780951849	-490.4104918475784
101000	-317888.3002012074	-499.60598511816454	-317388.6942160892	741.129211803707	193.16522067958425	347.0569247547184	2788.238842939583	3.2524736970023893	0.6987461193365917	0.0010838462675600217	-317388.6942160892	-489.2473451803274
102000	-317883.1876855366	-503.3906367981991	-317379.7970487384	788.9385044358969	206.18852908081283	370.4556988609538	3385.022397471978	3.218778807219544	0.6987461193365917	0.0010106811040212003	-317379.7970487384	-492.9194431691897
103000	-317889.4203673362	-504.10737383128026	-317385.3129935049	785.835285356985	204.6018693346578	379.09826754458396	2719.7991481666995	3.218778807219544	0.6987461193365917	0.0010153350339747167	-317385.3129935049	-493.8503931030526
104000	-317892.7734287983	-506.0026177198936	-317386.77081107843	818.9619029598072	215.6196708877601	393.8514157781891	3133.2302959960043	3.218778807219544	0.6987461193365917	9.706092911431617E-4	-317386.77081107843	-495.6491354159086
105000	-317890.24688196555	-502.2726917985842	-317387.974190167	772.2583471552123	203.03142683065246	370.8576985368991	3544.069929296011	3.218778807219544	0.6987461193365917	0.001019419706025464	-317387.974190167	-491.74698244290687
106000	-317887.73083087825	-508.0424501435895	-317379.68838073465	841.2253244467018	220.4085059237606	396.3949056127995	2986.7518879879794	3.218778807219544	0.6987461193365917	9.501617815971844E-4	-317379.68838073465	-497.75811635527174
107000	-317895.66684876196	-506.8162043542977	-317388.8506444077	836.8295207959453	214.5768519480953	397.6399063084528	3454.039670379382	3.218778807219544	0.7066078175732671	9.527267073366161E-4	-317388.8506444077	-496.3838194409552
108000	-317905.443894854	-504.2383524306337	-317401.20554242335	790.9214119769578	218.53569751907267	381.7849567850533	3052.0791311512407	3.2942778596811575	0.7066078175732671	0.0010137226201877446	-317401.20554242335	-493.84182975848535
