# BEAST v1.6.1, Build r3651
# Generated Sat Jan 02 16:28:17 EST 2016 [seed=1451770041623]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(CPZ)	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SMM)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	CP1.alpha	CP2.alpha	CP3.alpha	CP1.mu	CP2.mu	CP3.mu	clock.rate	CP1.treeLikelihood	CP2.treeLikelihood	CP3.treeLikelihood	coalescent
103000	-335940.2095549885	-1197.7993301543559	-334742.4102248341	1.4239216240478057E8	6.3758247541452594E7	5.086159920283297E7	2.6367140650776114E7	3.590896064430907E7	5.440302237140172E8	2.8447990679001753	3.3662596863513237	3.4906308449472805	0.700339642496968	0.670366329585994	0.7316039378060298	0.9306025457312608	1.002381618430745	1.0670158358379946	7.064680185092336E-9	-106452.04009725436	-110755.22642452757	-117535.14370305218	-1182.5491915646478
104000	-335944.6946021366	-1205.716121616123	-334738.9784805205	1.6237258411883277E8	7.390668365691309E7	5.880384398552278E7	3.057014812250803E7	4.125880921093111E7	6.243584540981189E8	2.8447990679001753	3.3662596863513237	3.460189480504437	0.700339642496968	0.670366329585994	0.7316039378060298	0.9306025457312608	1.002381618430745	1.0670158358379946	6.147899806363437E-9	-106446.82644089682	-110755.82345794622	-117536.32858167747	-1190.4772579012772
105000	-335926.4111443203	-1186.7672039449997	-334739.64394037524	1.1219148271731289E8	5.216164905639317E7	4.211034505548732E7	2.1434911119139604E7	2.9392554408286955E7	3.80428009655046E8	2.8447990679001753	3.3662596863513237	3.460189480504437	0.700339642496968	0.670366329585994	0.7316039378060298	0.93230524592331	1.0003413591408272	1.0673533949358631	8.518399411013565E-9	-106458.20079604187	-110751.64418385092	-117529.79896048248	-1171.6979761050804
106000	-335909.46920026594	-1168.4463140883288	-334741.02288617764	8.217213959112298E7	3.7033166921901785E7	3.000270664682861E7	1.51927029143471E7	2.0692308910375793E7	3.8667234191728187E8	2.8447990679001753	3.2529030865518958	3.460189480504437	0.700339642496968	0.670366329585994	0.7316039378060298	0.93230524592331	0.9956187770635176	1.0720759770131727	1.2042331444318168E-8	-106456.3100605106	-110748.67977528108	-117536.03305038597	-1153.0535181902808
107000	-335881.8629627683	-1140.4505088217986	-334741.4124539465	4.96139683484626E7	2.280466468055608E7	1.854246627969169E7	9414993.984309664	1.2478247186073419E7	2.239827090277201E8	2.8447990679001753	3.2529030865518958	3.460189480504437	0.700339642496968	0.670366329585994	0.7316039378060298	0.9451555612582365	0.9940892822297966	1.060755156511967	1.9880099533596235E-8	-106461.03925150563	-110747.93517867773	-117532.43802376313	-1125.102931885303
108000	-335894.5529033506	-1152.9972925794925	-334741.5556107711	6.01873807224735E7	2.933941510773021E7	2.274976621805586E7	1.1845645621232029E7	1.583811151025764E7	2.6450374232386947E8	2.8447990679001753	3.2529030865518958	3.5718867959461846	0.700339642496968	0.670366329585994	0.7316039378060298	0.9359869545114834	0.9940892822297966	1.0699237632587202	1.558124204228471E-8	-106460.0303675732	-110752.75414971609	-117528.77109348185	-1137.6898364050903
109000	-335846.22066846804	-1105.448297141527	-334740.7723713265	2.6239911164958045E7	1.2267150123843977E7	9639033.829032283	4812140.527592845	6391022.862282473	1.2934615121850215E8	2.8447990679001753	3.2529030865518958	3.5718867959461846	0.700339642496968	0.670366329585994	0.7316039378060298	0.9228075312083441	0.981846394379402	1.095346074412254	3.752521410287603E-8	-106459.32838702579	-110749.42160276991	-117532.0223815308	-1089.9781378333514
110000	-335852.50693245017	-1112.0324189954504	-334740.4745134547	2.989975668899446E7	1.4083939511628922E7	1.1155839874204675E7	5676490.884508232	7396719.313222125	1.1721564786897635E8	2.7944118740506982	3.2529030865518958	3.5718867959461846	0.700339642496968	0.6634496067731119	0.7316039378060298	0.9092184371715857	0.9895758397628287	1.1012057230655858	3.303178111071564E-8	-106456.4511921783	-110749.7139327857	-117534.3093884907	-1096.8064407251907
111000	-335879.82481370517	-1137.778793704153	-334742.046020001	4.637095547855095E7	2.213967959130785E7	1.7481567318184584E7	8730997.641734209	1.1687866322243271E7	1.4971350777367812E8	2.8481626906246262	3.324113064537224	3.5718867959461846	0.692715174652347	0.6634496067731119	0.6951825078151092	0.9479992275737849	0.9839060720976985	1.0680947003285168	2.1035951973890585E-8	-106451.51937472273	-110749.59144220359	-117540.9352030747	-1122.715094340004
112000	-335853.87266362214	-1115.3540008874998	-334738.51866273466	3.1328994303228907E7	1.4602768524147458E7	1.1473425586305479E7	5878472.168465954	7917827.492926457	1.0154782726827188E8	2.8481626906246262	3.324113064537224	3.5718867959461846	0.692715174652347	0.6634496067731119	0.6951825078151092	0.9237381004532305	1.001956037799858	1.074305861746912	3.126272629629744E-8	-106459.27213199083	-110752.75022691206	-117526.49630383178	-1100.2826977823504
113000	-335850.7729014005	-1112.7066974456106	-334738.0662039549	3.1558778221599877E7	1.4237048736434694E7	1.1112691370560467E7	5707116.00217152	7687024.569022744	1.2041636169881892E8	2.8481626906246262	3.324113064537224	3.5718867959461846	0.692715174652347	0.6634496067731119	0.6951825078151092	0.9328750116510031	0.9985199659267061	1.0686050224222912	3.243716677200912E-8	-106456.81112004799	-110748.45660683239	-117532.79847707455	-1097.4281273395911
114000	-335814.5243396409	-1067.7777044801262	-334746.7466351608	1.319758905226998E7	6266847.417952753	4880993.5592298	2439017.1182932537	3302582.8389041843	6.5972393956076145E7	2.8481626906246262	3.324113064537224	3.5718867959461846	0.692715174652347	0.6634496067731119	0.6951825078151092	0.9580629758997965	0.9850707339403012	1.0568662901599026	7.554313189689605E-8	-106465.76131624743	-110752.13223368107	-117528.85308523232	-1052.256299921381
115000	-335865.5081633871	-1120.369979119432	-334745.1381842676	3.5234308319537066E7	1.6421135994736934E7	1.2668034892972523E7	6349328.22092603	8719227.090490622	1.1243921203196274E8	2.8481626906246262	3.324113064537224	3.5718867959461846	0.692715174652347	0.6634496067731119	0.6951825078151092	0.9315206558535816	1.0117894743322235	1.056689869814195	2.807754773234622E-8	-106455.70985927928	-110746.99094687957	-117542.43737810879	-1105.304142002881
116000	-335801.49738280405	-1058.358498276307	-334743.1388845277	1.1821813718828484E7	5434482.002708521	4284687.555827751	2153271.9757569884	2914568.6249335464	4.401884720832573E7	2.8481626906246262	3.324113064537224	3.5718867959461846	0.692715174652347	0.6634496067731119	0.7474544106069596	0.9228387450706493	0.9876858123678409	1.08947544256151	8.583100686058016E-8	-106453.69137061802	-110746.59543650298	-117542.85207740669	-1043.114163337392
117000	-335788.0174191441	-1055.125888338431	-334732.8915308057	1.0812563900705693E7	5064412.278368223	3957424.776392474	2004468.1107120477	2652312.9503049697	4.949564910439961E7	2.8481626906246262	3.2756950689753044	3.5718867959461846	0.692715174652347	0.6634496067731119	0.7432405341929863	0.9300346084321406	0.9765091869656857	1.093456204602174	9.229826626573599E-8	-106450.34570407277	-110745.20667038881	-117537.33915634408	-1039.7082074643615
118000	-335759.8540514669	-1022.2104754005983	-334737.6435760663	6071912.003545987	2848427.388680493	2245145.9161495687	1118244.013817607	1488748.6553385456	2.4689979927517083E7	2.8481626906246262	3.2756950689753044	3.5718867959461846	0.692715174652347	0.6634496067731119	0.7432405341929863	0.9272684250145271	0.9792753703832991	1.093456204602174	1.6194624455883501E-7	-106450.33211076046	-110748.92087119671	-117538.39059410912	-1006.9266049452023
119000	-335785.2084681816	-1053.533718751923	-334731.6747494297	1.0657842550716095E7	4939077.480515929	3926433.694661267	1938997.5845327082	2598663.987745253	4.128501365924397E7	2.8481626906246262	3.2756950689753044	3.5718867959461846	0.692715174652347	0.6634496067731119	0.7432405341929863	0.9272684250145271	0.9792753703832991	1.093456204602174	9.362382212054323E-8	-106450.12023036856	-110742.13828814906	-117539.41623091207	-1038.283177834174
120000	-335806.6561519488	-1065.7100254746208	-334740.9461264742	1.3408447451660497E7	6029793.530707778	4793523.605211481	2366448.825296915	3175923.532819378	5.945551215299321E7	2.8481626906246262	3.125208882556645	3.5718867959461846	0.692715174652347	0.6634496067731119	0.72137234543793	0.9592947541092924	0.9731781618735975	1.0675270840171103	7.527044033543446E-8	-106445.440447481	-110753.06481466879	-117542.44086432442	-1050.364670440602
121000	-335807.9105425698	-1067.750885233691	-334740.15965733613	1.3292588517362937E7	6169967.035292673	4901501.436655954	2399452.063294607	3249753.644849214	4.1802233375232644E7	2.860669540272434	3.125208882556645	3.5718867959461846	0.692715174652347	0.6562009632707814	0.72137234543793	0.9326043077669852	0.9846493813959747	1.0827463108370403	7.260069255166726E-8	-106452.11524412056	-110749.80536150942	-117538.23905170616	-1052.7893670808262
122000	-335807.57977020513	-1065.8085693387077	-334741.77120086644	1.3481834082378354E7	6130983.684593895	4849080.051016336	2469250.991947717	3252430.2043211954	5.1785032632008165E7	2.860669540272434	3.125208882556645	3.5718867959461846	0.692715174652347	0.6562009632707814	0.72137234543793	0.9059834105966781	1.0116865791119973	1.082330010291325	7.438132527072896E-8	-106447.54136458292	-110753.44885751557	-117540.78097876794	-1050.6086935773922
123000	-335804.10236955824	-1057.040754430429	-334747.06161512784	1.1162512526106223E7	5186871.629779346	4141931.5048809503	2084337.6794061898	2780698.370065764	3.888175233586481E7	2.9281093424715383	3.125208882556645	3.5718867959461846	0.692715174652347	0.6562009632707814	0.72137234543793	0.9515352399278059	0.9899237833439759	1.0585409767282186	8.823466154479E-8	-106451.41940661235	-110759.6885704794	-117535.95363803607	-1041.93259424636
124000	-335832.0817045783	-1084.2206992469453	-334747.86100533133	1.8558904992324486E7	8612125.507138893	6674400.087988764	3397587.5936004324	4538041.0170503585	7.683159510675992E7	2.9281093424715383	3.125208882556645	3.5718867959461846	0.70435994949495	0.6562009632707814	0.72137234543793	0.9312551378380441	0.980734327376861	1.0880105347850955	5.462846093356357E-8	-106451.60671689457	-110756.66383883898	-117539.59044959779	-1068.9104135812047
125000	-335826.5695227397	-1072.509990568682	-334754.059532171	1.597016924914454E7	7043860.1817897195	5445091.838354523	2748167.5044913283	3717863.0630984926	5.478422725138879E7	2.9281093424715383	3.125208882556645	3.5718867959461846	0.70435994949495	0.6562009632707814	0.72137234543793	0.9065371678624492	0.9931234508169733	1.100339381320578	6.692022489816588E-8	-106450.86693202076	-110756.49138741585	-117546.70121273442	-1057.3351752433305
126000	-335830.3839788006	-1084.7620644873223	-334745.6219143133	1.8478795134625632E7	8566116.368470795	6951494.509599593	3328335.3777155913	4751266.450962403	6.284975543717856E7	2.9281093424715383	3.125208882556645	3.5718867959461846	0.70435994949495	0.6562009632707814	0.72137234543793	0.9435400647615942	0.9865202031626885	1.0699397320757178	5.4126419512135915E-8	-106456.7790073261	-110753.45712483632	-117535.38578215084	-1069.6618710922737
127000	-335855.1273696047	-1097.0703497249565	-334758.05701987975	2.1512449460589077E7	1.0439549325698817E7	8351689.3787703095	4012276.031874159	5510759.347238151	6.2757202520059265E7	2.9281093424715383	3.125208882556645	3.5718867959461846	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9116616544358944	1.0085479359956109	1.0797904095684954	4.484116482974524E-8	-106461.23558294123	-110757.63278694202	-117539.1886499965	-1082.1596376624677
128000	-335807.842094746	-1063.2795826507972	-334744.5625120952	1.2967535665258126E7	5980199.77887418	4668534.987795991	2336978.970208165	3088176.395962168	4.818251654995329E7	2.9281093424715383	3.125208882556645	3.5718867959461846	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9428744899543884	0.983784336346931	1.0733411736986815	7.713614555758213E-8	-106453.63537521305	-110751.60512531	-117539.3220115721	-1048.0912447488804
129000	-335795.30722493085	-1053.8737443252662	-334741.4334806056	1.0568481314975884E7	4951413.443204576	3909729.48110284	1976289.3691386408	2609556.560181358	4.514532980665949E7	2.7374552436282213	3.125208882556645	3.5718867959461846	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9428744899543884	0.983784336346931	1.0733411736986815	9.22801092466548E-8	-106454.23829631787	-110752.69940567753	-117534.49577861019	-1038.6405200881895
130000	-335801.2146683102	-1060.1239062342513	-334741.0907620759	1.180145073330836E7	5482543.429614991	4385501.570306485	2188282.683333447	2946497.1292727143	5.297309953872846E7	2.877831251011038	3.125208882556645	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9376262463321562	0.9890325799691632	1.0733411736986815	8.344861004553957E-8	-106449.37745709834	-110756.88619227323	-117534.82711270433	-1044.7788395235218
131000	-335813.0895777686	-1063.3911496853136	-334749.69842808327	1.2333744273460027E7	5774810.453244985	4478553.839366302	2320225.6085388665	3112716.733460582	6.015145904502219E7	2.877831251011038	3.125208882556645	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9239068852142871	0.999377431435879	1.0767156833498348	8.088811260135731E-8	-106449.43389426946	-110760.50725008814	-117539.75728372566	-1047.9501344603752
132000	-335777.910875051	-1028.7035394960933	-334749.2073355549	6753320.87239108	3216199.7304898878	2487062.657216876	1251264.299226245	1694830.7742940867	2.235203206467432E7	2.877831251011038	3.125208882556645	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9471860673560216	0.9900634256936303	1.0627505069503491	1.4398398861933968E-7	-106444.81855898566	-110763.64554670216	-117540.74322986709	-1013.6764141387791
133000	-335739.36583350314	-990.3863411085025	-334748.97949239466	3440642.7065891125	1643590.935117536	1272436.5514627027	640174.635430184	867113.1060963749	1.3245259726305326E7	2.760974618711406	3.125208882556645	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9471860673560216	0.9813148013682648	1.0714991312757145	2.843570876549521E-7	-106443.11043692235	-110758.9191441659	-117546.9499113064	-975.2450616376333
134000	-335750.7708881086	-1000.1508809792363	-334750.6200071293	3982948.757473033	1947459.0447989965	1511290.067483816	759501.5197649564	1031011.7644299837	1.5393853772005457E7	2.760974618711406	3.125208882556645	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9471860673560216	0.9813148013682648	1.0714991312757145	2.442989037486626E-7	-106450.3126728325	-110762.09548386965	-117538.2118504272	-985.0109593862917
135000	-335729.84692964016	-975.9020784528941	-334753.9448511873	2667498.3302607234	1258915.8977487418	976958.7181544644	499189.2471558565	666487.4953202691	9005119.792014346	2.760974618711406	3.125208882556645	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9162048745667952	0.987039463389488	1.0967556620437178	3.680942577957939E-7	-106452.250305584	-110762.36153764612	-117539.33300795715	-960.8887952992953
136000	-335753.99359495414	-1013.4736931531088	-334740.519901801	5133919.360966432	2391741.4629744957	1889586.8891812756	965507.9985650335	1289088.279328225	1.6683789560006514E7	2.8713536063407807	3.377784213943865	3.576170959158948	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9162048745667952	1.0033842207189667	1.0804109047142392	1.964020123652843E-7	-106455.80214730365	-110747.0031416603	-117537.7146128371	-998.3446399665206
137000	-335759.7979718878	-1013.8257154825443	-334745.9722564053	5278271.945132682	2405830.9053502963	1918378.581799373	971195.6824220665	1296682.1331414736	2.352314431725082E7	2.8713536063407807	3.377784213943865	3.6356066140206957	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9414722229686767	0.9818753182371488	1.0766524587941757	1.910093994022542E-7	-106454.71898332282	-110754.12992222678	-117537.12335085563	-998.3614643602721
138000	-335755.7537667671	-1015.9783961154301	-334739.7753706517	5595368.56938753	2528323.1302895322	2002043.9015463232	1012373.1843357462	1332442.9672242177	2.37384696415021E7	2.8713536063407807	3.377784213943865	3.6356066140206957	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9278128671738781	0.9950832789521965	1.0771038538739266	1.8327111331453776E-7	-106444.07229836391	-110757.6863694006	-117538.01670288717	-1000.5463476026476
139000	-335759.1213236306	-1012.6340815587334	-334746.4872420719	5080410.790798869	2387560.1307169143	1890897.7468332227	956009.8641545697	1258259.9379353775	2.0351226630488567E7	2.8713536063407807	3.368701411498959	3.6356066140206957	0.7089261310730645	0.6562009632707814	0.72137234543793	0.9280928057780505	0.9872330689857511	1.0846741252361995	1.9338646232026677E-7	-106449.34077595768	-110752.57453825974	-117544.5719278545	-997.3053830869414
140000	-335762.07501213637	-1019.5734902598884	-334742.5015218765	6083321.903866192	2672394.0121544395	2116480.230684741	1050708.9536506473	1440980.6641847806	2.5000124870387003E7	2.8713536063407807	3.368701411498959	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9055023617991957	1.0129469011310448	1.0815507370697606	1.7194485776885734E-7	-106455.15216775244	-110753.09389965307	-117534.25545447099	-1004.1725482201863
141000	-335839.1085662792	-1105.8893379288745	-334733.2192283503	2.7724416121263433E7	1.2557894372496387E7	9945590.005640144	4937405.186574149	6771337.943185151	1.0412144489600572E8	2.8431966497395234	3.368701411498959	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9055023617991957	1.0106177998972827	1.0838798383035226	3.616079002473617E-8	-106448.90750249026	-110747.25456704969	-117537.05715881036	-1090.6295269987938
142000	-335911.35137365735	-1170.1672495338596	-334741.1841241235	8.485462538115215E7	3.962681230372934E7	3.0919652477698512E7	1.5480575906707142E7	2.107174944366934E7	2.865646241104246E8	2.8431966497395234	3.368701411498959	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9055023617991957	1.0106177998972827	1.0838798383035226	1.1881795877036895E-8	-106455.25682694225	-110751.68289758917	-117534.24439959206	-1155.006887431039
143000	-335893.6664027739	-1164.5906823754667	-334729.0757203984	7.755037314502548E7	3.573387997549475E7	2.8462903024921615E7	1.3989585219707334E7	1.90073911694315E7	2.6616135602158105E8	2.8431966497395234	3.368701411498959	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9055023617991957	0.9989898797017148	1.0955077584990904	1.2926520276798398E-8	-106453.96450703399	-110744.59137003052	-117530.51984333388	-1149.419992328727
144000	-335902.8780929008	-1165.2503218656598	-334737.6277710351	8.046057564249608E7	3.60595979912117E7	2.8511102668240283E7	1.4090046656175097E7	1.9180868005369924E7	2.6675181409830812E8	2.8431966497395234	3.253601975126233	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9344097846282848	0.98815003349111	1.077440181880606	1.2625970847272837E-8	-106449.37708335528	-110753.4353665337	-117534.81532114618	-1150.1400684976988
145000	-335857.2964532797	-1122.5596302345994	-334734.73682304507	3.665652898297095E7	1.7339732191057198E7	1.3355029990070883E7	6724080.62280505	8948957.67893821	1.5280115274745765E8	2.8431966497395234	3.3837967738882426	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9344097846282848	0.98815003349111	1.077440181880606	2.7413432565031053E-8	-106448.05323473611	-110748.24508423149	-117538.43850407745	-1107.1878138352158
146000	-335883.1062836646	-1145.948313149832	-334737.15797051473	5.234022983669467E7	2.4810761361850616E7	2.0017167987396047E7	9861671.431447156	1.3325456842819791E7	1.630716489478059E8	2.8431966497395234	3.3837967738882426	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9344097846282848	0.98815003349111	1.077440181880606	1.8722856527026228E-8	-106453.09234785433	-110752.62889750837	-117531.43672515203	-1130.8923512961164
147000	-335888.4237285077	-1151.1209230602542	-334737.3028054475	5.929340163890808E7	2.8286650451253507E7	2.2160230796457704E7	1.1104866011714414E7	1.4772773471641291E7	2.771125827396469E8	2.8431966497395234	3.3837967738882426	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.72137234543793	0.9070454495667185	1.0240791832036402	1.0688753672296423	1.6839066486820352E-8	-106450.87571729554	-110756.8075867939	-117529.61950135804	-1135.6406644505485
148000	-335877.7685288057	-1149.8776199352073	-334727.8909088705	5.723390865686166E7	2.7277465328368288E7	2.1262252201406796E7	1.0578953643566908E7	1.4382961807151144E7	2.8248239984098464E8	2.8431966497395234	3.3837967738882426	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.7243859647886075	0.9273138214676192	1.0038108113027395	1.0688753672296423	1.7278867234203918E-8	-106447.2278827513	-110748.01998613088	-117532.64303998832	-1134.3524120857883
149000	-335847.05718679994	-1119.3655048615717	-334727.69168193836	3.5784850544336945E7	1.5899486024588102E7	1.2624355662392082E7	6234848.106478628	8492579.235958839	1.493429926801854E8	2.8431966497395234	3.3193169712273938	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.7179874949754601	0.9244595364980471	0.9930428854327645	1.0824975780691892	2.867322925439932E-8	-106452.8267117457	-110744.53666898265	-117530.32830121003	-1103.9935118869707
150000	-335827.1364435351	-1089.6262847068672	-334737.5101588282	2.0281379662571207E7	9488029.191614082	7383871.476037014	3676554.7792194374	4967232.804220493	8.799230116246773E7	2.8431966497395234	3.3193169712273938	3.5864205972307013	0.7089261310730645	0.6503774913511253	0.7179874949754601	0.946291184759507	0.9853197547207511	1.0683890605197428	4.9725985500909335E-8	-106456.95278500933	-110747.62229076537	-117532.93508305354	-1074.2332748621982
151000	-335806.40220962185	-1068.29920329363	-334738.1030063282	1.3628386016387735E7	6491047.747417615	5023923.0274388725	2515242.3265099577	3463666.3430439783	4.884189189489739E7	2.8431966497395234	3.3193169712273938	3.5864205972307013	0.7294452120335587	0.6503774913511253	0.7179874949754601	0.9192237065019477	0.9883876816948581	1.092388611803195	7.148549497607847E-8	-106459.27052534017	-110749.29936352487	-117529.53311746314	-1053.1322504365535
152000	-335801.39400699426	-1067.9265179985105	-334733.46748899575	1.3373076274961945E7	6438135.222988268	5023856.505124966	2494739.038562318	3422271.3774808915	5.091886819152365E7	2.8431966497395234	3.3193169712273938	3.5864205972307013	0.7294452120335587	0.6503774913511253	0.7179874949754601	0.9245799740044245	0.976094864387023	1.0993251616085533	7.216300366717453E-8	-106452.34113253585	-110750.40409109322	-117530.72226536673	-1052.7084964748624
153000	-335815.41240372154	-1084.1582594250804	-334731.25414429646	1.829192213132141E7	8393516.585347075	6679774.230898132	3344609.4721714063	4618135.152786373	7.227312244846897E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7294452120335587	0.6503774913511253	0.6962738266263637	0.9245799740044245	0.976094864387023	1.0993251616085533	5.3826272958420244E-8	-106457.88652134125	-110743.86625425966	-117529.50136869555	-1068.8835522232837
154000	-335808.194251127	-1067.6524486739504	-334740.54180245305	1.3638399868249027E7	6226815.237962003	4955458.125824683	2528810.834991057	3415189.8929805597	5.3757004532542355E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7294452120335587	0.6503774913511253	0.6962738266263637	0.9245799740044245	0.970439235343877	1.1049807906516993	7.459301244483972E-8	-106457.86547624969	-110746.85252591578	-117535.82380028759	-1052.3477609486104
155000	-335775.532438763	-1044.8491994823742	-334730.68323928065	8862547.921854729	4098364.6292167357	3256997.535486889	1661080.7909250967	2243309.8791320254	2.910200950198354E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7294452120335587	0.6503774913511253	0.7247617741976119	0.9104502543237216	1.0152586726741786	1.0742910730021005	1.114715773555216E-7	-106456.63450957782	-110750.73359901014	-117523.31513069266	-1029.756857417434
156000	-335786.7388287298	-1042.2186911659273	-334744.5201375639	8420886.473360457	4054388.703612075	3139233.7208742206	1609105.5957998117	2150178.4028937067	3.1922432050624114E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7294452120335587	0.6503774913511253	0.7247617741976119	0.931439601121635	0.9831390940921385	1.0854213047862273	1.1379991748867963E-7	-106456.34175591658	-110757.61012034818	-117530.56826129912	-1027.0131958883962
157000	-335787.9147846197	-1054.736710080981	-334733.1780745387	1.0791261718540037E7	5029009.063709582	3995548.6448135395	1995912.8779472166	2667052.2900558235	3.600885676490337E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7294452120335587	0.6503774913511253	0.7247617741976119	0.9350973710703183	0.9957046522685074	1.0691979766611752	9.217870480994703E-8	-106454.89528975553	-110746.29621404053	-117531.98657074264	-1039.6212607832128
158000	-335759.6324056268	-1027.8424698022964	-334731.7899358245	6753215.02735658	3125003.604362448	2495207.842779968	1245543.7400669598	1657294.2927447616	2.6999989718362447E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7086987158213831	0.6503774913511253	0.7247617741976119	0.93461111405086	0.9880756804524398	1.077313205496701	1.472996301809522E-7	-106452.98090098308	-110749.68696136755	-117529.12207347387	-1012.5466780121094
159000	-335775.74724273745	-1041.5288835999716	-334734.2183591375	8862423.358067663	3981564.9890851313	3155309.791608041	1586946.440926272	2111557.5429710187	2.8718971146756593E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7086987158213831	0.6503774913511253	0.7247617741976119	0.9420277604957222	0.9898115658853006	1.068160673618978	1.1603649243510315E-7	-106452.00986001854	-110748.09621964114	-117534.11227947779	-1026.4096958922023
160000	-335789.2397484093	-1063.481432705873	-334725.7583157034	1.2467305960412016E7	5836731.485489524	4514263.825431829	2275290.125938122	3164892.628973672	3.858706296629134E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7086987158213831	0.6503774913511253	0.7247617741976119	0.9197224657062089	1.007520337909199	1.0727571963845928	7.938716395704744E-8	-106450.88496392012	-110744.97006039486	-117529.90329138844	-1048.4460743254951
161000	-335797.7558865647	-1065.7065011649984	-334732.0493853997	1.3066174412196536E7	6134679.6788895205	4815520.1597469915	2424500.0404321435	3372441.2633954976	4.6596842558721885E7	2.8431966497395234	3.3193169712273938	3.5844090726342124	0.7298709157055032	0.6503774913511253	0.7247617741976119	0.9239537419610039	0.9921938012789557	1.083852456760041	7.513739543922484E-8	-106450.02959876964	-110752.44103149048	-117529.57875513953	-1050.5374903631066
162000	-335811.7004568712	-1083.4010823730898	-334728.2993744981	1.7327906942440785E7	7959670.359878905	6260792.784724865	3131717.089704687	4261732.395197579	9.556884651504117E7	2.8431966497395234	3.2797546164378995	3.5844090726342124	0.7298709157055032	0.6527018914138057	0.7247617741976119	0.9276325832277208	1.0075319148560202	1.0648355019162596	5.8565432838201564E-8	-106452.93209697206	-110751.0197490099	-117524.34752851611	-1067.7761593650566
163000	-335817.4886307183	-1083.5362154722725	-334733.95241524605	1.8558945019795224E7	8178580.302897001	6630699.891173056	3351302.253626929	4513528.797501498	5.9053418090519145E7	2.8431966497395234	3.2797546164378995	3.4236417510273243	0.7058770852515339	0.6527018914138057	0.7247617741976119	0.9275298000248702	1.0052757280321187	1.0671944719430118	5.4919929327580164E-8	-106448.85256828283	-110749.8889318585	-117535.21091510475	-1068.510239194232
164000	-335791.1499090562	-1059.6635305376797	-334731.4863785185	1.180820877445448E7	5491797.853359081	4374777.129963892	2211109.037566438	2977918.301660567	5.0696211046654195E7	2.83770506874153	3.2797546164378995	3.4236417510273243	0.7058770852515339	0.6527018914138057	0.7247617741976119	0.9402377794163519	0.9951569659892152	1.0646052545944336	8.384704031513398E-8	-106448.1016466259	-110749.49950261957	-117533.88522927307	-1044.3694384774114
165000	-335885.36804508633	-1148.2160158600066	-334737.1520292263	5.7354749979953475E7	2.657425410624152E7	2.0998315969485447E7	1.0735883794041144E7	1.4459072027475977E7	2.4381744669423604E8	2.83770506874153	3.2797546164378995	3.5327307415831943	0.7058770852515339	0.6527018914138057	0.7247617741976119	0.9385927730019973	0.9810699110432918	1.0803373159547114	1.7022890678341185E-8	-106456.06025178095	-110745.84459330283	-117535.24718414254	-1132.9078835724717
166000	-335858.7961060665	-1114.4732568299075	-334744.3228492366	3.2448759508326296E7	1.4593580921837306E7	1.1422708741850559E7	5707578.183508283	7913952.556568265	1.217201284489553E8	2.83770506874153	3.2797546164378995	3.5327307415831943	0.7058770852515339	0.6527018914138057	0.7247617741976119	0.9420070547097922	0.9896617937066137	1.0683311515835947	3.146071519094639E-8	-106448.2999294509	-110755.35501877466	-117540.66790101105	-1099.2462534368192
