# BEAST v1.8.2, r6687
# Generated Mon Feb 29 01:59:52 EST 2016 [seed=1456729175542]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1-M)	tmrca(HIV-1-O)	tmrca(HIV-2)	tmrca(HIV-1-N)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
144000	-317148.2073440483	-518.43195770057	-316629.7753863477	1010.475039155567	147.6947641689569	960.9998660904557	254.50566748609012	65.77308453611633	3600.5647719621606	3.416326760032962	0.3528425267957909	0.23298186697350678	0.2040305736607648	0.21014503256993747	0.6796486331719926	8.170843525380732E-4	-316629.7753863477	-507.37816704316225
150000	-317142.48434897774	-520.1113615610238	-316622.3729874167	1072.443703548079	163.15109367123935	1032.0533493283026	271.5270562998664	70.52078975495056	3984.1744615612643	3.5040292432177966	0.3528425267957909	0.23298186697350678	0.2040305736607648	0.21014503256993747	0.6796486331719926	7.500886816235797E-4	-316622.3729874167	-509.01253580613337
156000	-317137.11701296055	-519.657144280564	-316617.45986868	1059.768768928804	150.0922982898324	1024.0345142388383	265.99575232683253	71.5558367776411	4070.044909632199	3.5049100202589103	0.3528425267957909	0.23258175137214573	0.20525545917305346	0.20932026265900985	0.6796486331719926	7.738412695109053E-4	-316617.45986868	-508.5055582480924
162000	-317140.29698069126	-518.6847079743935	-316621.6122727169	1042.6539067830108	154.3316141774346	989.7942534312814	253.61266828113529	68.83092224063346	4405.2612032943625	3.389868308286663	0.35152692034215244	0.23337918056881726	0.20577363643002042	0.20932026265900985	0.6738871405480343	7.879290532693314E-4	-316621.6122727169	-507.48592227379584
168000	-317138.12006763334	-516.2460783428288	-316621.8739892905	988.771390636061	147.54532688617093	953.2540582516503	253.73463279974146	65.85625866453711	4518.966333112957	3.389868308286663	0.3513242003469331	0.23337918056881726	0.20597635642523973	0.20932026265900985	0.6730020024359226	8.16297877354859E-4	-316621.8739892905	-504.9882432534275
174000	-317133.0767724526	-510.06191029573046	-316623.0148621569	901.8612468978743	133.2765488754343	842.22775467579	224.48479821739133	56.85074154242313	3759.128025852902	3.4010624670799747	0.3513242003469331	0.23337918056881726	0.20583300133952978	0.2094636177447198	0.6748038581081982	9.139129774858867E-4	-316623.0148621569	-498.86795845291044
180000	-317127.40197498916	-510.53320864955475	-316616.8687663396	901.4627027754158	138.894341288312	866.8095429237228	229.1740853480829	59.93858819473944	3588.582108419211	3.4010624670799747	0.3513242003469331	0.23277823205428036	0.20583300133952978	0.2100645662592567	0.6748038581081982	9.198595069639325E-4	-316616.8687663396	-499.37920754799035
186000	-317140.85575577716	-513.8882789781156	-316626.96747679904	960.1687912344938	146.5870069577415	915.6173623017334	235.3412826488168	64.4980596718303	3451.0790820004954	3.4010624670799747	0.3513242003469331	0.23277823205428036	0.20583300133952978	0.2100645662592567	0.6748038581081982	8.614985305584198E-4	-316626.96747679904	-502.83883019466776
192000	-317122.9941539481	-509.5695153982788	-316613.4246385498	878.8465766119665	130.33448888203768	828.3059606071103	218.31568493734315	57.41710338120719	4506.828085771688	3.4707931351726264	0.3513242003469331	0.23518419621688624	0.20581007462909418	0.20768152880708643	0.6748038581081982	9.483793062414703E-4	-316613.4246385498	-498.1338370438737
198000	-317129.81202142336	-507.52154984550924	-316622.29047157784	850.0054346011539	128.36594670254715	803.0124939453225	216.44458207162336	59.0445691549013	3112.6454083102367	3.4707931351726264	0.3513242003469331	0.23518419621688624	0.20581007462909418	0.20768152880708643	0.6718651751879824	9.755143599832299E-4	-316622.29047157784	-496.4336873147878
204000	-317143.97358413565	-509.8538308168117	-316634.11975331884	879.4641394661987	127.16648266836899	838.510986129836	227.48455094523948	60.44619895763846	4330.837987509985	3.4707931351726264	0.34688920050518335	0.23518419621688624	0.20759800245203391	0.2103286008258965	0.6734112219521531	9.375085799050628E-4	-316634.11975331884	-498.4722873868255
210000	-317129.1805902226	-510.4974595421289	-316618.68313068047	897.6222093749831	132.55203961916772	875.1277146842791	227.65108946515062	59.73445084077346	3667.5348300874166	3.4835348559482253	0.34949401429461174	0.2336993625531974	0.2064780223262944	0.2103286008258965	0.6734112219521531	9.068172125240194E-4	-316618.68313068047	-499.3111673601663
216000	-317118.66558967205	-510.19635243278617	-316608.4692372393	894.7300135141807	132.31750972499805	850.1832717886781	221.95376684145245	59.1414470262293	3869.2696221714186	3.4835348559482253	0.35012928376013563	0.2336993625531974	0.2064780223262944	0.20969333136037255	0.6734294931812359	9.21217397664047E-4	-316608.4692372393	-498.9407382623802
222000	-317128.724359321	-506.65945892472365	-316622.0649003963	831.8250316792535	127.21515352349192	805.3841303971313	212.75638994544565	55.03780306879797	3384.5716504777506	3.4928751191411282	0.35081868714051734	0.23300995917281567	0.2064780223262944	0.20969333136037255	0.6734294931812359	9.608462414636335E-4	-316622.0649003963	-495.49250184723365
228000	-317129.07546689734	-508.8998643439542	-316620.1756025534	835.4725918276088	122.86678605113873	808.2935034768431	210.62372328253167	54.890454538203926	2591.5213910319753	3.5209729328706825	0.35081868714051734	0.23300995917281567	0.2064780223262944	0.20969333136037255	0.6734294931812359	9.976766203123215E-4	-316620.1756025534	-497.9529939454777
234000	-317124.6777356937	-508.88066307421246	-316615.7970726195	877.3730133434825	129.3326507812966	834.5925083042013	216.47426382810994	57.00913122604052	3660.614340530819	3.4909539334927078	0.35081868714051734	0.23300995917281567	0.2064780223262944	0.20969333136037255	0.6811484709424713	9.479144086445812E-4	-316615.7970726195	-497.6340394273693
240000	-317124.76445959084	-515.3522237768237	-316609.41223581403	892.1666885649475	129.43932159871858	844.2321080179945	223.43059617235073	57.65696181974903	6041.939570962309	3.4909539334927078	0.35081868714051734	0.23300995917281567	0.2064780223262944	0.20969333136037255	0.6811484709424713	9.149422585600531E-4	-316609.41223581403	-503.6398739182653
246000	-317131.47760538146	-510.81205364376535	-316620.6655517377	897.3702332792506	133.4790602157925	861.1718752470279	230.3813348707135	62.30888299962105	3409.9186243741183	3.4892378590703856	0.3473521887095392	0.2337310382545656	0.2064780223262944	0.21243875070960072	0.6811484709424713	9.110227112756842E-4	-316620.6655517377	-499.67659962893146
252000	-317133.38173700176	-511.1182201029047	-316622.26351689885	915.1259550901308	138.11007630784908	873.467450925923	229.58729522868651	63.623743720590944	4244.631086158094	3.4892378590703856	0.35160524550431793	0.2337310382545656	0.20362035053672417	0.21104336570439222	0.6811484709424713	8.942005306676007E-4	-316622.26351689885	-499.78241875357037
258000	-317126.0188241624	-512.5386139905136	-316613.4802101719	913.0181989728023	136.39200801591218	878.716261514917	233.75379030601025	62.4130054060593	4370.931271579223	3.4892378590703856	0.35160524550431793	0.23507686447508538	0.20362035053672417	0.20969753948387243	0.6811484709424713	8.852504716183827E-4	-316613.4802101719	-501.183540842667
264000	-317125.0939774915	-511.8708736422667	-316613.2231038492	918.5685884300216	134.34291370087635	886.7941705466966	233.2094705682311	59.637088937906746	3543.2418420113936	3.4894480190680186	0.35160524550431793	0.2354426752535153	0.20362035053672417	0.2093317287054425	0.6941526983260471	8.81849839156877E-4	-316613.2231038492	-500.70350118149514
270000	-317135.9910728586	-514.5259788019121	-316621.46509405674	935.3388115954866	139.37938402266062	903.8483489244246	236.05308452514018	64.23359448220577	3177.3199682321874	3.4894480190680186	0.349255706107752	0.2354426752535153	0.20362035053672417	0.21168126810200846	0.6699898237090491	8.511165529375054E-4	-316621.46509405674	-503.55137337883986
276000	-317137.4893017965	-509.80888052570515	-316627.6804212708	870.6882663019516	133.6563314728561	840.9182029204576	223.11988329776898	61.35532061470156	4169.454517228756	3.4894480190680186	0.349255706107752	0.2354426752535153	0.20677529746421658	0.20852632117451605	0.6699898237090491	9.168936062189142E-4	-316627.6804212708	-498.4881599647467
282000	-317126.76796582405	-508.6568441667018	-316618.11112165736	865.6909587010315	126.23621368858778	813.6156781157952	220.58167714497824	56.28067259377376	4134.172272342459	3.4894480190680186	0.3497653075690801	0.23536962615211027	0.20633874510429356	0.20852632117451605	0.6699898237090491	9.502950825446159E-4	-316618.11112165736	-497.30887632922867
288000	-317144.56043305405	-515.668878538923	-316628.8915545151	978.694027024913	143.74722853102733	923.1723718126136	255.95398768728788	67.40301212595497	4094.141369367669	3.4894480190680186	0.3497653075690801	0.23536962615211027	0.20633874510429356	0.20852632117451605	0.6699898237090491	8.426132774462873E-4	-316628.8915545151	-504.4507851020809
294000	-317135.538089347	-515.716755496823	-316619.8213338502	987.9656955035689	145.4958039070029	948.1858484496049	244.1763850058856	65.62880771608589	4405.5727787021	3.4894480190680186	0.3497653075690801	0.2330201738908454	0.20868819736555844	0.20852632117451605	0.6699898237090491	8.162113133065385E-4	-316619.8213338502	-504.45715181222266
300000	-317150.28885993507	-516.5138153607874	-316633.7750445743	979.5683990758846	143.25378127857033	929.7946004876801	251.76477841715004	65.13070912846048	3821.161603510296	3.4894480190680186	0.3497653075690801	0.23597953489139595	0.20572883636500788	0.20852632117451605	0.6699898237090491	8.146322590192662E-4	-316633.7750445743	-505.398462048687
306000	-317127.021151445	-510.0442916847284	-316616.97685976024	892.0015427893077	129.43479931713367	870.4853235989181	222.9742431898022	57.969720403502244	3965.845303847007	3.4894480190680186	0.3505437598937784	0.23460142788123833	0.20632849105046716	0.20852632117451605	0.6838919899454854	9.073821104678215E-4	-316616.97685976024	-498.75625035519835
312000	-317139.3703016572	-509.67058690591745	-316629.6997147513	884.2127186095887	136.40739463584623	856.3991084483532	222.9606921663015	55.11899675956627	3618.046043554152	3.4894480190680186	0.3494714492269208	0.23460142788123833	0.20632849105046716	0.20959863184137364	0.6838919899454854	9.075027902348915E-4	-316629.6997147513	-498.47419763097633
318000	-317126.1652226286	-510.6791242048855	-316615.4860984237	897.1313976954622	134.32906707321547	844.9193306488468	228.4017795324357	62.65863389684294	3686.3264515361984	3.4122599134949056	0.3494714492269208	0.23460142788123833	0.20632849105046716	0.20959863184137364	0.6851602611756378	9.007492236099599E-4	-316615.4860984237	-499.4947483448707
324000	-317134.2703628085	-513.193434216554	-316621.07692859194	928.568810419516	139.8338282994966	881.206268110428	234.01163437223644	62.07108700624303	4028.4823935727145	3.430173188908617	0.3494714492269208	0.23460142788123833	0.20632849105046716	0.20959863184137364	0.688062196191167	8.657982810975175E-4	-316621.07692859194	-501.9480239205523
330000	-317145.1076445513	-515.8592283036013	-316629.2484162477	984.6439298665387	147.27782679619204	959.2222272789776	250.1741071995182	61.469117152640855	3635.4934774153458	3.4351428710118865	0.3494415589905401	0.23583975317267186	0.20507717882856535	0.20964150900822268	0.6905286885722475	8.393080803061721E-4	-316629.2484162477	-504.740908989146
336000	-317140.375516961	-519.3378800704953	-316621.0376368905	1002.6733647894424	153.9401825247404	959.2325300589662	247.44258443935706	67.19949634225017	5790.49760760048	3.4351428710118865	0.3494415589905401	0.23583975317267186	0.20507717882856535	0.20964150900822268	0.7013918956735156	8.161312263062042E-4	-316621.0376368905	-507.7603356707123
342000	-317144.8432564718	-515.3610902806515	-316629.48216619116	973.5471329605228	138.57009557171386	931.6162582743958	243.68844327248468	62.57989059651945	3479.359268486067	3.4351428710118865	0.35001192337061826	0.23583975317267186	0.2052214170108186	0.20892690644589124	0.6989147151237857	8.3007243702236E-4	-316629.48216619116	-504.28094942582095
348000	-317125.72858425847	-514.6430256538254	-316611.0855586046	968.0439988885842	144.61557122039338	918.5212340145	249.52723990795735	63.69561040398187	4092.0707521583604	3.4351428710118865	0.35001192337061826	0.23583975317267186	0.2052214170108186	0.20892690644589124	0.6955530120128129	8.380855453178204E-4	-316611.0855586046	-503.3978076172065
354000	-317133.3609043137	-514.7187269358612	-316618.6421773778	963.2730403209518	138.5037846951478	902.966716864479	249.22365408048657	65.85737018830966	4155.8911305286765	3.4351428710118865	0.35129141652479695	0.23583975317267186	0.20394192385663992	0.20892690644589124	0.6955530120128129	8.444148588252501E-4	-316618.6421773778	-503.4505169430568
360000	-317126.18126118043	-513.6820724619228	-316612.4991887185	944.9078447968575	141.72120304473006	896.0505012113639	243.67829235837016	65.08408871651422	3704.1967895454445	3.4351428710118865	0.35080280048464724	0.232830057497487	0.20756721379393053	0.2087999282239352	0.6887486745969292	8.546193475801102E-4	-316612.4991887185	-502.5305313292842
366000	-317133.8452054035	-514.0537847597689	-316619.79142064374	943.6978610096314	137.2096305944483	903.3236682140043	240.68085084436126	64.35164361830962	4448.720348162149	3.4351428710118865	0.34726747603870406	0.23605394741717087	0.20756721379393053	0.2091113627501945	0.6887486745969292	8.44293476728161E-4	-316619.79142064374	-502.7312374400323
372000	-317131.6380380194	-513.8154346940685	-316617.82260332536	956.4451728978287	135.8133475500152	909.0191793060036	244.25347371460586	63.8870043341444	4019.0305746768945	3.4485053517145103	0.34994568592200714	0.23605394741717087	0.20488900391062742	0.2091113627501945	0.6811293735389322	8.557135824468999E-4	-316617.82260332536	-502.5918108219716
378000	-317126.764420848	-512.372513764939	-316614.39190708305	922.8875657751537	132.7005099490254	884.1918499927734	235.26010366086587	62.76345495549637	3847.275972003334	3.4485053517145103	0.34994568592200714	0.23640754634575972	0.20443645850496311	0.20921030922726996	0.6811293735389322	8.754978047549201E-4	-316614.39190708305	-501.16973117071905
384000	-317122.44638434524	-507.23513266097245	-316615.2112516843	847.3626270999438	126.9746642874079	821.3516672772475	213.25841883533607	57.977962730753	3249.8304958031335	3.4485053517145103	0.3514749078883776	0.23562925657608574	0.20443645850496311	0.2084593770305735	0.6811293735389322	9.562339784084893E-4	-316615.2112516843	-496.11299072820356
390000	-317131.6037534368	-508.7342427022011	-316622.8695107346	850.4144485286221	128.81482136839432	809.2017501494036	224.3732726315881	57.15465382176098	4249.992516890412	3.4485053517145103	0.3514749078883776	0.23466139391287652	0.20443645850496311	0.2094272396937827	0.6811293735389322	9.531988915032701E-4	-316622.8695107346	-497.34696225915246
396000	-317127.0616092491	-510.0587152006325	-316617.00289404846	893.8462935673017	132.122783810811	871.5457000200302	225.54041642613257	57.564128648914696	3396.3652629562166	3.4485053517145103	0.3495444245696613	0.23466139391287652	0.205145034621994	0.21064914689546813	0.6811293735389322	9.187955251720373E-4	-316617.00289404846	-498.93236941652003
402000	-317123.42005625856	-509.30895929250585	-316614.1110969661	879.1457200878441	132.45738650183563	844.7671894464644	225.0380150253573	61.065797009298	3853.864560561283	3.4485053517145103	0.3495444245696613	0.23581442526411917	0.205145034621994	0.20949611554422548	0.6811293735389322	9.181483364286869E-4	-316614.1110969661	-498.0569468334933
408000	-317126.94332158886	-509.5087093639244	-316617.4346122249	878.2513699589143	129.57440285919805	838.1366190980922	226.32746109738318	56.004227643619195	3338.85678760954	3.4485053517145103	0.3495444245696613	0.23408359112722033	0.20687586875889283	0.20949611554422548	0.6811293735389322	9.159927488030094E-4	-316617.4346122249	-498.402493029726
414000	-317130.5617961622	-508.7973152013881	-316621.76448096085	847.4307166397803	129.48705786451822	808.6592261257107	216.45753204818448	54.72123106235938	2837.8781528638847	3.485306339950223	0.3495444245696613	0.2331919672804838	0.20726115325689276	0.21000245489296207	0.6811293735389322	9.581222029394323E-4	-316621.76448096085	-497.7964811604514
420000	-317124.3268865254	-507.69428124310554	-316616.6326052823	851.5195687153474	130.38681241006302	815.8722552689044	222.50736009971573	57.052961714186374	3469.9194154966385	3.485306339950223	0.3495444245696613	0.2331919672804838	0.20726115325689276	0.21000245489296207	0.6828812232216211	9.615867366112015E-4	-316616.6326052823	-496.4852629416207
426000	-317127.0928813544	-509.8475602768257	-316617.2453210776	895.6892847810805	132.87748269424327	842.5465983906319	225.06525573338703	61.77446502016136	4020.065395104081	3.485306339950223	0.34847932895986994	0.23425706289027515	0.20726115325689276	0.21000245489296207	0.6828812232216211	9.175510780475233E-4	-316617.2453210776	-498.5382048647756
432000	-317133.95152048714	-515.6378866215038	-316618.3136338656	971.7880073277327	142.55375508522908	918.1302472090275	256.13873303697056	67.9762217503757	4200.1480491930415	3.485306339950223	0.34847932895986994	0.23425706289027515	0.20726115325689276	0.21000245489296207	0.6828812232216211	8.197512945330809E-4	-316618.3136338656	-504.3973042498324
438000	-317134.5920339325	-512.6728022791644	-316621.91923165333	940.6718278416861	135.88110836551223	915.7573112031977	236.97356991148465	63.850045535094694	3867.2633379191984	3.485306339950223	0.3517474852230659	0.23425706289027515	0.20399299699369675	0.21000245489296207	0.6861530676181045	8.667123429828485E-4	-316621.91923165333	-501.4525984007966
444000	-317138.7365929126	-517.1555762793841	-316621.5810166332	977.7122485973023	146.59942066184672	937.5236637095481	248.84956374635996	64.48135593124647	5333.591209514684	3.485306339950223	0.35375341188093795	0.23425706289027515	0.20433530803777875	0.20765421719100804	0.6861530676181045	8.395001219809378E-4	-316621.5810166332	-505.64576336817146
450000	-317128.4000906228	-516.8284527237188	-316611.57163789903	987.0110493905029	144.60331699421596	944.6893735716369	250.66295709957305	63.4427690427612	3480.9815427593458	3.485306339950223	0.3531946789469338	0.23342446146922358	0.20433530803777875	0.20904555154606377	0.6861530676181045	8.359399556337345E-4	-316611.57163789903	-505.74959587860303
456000	-317147.66934103414	-523.1119234926125	-316624.5574175415	1124.817895436524	161.5298141797897	1054.9670051542485	284.420739941249	75.44499643189313	4279.445847246364	3.485306339950223	0.3509689889904803	0.23565015142567708	0.20433530803777875	0.20904555154606377	0.6861530676181045	7.120668482173501E-4	-316624.5574175415	-511.98678215879323
462000	-317142.85731037863	-524.1816826456061	-316618.675627733	1137.7441814585	165.10311928254438	1080.2122230602254	279.50702599669216	74.39987071345993	3975.5833435298114	3.48735800605924	0.35235159147611406	0.23565015142567708	0.20433530803777875	0.20766294906043	0.6861530676181045	7.381256655967993E-4	-316618.675627733	-513.0936047565925
468000	-317147.82324351644	-521.1271403785902	-316626.69610313786	1092.9154599173319	155.5829824000231	1031.5960394715448	271.578353135342	71.61945419002815	4886.8031293416325	3.48735800605924	0.34923389051778186	0.23140562493192038	0.20875443992351045	0.2106060446267872	0.6804239891215214	7.444026795786342E-4	-316626.69610313786	-509.83569423012375
474000	-317140.5453271103	-519.7133609857258	-316620.83196612453	1068.5646624102537	153.29726767785172	1020.6095932492578	269.22384206169556	70.94635567291532	4700.7105801401385	3.48735800605924	0.35282298656258615	0.23124012952188336	0.20451459353795567	0.21142229037757473	0.6804239891215214	7.766792715085282E-4	-316620.83196612453	-508.41833653594756
480000	-317124.0089898974	-515.345027377324	-316608.6639625201	973.1140580981998	138.07094091589795	929.1464964122707	249.68993296307613	65.49950839402364	4488.485348520992	3.48735800605924	0.35229575181710393	0.23461447600547664	0.20451459353795567	0.20857517863946365	0.6771685146928448	8.472262907106195E-4	-316608.6639625201	-504.0158587856562
486000	-317133.76638805604	-518.1310172288502	-316615.6353708272	1028.0175582278764	147.64354519575963	976.9788026652258	253.96635455953884	68.75472464670598	4120.151887451896	3.48735800605924	0.34996752252190577	0.23461447600547664	0.20451459353795567	0.2109034079346618	0.6796821598066469	7.899384576433286E-4	-316615.6353708272	-506.95238945444083
492000	-317131.1370658274	-518.8491457449088	-316612.28792008245	1046.7614098425845	150.68370774156605	983.535171158401	265.8982204835258	64.95577878932993	4133.864268495273	3.48735800605924	0.34996752252190577	0.23461447600547664	0.20451459353795567	0.2109034079346618	0.6853782713714959	7.844497035856493E-4	-316612.28792008245	-507.6627687643876
