# BEAST v1.6.1, Build r3651
# Generated Sun Jan 24 07:25:06 EST 2016 [seed=1453638294803]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-2)	tmrca(HIV-1)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
44000	-317908.4332972127	-493.60026422571514	-317414.83303298696	709.3618999857051	172.37443068645524	304.6337601425458	2412.6946227909198	3.2218050805260887	0.6859478559860845	0.001239315283852105	-317414.83303298696	-483.2629143507394
45000	-317909.72740050004	-499.37003558527704	-317410.3573649148	732.6374436873065	179.25850777156182	327.46059191309547	4246.104339688046	3.2218050805260887	0.6859478559860845	0.0011512096487901861	-317410.3573649148	-488.5411001182423
46000	-317904.8011814085	-495.3787630202632	-317409.42241838825	711.2482300443228	181.1189584812871	310.77283216066553	2250.093373683573	3.2218050805260887	0.6859478559860845	0.0011858297266838114	-317409.42241838825	-485.15525790712354
47000	-317904.4706670109	-499.60616065965473	-317404.86450635124	725.3432021344815	185.3814987002641	318.0867086712081	4400.783093211359	3.2218050805260887	0.6859478559860845	0.0011745038785476458	-317404.86450635124	-488.721432068353
48000	-317902.3703329421	-493.85392061824143	-317408.51641232386	721.6728308906851	181.43764098475182	308.45219007214763	3040.825587005087	3.2241936981771016	0.6859478559860845	0.001209362398911251	-317408.51641232386	-483.3088053388269
49000	-317907.3989224189	-495.3626190332214	-317412.0363033857	743.7729669987376	185.2966893893451	319.2358913938598	2793.6434639336962	3.2241936981771016	0.6859478559860845	0.0011746475749507465	-317412.0363033857	-484.9313821829766
50000	-317902.3970987589	-494.0936125173321	-317408.30348624155	719.11788678175	182.8201676014102	310.94090181364527	2577.424061872772	3.2241936981771016	0.6859478559860845	0.0011939552301165834	-317408.30348624155	-483.72664476936694
51000	-317902.75538852613	-494.4554202591558	-317408.299968267	721.7384142508524	180.33017269084027	312.7709417800018	3222.1628576791445	3.2241936981771016	0.6859478559860845	0.001196884408105159	-317408.299968267	-483.862742268778
52000	-317901.94569128734	-495.0480303465044	-317406.8976609408	737.692358617783	181.1072820563875	319.31617511359474	2736.337468920848	3.2241936981771016	0.6859478559860845	0.0011723510824081422	-317406.8976609408	-484.63947481220333
53000	-317905.3488495876	-495.11509486532174	-317410.2337547223	732.1449228611699	180.95341534223635	319.0448876751098	2859.51807800731	3.2241936981771016	0.6859478559860845	0.001177714812762458	-317410.2337547223	-484.65794636320584
54000	-317905.46531020507	-495.73875544559326	-317409.7265547595	742.1519274645298	181.00035012694207	320.2522012886192	3249.4367354671463	3.2241936981771016	0.6859478559860845	0.001160471205583609	-317409.7265547595	-485.16851347532054
55000	-317901.45882004465	-494.7114963961495	-317406.7473236485	718.9801169454131	177.23854296611628	313.59626375461534	3150.636775382018	3.2241936981771016	0.6859478559860845	0.0011823091714380741	-317406.7473236485	-484.15350681639507
56000	-317909.0446152313	-498.416494888787	-317410.6281203425	702.4428778135407	177.02549097697747	313.2193011218758	4302.513217398171	3.2241936981771016	0.6859478559860845	0.001206660138070002	-317410.6281203425	-487.5265440581797
57000	-317901.38991404447	-496.08168432006505	-317405.3082297244	749.6470839016075	183.82014248707785	328.4604049567639	2811.077144446107	3.2241936981771016	0.6859478559860845	0.001174226560917055	-317405.3082297244	-485.64458450294154
58000	-317912.00369934604	-496.89925391857537	-317415.1044454275	747.7377589267127	184.82678043802542	330.49869826888823	2558.7682612192443	3.2241936981771016	0.6859478559860845	0.0011563568245399657	-317415.1044454275	-486.5715158150714
59000	-317897.8375402471	-494.9273553768397	-317402.9101848703	729.4633617189551	179.63624421812557	319.57732820398445	2863.089599486245	3.2631469249145333	0.6859478559860845	0.0011766286119563193	-317402.9101848703	-484.45651332436785
60000	-317901.15799794934	-495.7472206777121	-317405.4107772716	726.6703075292047	182.6428032169356	324.9260711378473	3061.070963359692	3.2631469249145333	0.6859478559860845	0.001149164992794068	-317405.4107772716	-485.23310916880143
61000	-317907.4767012642	-495.0196352283648	-317412.45706603583	721.5683069530876	175.41435583961263	322.4755209608355	2955.711983519666	3.2631469249145333	0.6859478559860845	0.001173158696621263	-317412.45706603583	-484.51990537234167
62000	-317908.25264548394	-495.3363372737972	-317412.9163082101	707.3418489130473	177.84640599267263	316.04017433304864	2467.8876120807386	3.2631469249145333	0.6859478559860845	0.0011745783696191759	-317412.9163082101	-485.01577622553015
63000	-317902.04230381217	-494.36763311732057	-317407.67467069486	720.5721799500501	175.9564632531116	311.1927998282654	3140.767603085039	3.2631469249145333	0.6859478559860845	0.0012229426367075821	-317407.67467069486	-483.76565700570075
64000	-317904.2392168345	-496.8860790473199	-317407.35313778714	745.7571583215949	184.44501635852527	326.2054714774148	3007.1310907658385	3.2631469249145333	0.6859478559860845	0.0011459869604354763	-317407.35313778714	-486.3925124622646
65000	-317903.25881639443	-495.6476634329711	-317407.61115296144	715.6769578787666	176.58052554464953	317.8012609256226	3390.6994593280688	3.2631469249145333	0.6859478559860845	0.0011851088878231048	-317407.61115296144	-485.0005122262496
66000	-317908.90260096843	-496.9613468657343	-317411.9412541027	700.4867963828135	173.690257497075	312.59949347647114	3953.718879887382	3.2631469249145333	0.6859478559860845	0.0012043371303342857	-317411.9412541027	-486.14449668271584
67000	-317906.07087266067	-495.82504705208464	-317410.2458256086	723.0197715400727	177.35587741779278	319.19670247947437	3341.1193778269208	3.2631469249145333	0.6859478559860845	0.0011878502563649298	-317410.2458256086	-485.1903179821798
68000	-317903.3947837567	-496.8903557072111	-317406.5044280495	746.3611530787016	180.69908597163183	325.21365078490186	3265.095556068383	3.2631469249145333	0.6859478559860845	0.0011752101363761021	-317406.5044280495	-486.28933101165387
69000	-317900.3356914378	-497.37507471955985	-317402.9606167183	756.6816198525647	188.42544772129602	333.1941142696329	3138.086477545327	3.2631469249145333	0.6859478559860845	0.001171041743915091	-317402.9606167183	-486.81727553092185
70000	-317906.34760759206	-498.3705882082107	-317407.97701938386	735.0621533671136	185.8398094563843	328.6219109822446	2222.152649634347	3.2631469249145333	0.6859478559860845	0.0011315191084802167	-317407.97701938386	-488.1922242088581
71000	-317901.99726646283	-498.59719069056814	-317403.40007577225	762.9292503910452	191.61203944477776	335.596970027977	3456.3469637137227	3.2631469249145333	0.6859478559860845	0.0010989204433872275	-317403.40007577225	-488.0062944294831
72000	-317917.77594021696	-496.13691145738505	-317421.63902875956	742.336166475885	185.85731430885008	325.51791484669883	2659.398131677293	3.2635276285830277	0.6859478559860845	0.0011804866813546818	-317421.63902875956	-485.73647030484284
73000	-317915.20752730937	-496.7527250681962	-317418.4548022412	743.5336816612877	183.9146265282475	319.1678730676229	3661.9431824262892	3.263981610434076	0.682855508888614	0.001162278492001452	-317418.4548022412	-486.0477634106908
74000	-317908.1851192359	-497.10084415839606	-317411.0842750775	761.1742911758095	188.0956751557247	326.7402480080379	3307.991461845528	3.263981610434076	0.682855508888614	0.0011433812658203123	-317411.0842750775	-486.5139112626942
75000	-317908.56077653443	-499.6501876621261	-317408.9105888723	793.3692736423508	196.2758247725099	338.8971478797586	2862.8477433888943	3.263981610434076	0.682855508888614	0.0011126196492714107	-317408.9105888723	-489.23502449266397
76000	-317903.62514221075	-500.13049827437106	-317403.4946439364	793.3373341323293	196.83172022214197	340.38099298390125	2668.8127329366753	3.263981610434076	0.682855508888614	0.0010797922606567327	-317403.4946439364	-489.8154369366233
77000	-317908.52322150534	-500.8384730637325	-317407.6847484416	805.3769912273831	199.45678415664466	355.34414853045786	3541.285699894377	3.263981610434076	0.682855508888614	0.0010753686083411372	-317407.6847484416	-490.2446566532733
78000	-317898.8858543686	-500.55907104015625	-317398.3267833285	816.271588417506	194.27301929904297	352.7684556809222	2952.721983131302	3.263981610434076	0.682855508888614	0.0010680559228458235	-317398.3267833285	-490.15383360872204
79000	-317901.3761131816	-500.7476232059441	-317400.62848997564	795.8248122532739	189.27740802358355	358.9235926109651	2694.53598079247	3.263981610434076	0.682855508888614	0.0010738767110112426	-317400.62848997564	-490.4284575492279
80000	-317903.97549730085	-498.0093410344953	-317405.96615626634	781.883523617709	182.31180373214767	333.99827543984327	3144.8717810215107	3.263981610434076	0.682855508888614	0.0011446841835752904	-317405.96615626634	-487.4718384706308
81000	-317908.14938123955	-501.3352400954905	-317406.81414114404	835.66146055578	192.2239970051242	352.15757939727985	3331.059943611373	3.263981610434076	0.682855508888614	0.0010584910274400007	-317406.81414114404	-490.818426340691
82000	-317908.45273605647	-502.5336073738792	-317405.9191286826	829.4050145188666	195.47707963887632	360.65091275763024	3567.617483243649	3.263981610434076	0.682855508888614	0.0010408758738592906	-317405.9191286826	-491.9649511980414
83000	-317914.60645480384	-499.5922925315695	-317415.0141622723	765.8945733336284	185.64054908951283	343.8108265637503	2706.302834343474	3.263981610434076	0.682855508888614	0.001096028734489839	-317415.0141622723	-489.24837163647203
84000	-317913.9515337561	-504.1159321089933	-317409.8356016471	824.7744085994754	205.5540809161173	365.3264882628242	4236.794920333868	3.263981610434076	0.682855508888614	0.001048065321778571	-317409.8356016471	-493.3684903735326
85000	-317902.6886880772	-498.2625297185376	-317404.4261583587	766.1591909724681	187.5727210833137	341.4113921508412	2974.1736238285553	3.263981610434076	0.682855508888614	0.0011161046497468504	-317404.4261583587	-487.8060929373879
86000	-317904.20028250164	-499.75987350844207	-317404.4404089932	788.3233441206917	189.11759352139123	346.5287070896482	2784.680325197835	3.263981610434076	0.682855508888614	0.0010877015967699346	-317404.4404089932	-489.3950219111099
87000	-317909.09872167173	-498.85046542691776	-317410.2482562448	759.8635302676023	185.14327782954047	339.1237859261199	3491.1490133006478	3.263981610434076	0.682855508888614	0.0011024987786898439	-317410.2482562448	-488.2460171198325
88000	-317915.8837843844	-501.9277324526611	-317413.9560519318	827.2051299023528	200.5355076611301	360.2248660672424	3383.333281826359	3.263981610434076	0.682855508888614	0.001046938821018626	-317413.9560519318	-491.4063107260586
89000	-317906.73724191077	-502.8958250505225	-317403.84141686023	833.7038946495204	202.50705895468425	366.0496591573021	3445.753393786322	3.263981610434076	0.682855508888614	0.001037729218053323	-317403.84141686023	-492.3649489423486
90000	-317909.23276560486	-501.32712200873596	-317407.90564359614	825.4814845286849	197.69221424342123	357.34639580168965	3222.853163978502	3.263981610434076	0.682855508888614	0.0010528268069055064	-317407.90564359614	-490.84869199687824
91000	-317896.34015077015	-501.18724886646226	-317395.15290190367	811.4744304365681	194.97330786941896	353.0622767195873	3380.8863739627946	3.263981610434076	0.682855508888614	0.0010657960295850945	-317395.15290190367	-490.6487169900847
92000	-317904.023533023	-505.5384895864926	-317398.4850434365	891.1253879914254	209.97530738247085	380.22825221286655	3661.7184289191414	3.263981610434076	0.682855508888614	9.839491432789757E-4	-317398.4850434365	-494.9999862840474
93000	-317901.1255991636	-504.3108910234046	-317396.81470814015	852.9302429851327	205.90949070137452	372.8657752162011	3170.100704796916	3.263981610434076	0.682855508888614	0.0010246453464835279	-317396.81470814015	-493.8760697895315
94000	-317918.8419496271	-507.3453611017547	-317411.49658852536	889.2007942209118	216.26498793668136	391.61775450205016	3244.701908184315	3.263981610434076	0.682855508888614	9.580008664969047E-4	-317411.49658852536	-496.9544656986008
95000	-317915.6352345822	-506.8691399140396	-317408.7660946681	881.9457212276465	213.84800644267582	387.2410272546762	4074.461330357336	3.263981610434076	0.682855508888614	9.70745819349511E-4	-317408.7660946681	-496.2373266695587
96000	-317909.77332164	-504.4970037676301	-317405.27631787234	869.2758188326786	207.76579193135174	376.22720938221545	3701.7107418823057	3.263981610434076	0.682855508888614	9.961448603051867E-4	-317405.27631787234	-493.9353317722996
97000	-317920.529405977	-506.09167453585695	-317414.4377314411	882.0245993021755	220.294271551888	385.9450121887508	3679.585247435402	3.3172921793798342	0.682855508888614	9.829839669222007E-4	-317414.4377314411	-495.5311022128936
