# BEAST v1.6.1, Build r3651
# Generated Wed Jan 06 01:39:04 EST 2016 [seed=1452062334603]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
467000	-336257.2028835607	-1429.3954123772428	-334827.8074711834	9.79298064352228E9	3.487615992912166E9	1.7274563640865521E9	4.319163641524525E9	2.2753389916853127E9	4.037405672609985E10	3.2029715395546203	0.6911623675493231	1.0440261553014634E-10	-334827.8074711834	-1418.7048800208274
468000	-336237.1244543658	-1425.6902466385384	-334811.43420772726	8.958385758411179E9	3.2133067121996274E9	1.6454402662432952E9	3.9909367670886736E9	2.221842370898726E9	2.8817650970742E10	3.2029715395546203	0.6911623675493231	1.1298457348735125E-10	-334811.43420772726	-1415.2579960533233
469000	-336230.4379216378	-1416.5819079120622	-334813.85601372574	7.430487704539973E9	2.7544564774077077E9	1.4156482915197554E9	3.415925946377613E9	1.890071883688581E9	3.1106127736472897E10	3.2029715395546203	0.6911623675493231	1.3195022239056163E-10	-334813.85601372574	-1405.9182222907543
470000	-336212.8087385832	-1404.18395807375	-334808.62478050945	6.109983944172627E9	2.1835737541913757E9	1.1518699480377624E9	2.761349238455998E9	1.5029823571083133E9	2.583121888235051E10	3.2029715395546203	0.6889191228048573	1.6490110701572521E-10	-334808.62478050945	-1393.4833952176798
471000	-336239.1864711755	-1426.5630863883248	-334812.6233847872	9.051756470552916E9	3.2314670188545585E9	1.6718443310774152E9	4.065636372407507E9	2.1949369224820127E9	2.8194830347043728E10	3.2029715395546203	0.6889191228048573	1.1031490731374605E-10	-334812.6233847872	-1416.1765735531296
472000	-336228.12444652495	-1417.5218297236822	-334810.6026168013	7.679452681191699E9	2.789121448928524E9	1.3790983714027462E9	3.5177586832406645E9	1.8835309718279142E9	2.70795173319119E10	3.1947412348046162	0.6889191228048573	1.2788652249635183E-10	-334810.6026168013	-1407.0308624041497
473000	-336255.5671895942	-1438.0097987884449	-334817.55739080574	1.1142873684885365E10	3.9958822751282535E9	1.990237556690206E9	5.036056662014737E9	2.70362822358921E9	3.6334867190739525E10	3.1947412348046162	0.6889191228048573	8.872973113640815E-11	-334817.55739080574	-1427.590014042777
474000	-336245.6285658664	-1428.0219392323336	-334817.6066266341	9.513762267904882E9	3.3863934010178113E9	1.6847663119542773E9	4.2824686231053967E9	2.294476706629262E9	3.3660730628657585E10	3.1947412348046162	0.6889191228048573	1.065952229789039E-10	-334817.6066266341	-1417.4953401671692
475000	-336239.0788034507	-1422.5669970422746	-334816.5118064084	8.031492536355717E9	3.03425550023244E9	1.5150983683211794E9	3.866992644558335E9	2.0633342081907659E9	3.879333277543661E10	3.1947412348046162	0.6889191228048573	1.1953717806571202E-10	-334816.5118064084	-1411.7840073259765
476000	-336232.4022937293	-1414.9867174016583	-334817.41557632765	7.326376440832999E9	2.641959369880923E9	1.3150912068621686E9	3.3317396573336854E9	1.7656171804829187E9	3.4196874660763676E10	3.1947412348046162	0.6889191228048573	1.392265297489333E-10	-334817.41557632765	-1404.1775194202041
477000	-336230.1565512007	-1420.4152308602463	-334809.7413203405	7.854756310492625E9	2.951268242570504E9	1.4521243278818362E9	3.7046210107143574E9	1.996481325112609E9	3.517558012887325E10	3.1947412348046162	0.6889191228048573	1.2373275435297903E-10	-334809.7413203405	-1409.6956753447448
478000	-336243.36673880916	-1429.8534697663536	-334813.5132690428	9.44479644862749E9	3.5170216595974026E9	1.72538089160824E9	4.413304720190237E9	2.3911132964999566E9	3.753258024723195E10	3.1947412348046162	0.6889191228048573	1.0447528616685018E-10	-334813.5132690428	-1419.2380612960526
479000	-336239.18639569584	-1420.5124036506643	-334818.67399204517	8.487072296246275E9	2.9850066010135846E9	1.496768157496942E9	3.7260094332109466E9	1.9724841289404318E9	3.2230504452798973E10	3.1947412348046162	0.6889191228048573	1.2180456911813466E-10	-334818.67399204517	-1409.8959773422673
480000	-336211.9756125916	-1397.229390180772	-334814.7462224108	5.430383701129608E9	1.961950607989928E9	9.831579622549044E8	2.4461960822718406E9	1.296402257005279E9	2.0085954439999817E10	3.1947412348046162	0.6889191228048573	1.8617938612195986E-10	-334814.7462224108	-1386.6619879431973
481000	-336222.03943711985	-1402.308335332033	-334819.7311017878	5.79133375744154E9	2.1384332015323482E9	1.0721194920912066E9	2.663451339800617E9	1.4929566513607E9	2.1972218861149498E10	3.1947412348046162	0.6889191228048573	1.694260565774134E-10	-334819.7311017878	-1391.7453747739717
482000	-336167.3417791921	-1350.749141217794	-334816.5926379743	2.3453278831795406E9	8.741233750106424E8	4.272791822906123E8	1.0611089543540725E9	5.780125812515423E8	9.189631848957514E9	3.1947412348046162	0.6889191228048573	4.163964342634179E-10	-334816.5926379743	-1340.1595616954583
483000	-336165.75763843296	-1350.0473530573804	-334815.7102853756	2.2537874042902527E9	8.420754691483179E8	4.0846315097235996E8	1.0506070900180633E9	5.677572443857458E8	8.19646251681908E9	3.1947412348046162	0.6889191228048573	4.37455462794331E-10	-334815.7102853756	-1339.5228589591416
484000	-336159.9666247559	-1339.9779589719901	-334819.9886657839	2.0191699753837042E9	6.909610405966169E8	3.5237006071916854E8	8.762123179168241E8	4.6689461931287193E8	6.222687464531126E9	3.1947412348046162	0.6889191228048573	5.290693922815058E-10	-334819.9886657839	-1329.5390110992603
485000	-336134.7546205887	-1313.596800981731	-334821.15781960695	1.1580809874173663E9	4.371719239251031E8	2.2124555031112E8	5.501487888397496E8	2.98476120079029E8	5.239426958118657E9	3.1947412348046162	0.6889191228048573	8.28340922462343E-10	-334821.15781960695	-1302.8819859505309
486000	-336135.7111344578	-1319.187206223169	-334816.52392823464	1.3601799934470131E9	4.7921768568088984E8	2.4592523308195028E8	6.176290683497047E8	3.35623125336641E8	4.995926205915686E9	3.219403224287938	0.6889191228048573	7.590083676993513E-10	-334816.52392823464	-1308.5988014043214
487000	-336121.69967517146	-1318.9352644435044	-334802.76441072795	1.3254881249557288E9	4.8236150741862816E8	2.4759751159814948E8	6.01540465003805E8	3.374243318652683E8	4.903002917298939E9	3.219403224287938	0.7070901688352705	7.409752507351462E-10	-334802.76441072795	-1308.38965611998
488000	-336086.8421378235	-1280.3456544456405	-334806.4964833779	6.486209927665275E8	2.4319730144845444E8	1.224715988159661E8	3.049604537663066E8	1.6335333125574735E8	2.573357462280775E9	3.219403224287938	0.7070901688352705	1.4708428834810656E-9	-334806.4964833779	-1269.7597444709593
489000	-336173.72679846105	-1364.660934015367	-334809.0658644457	3.0053648067923956E9	1.0821755034296403E9	5.53791166531902E8	1.3885761769287047E9	7.345926029163307E8	1.0469894679108429E10	3.2199748710097973	0.7070901688352705	3.3437825130688974E-10	-334809.0658644457	-1354.1513714903372
490000	-336143.63808008464	-1336.7828600613773	-334806.85522002325	1.7895560843563564E9	6.706615326518334E8	3.332764544785352E8	8.477125564963734E8	4.5231464578717464E8	7.137032170645802E9	3.2199748710097973	0.7070901688352705	5.488603280381153E-10	-334806.85522002325	-1326.1614288890523
491000	-336126.04115961614	-1314.6333090628393	-334811.4078505533	1.2380785064195805E9	4.518852890158256E8	2.331259606561949E8	5.694458071065292E8	3.103057274092615E8	5.09198320598626E9	3.2199748710097973	0.7070901688352705	8.157054116763677E-10	-334811.4078505533	-1303.9536944676577
492000	-336151.97911298624	-1340.4254320500481	-334811.55368093617	1.8494142965122972E9	7.1911079986829E8	3.6265841349955225E8	9.068117503933954E8	4.825828038540895E8	7.839239706038612E9	3.178514910976388	0.7070901688352705	5.069333796987693E-10	-334811.55368093617	-1329.8038515199323
493000	-336156.76563781255	-1347.2170478156434	-334809.54858999694	2.1698534593776307E9	8.071128915209138E8	4.083500648638943E8	1.0337822741261647E9	5.471191531882296E8	8.980715505357817E9	3.178514910976388	0.7070901688352705	4.5208304922746996E-10	-334809.54858999694	-1336.5739287622116
494000	-336156.21403407666	-1341.4150356562545	-334814.7989984204	1.8960018953894732E9	6.93176838218919E8	3.562644622823058E8	8.782985173390654E8	4.817313333490099E8	9.631487902279032E9	3.178514910976388	0.7070901688352705	5.108529140426103E-10	-334814.7989984204	-1330.5798648454277
495000	-336115.67505303916	-1301.9727129273515	-334813.70234011183	9.834741985165188E8	3.534706304080255E8	1.8158689603621128E8	4.5488643651369005E8	2.4852826793491575E8	3.9346850820176005E9	3.178514910976388	0.7070901688352705	1.0150874540451225E-9	-334813.70234011183	-1291.3467872969798
496000	-336156.3089053916	-1337.6322218282737	-334818.67668356333	1.7863264797368195E9	6.336419568835618E8	3.2743884541095704E8	8.236162226469032E8	4.522551172267964E8	5.224353983859309E9	3.178514910976388	0.6896243428986455	5.616809709724808E-10	-334818.67668356333	-1327.3140001277884
497000	-336181.4387514197	-1361.1778054824267	-334820.2609459373	2.7788750719191813E9	9.884204551018721E8	5.251015275019219E8	1.2746144216709204E9	7.154756887550534E8	1.3134449025427483E10	3.178514910976388	0.6896243428986455	3.586060620272076E-10	-334820.2609459373	-1350.3859373036055
498000	-336207.5643010737	-1389.1208033453163	-334818.4434977284	4.67707990503935E9	1.6927936904172237E9	8.524538606218327E8	2.1418570735547726E9	1.1700494860152555E9	1.5260547691383583E10	3.247145837493061	0.6896243428986455	2.1313994332676178E-10	-334818.4434977284	-1378.6750111193292
499000	-336196.96627191023	-1374.9821957871468	-334821.9840761231	3.682159680244216E9	1.3043050018477657E9	6.596803260562917E8	1.6517193919038837E9	9.044528732279081E8	1.556037415829409E10	3.247145837493061	0.6896243428986455	2.75325216155201E-10	-334821.9840761231	-1364.2611988741987
500000	-336199.195986154	-1385.265002706623	-334813.9309834474	4.2423169816752887E9	1.5860465422991908E9	8.069031295890796E8	1.992756892766362E9	1.07945855868491E9	1.646172205657248E10	3.247145837493061	0.6896243428986455	2.2897074919976406E-10	-334813.9309834474	-1374.671869929589
501000	-336195.07547021064	-1379.1252214548945	-334815.95024875575	3.7889283446358232E9	1.3953697709083083E9	6.798549695460261E8	1.804681863174222E9	9.437980614279106E8	1.1583855226911167E10	3.247145837493061	0.6896243428986455	2.571054020057831E-10	-334815.95024875575	-1368.7677381795927
502000	-336224.4171983531	-1412.6607437603536	-334811.75645459275	7.042309842625527E9	2.6117490759570327E9	1.3188553069459732E9	3.3422819784726186E9	1.7328001734571428E9	3.041430112162441E10	3.247145837493061	0.6835769663645155	1.4419498567848673E-10	-334811.75645459275	-1401.9157012483274
503000	-336221.6112315821	-1400.2703459730094	-334821.3408856091	5.595478294717711E9	2.0802461684752388E9	1.0623807485134805E9	2.564937888342517E9	1.3926602657297857E9	2.509208340508929E10	3.247145837493061	0.6835769663645155	1.7875253100575299E-10	-334821.3408856091	-1389.503042942018
504000	-336209.8731118782	-1396.3372379472114	-334813.53587393096	5.344884155643753E9	1.9931432075328643E9	9.69171549384016E8	2.452987216641704E9	1.3189087378435857E9	2.012047243840385E10	3.247145837493061	0.6835769663645155	1.8648347597044804E-10	-334813.53587393096	-1385.7484515312067
505000	-336203.48835051205	-1391.876290116903	-334811.6120603951	4.754211646417033E9	1.7677115379889836E9	8.94981605042297E8	2.2566837660991817E9	1.2299271743866162E9	1.8767486513822037E10	3.181094668712268	0.6835769663645155	2.0407331624400536E-10	-334811.6120603951	-1381.2898231596928
506000	-336208.86778480886	-1398.1889161604138	-334810.6788686484	5.491024649693164E9	1.9770545688447871E9	1.0056852085970985E9	2.5239338287512226E9	1.3496438602273433E9	2.17527517629985E10	3.181094668712268	0.6835769663645155	1.797228586433865E-10	-334810.6788686484	-1387.5817711368331
507000	-336210.3057642572	-1394.9076262684555	-334815.39813798876	4.949694781686243E9	1.8993122440286257E9	9.365308150787592E8	2.3706940799294057E9	1.2741070414953535E9	1.8031625530629547E10	3.181094668712268	0.6841556242302514	1.8796976524653235E-10	-334815.39813798876	-1384.443274050666
508000	-336154.3628810741	-1342.1045457712182	-334812.2583353029	2.0696924453406801E9	7.246266175510381E8	3.632875677395555E8	8.944217544009463E8	4.942642721409201E8	6.509469345260989E9	3.2014262824532977	0.6841556242302514	4.986097412718764E-10	-334812.2583353029	-1331.67747064384
509000	-336117.907340417	-1302.1817605559504	-334815.725579861	9.662693237273227E8	3.626727728475922E8	1.8412179447638103E8	4.4480490507051224E8	2.4631579174406555E8	3.8989965300731277E9	3.2014262824532977	0.6841556242302514	9.95619187167802E-10	-334815.725579861	-1291.5763745546465
510000	-336125.6640112891	-1301.5759459854587	-334824.08806530363	9.662152468267276E8	3.476817842373658E8	1.8109703500043193E8	4.3598649619605637E8	2.4934722147735387E8	4.0280961849809146E9	3.2014262824532977	0.6841556242302514	1.02532848409696E-9	-334824.08806530363	-1290.9086112837595
511000	-336101.0032112101	-1287.4037174880698	-334813.599493722	7.591463559973786E8	2.697514219351394E8	1.410945853679697E8	3.4243003252055144E8	1.922936274395411E8	2.6797462670722675E9	3.2014262824532977	0.6841556242302514	1.3320887672496412E-9	-334813.599493722	-1276.8824810831993
512000	-336097.3211308138	-1279.201564263553	-334818.11956655025	6.636225340733807E8	2.3961595556254408E8	1.1964729886071008E8	2.9897637845156246E8	1.6527654990555534E8	2.645859930717746E9	3.248334516277644	0.6841556242302514	1.562582470264337E-9	-334818.11956655025	-1268.5174850840529
513000	-336020.3827276724	-1210.0912440320853	-334810.2914836403	1.9163460355550432E8	6.880841256778668E7	3.578249703437158E7	8.747692965273635E7	4.7991336995727636E7	7.356114002837598E8	3.248334516277644	0.6839446973935791	5.267061641399494E-9	-334810.2914836403	-1199.4732966402808
514000	-336042.5543409626	-1231.9552016472985	-334810.5991393153	2.7200994679796636E8	1.0045543417778558E8	5.223992447161821E7	1.2772722574174741E8	7.006397059267776E7	1.2353462889928236E9	3.248334516277644	0.6839446973935791	3.531076969189255E-9	-334810.5991393153	-1221.2183194995303
515000	-336046.6295768148	-1240.2105348151463	-334806.4190419997	3.1529569290628177E8	1.1663737140445481E8	6.048521512206833E7	1.4849627021981996E8	8.097515569308892E7	1.3885681117776072E9	3.248334516277644	0.6839446973935791	3.089162403429272E-9	-334806.4190419997	-1229.4903001379196
516000	-336076.9755198661	-1261.7967780285965	-334815.1787418375	4.769472849927921E8	1.651161513335169E8	8.642451097055137E7	2.0734514299930316E8	1.1504638070179579E8	2.352177137333086E9	3.248334516277644	0.6765336093183341	2.15647402315213E-9	-334815.1787418375	-1250.9085411620758
517000	-336073.2065630388	-1246.4374033286376	-334826.76915971015	3.598796600599245E8	1.284821781163014E8	6.619483416174778E7	1.671546507493612E8	8.942950496637662E7	1.5477631279623806E9	3.248334516277644	0.6765336093183341	2.739457484667572E-9	-334826.76915971015	-1235.72865093157
518000	-336053.222781832	-1226.29042241727	-334826.9323594147	2.6713593961773568E8	9.142835617732656E7	4.740415615932922E7	1.1545165920787333E8	6.3221277031970814E7	1.1304270073623013E9	3.248334516277644	0.6765336093183341	3.996161324140807E-9	-334826.9323594147	-1215.518688567032
519000	-336032.4148135288	-1216.5104987411337	-334815.9043147877	2.198244091994829E8	7.61398714646408E7	3.922315783698659E7	9.734009574127851E7	5.330339296464833E7	9.393279777809398E8	3.248334516277644	0.6995830341797764	4.823303615972434E-9	-334815.9043147877	-1205.7360141769564
520000	-336027.556091543	-1216.5436173072296	-334811.0124742358	2.1158227481482643E8	7.665676851898623E7	3.966492616257116E7	9.80009165148168E7	5.366525812517514E7	7.461602364106787E8	3.248334516277644	0.6995830341797764	4.766463769138359E-9	-334811.0124742358	-1206.0111996287358
521000	-336053.67945130385	-1232.4466831057248	-334821.2327681981	2.755215900120873E8	1.0344679144388188E8	5.0851335617761485E7	1.3056510561696629E8	7.149739353729296E7	9.657450920187037E8	3.248334516277644	0.6919445969755879	3.5538749686872804E-9	-334821.2327681981	-1221.949578445973
522000	-336033.1182180644	-1216.8080141033843	-334816.31020396104	2.1567774081792757E8	7.74177793881785E7	3.969464079991599E7	9.776250123304686E7	5.353470202333258E7	9.172915671628957E8	3.248334516277644	0.6919445969755879	4.6691059551009476E-9	-334816.31020396104	-1206.0897278524342
523000	-336031.76948612835	-1217.5286383601374	-334814.2408477682	2.185504504652957E8	7.872912444413681E7	4.0367010523930065E7	1.0076278961706077E8	5.4845135350909315E7	8.12725576512945E8	3.248334516277644	0.6919445969755879	4.592578807954607E-9	-334814.2408477682	-1206.947893365287
524000	-336054.46435949486	-1240.3613647680122	-334814.10299472685	3.0972850813116634E8	1.1942984364112268E8	6.112251232142866E7	1.4886447262318978E8	8.205200694206528E7	1.0825973256524723E9	3.248334516277644	0.6919445969755879	3.06976776948106E-9	-334814.10299472685	-1229.8963318621068
525000	-336068.0831602617	-1254.834305498056	-334813.24885476363	4.2284275138091177E8	1.5439382749753374E8	7.677273500865616E7	1.9655034684548503E8	1.0551221041622056E8	1.7316045881857982E9	3.248334516277644	0.6919445969755879	2.347889892492404E-9	-334813.24885476363	-1244.1674040129792
526000	-336097.4840153035	-1279.1926707473017	-334818.2913445562	6.467721557492994E8	2.3480304222935364E8	1.1794781057969004E8	2.9818290318212533E8	1.5909897704769737E8	2.8861797309371233E9	3.248334516277644	0.6919445969755879	1.554082548904607E-9	-334818.2913445562	-1268.4271030174973
527000	-336128.50463267806	-1310.5623138346573	-334817.9423188434	1.1745307366840823E9	4.179409045246393E8	2.1300018895458916E8	5.128886570933E8	2.8762709847751683E8	3.9244133769948754E9	3.248334516277644	0.6919445969755879	8.757730697381986E-10	-334817.9423188434	-1300.0624230697028
528000	-336141.7146080961	-1327.4482565627516	-334814.26635153336	1.557071491912941E9	5.624872312438939E8	2.8587136808107257E8	7.096511696579984E8	3.76844561268912E8	5.246852200291649E9	3.211877692272809	0.6919445969755879	6.448613638134183E-10	-334814.26635153336	-1316.9762526783722
529000	-336144.0657858716	-1327.5268732620132	-334816.53891260957	1.6017801210495498E9	5.596019245702987E8	2.813857474651276E8	7.004159822708211E8	3.882197566676101E8	6.919418532834761E9	3.2700152792964996	0.6919445969755879	6.423602878828301E-10	-334816.53891260957	-1316.7620905042468
530000	-336157.91123677965	-1338.8007288969654	-334819.11050788267	1.828991561831848E9	6.818971395846709E8	3.471595203482047E8	8.637336207641995E8	4.7634459389808625E8	6.769918195676485E9	3.1693931632251435	0.6919445969755879	5.218132357487643E-10	-334819.11050788267	-1328.3000589958554
531000	-336168.9816655018	-1347.4952951251626	-334821.4863703766	2.1841274293144703E9	7.960307960934575E8	4.0701730117985606E8	1.036909924143397E9	5.51084129865828E8	6.907156085917779E9	3.1693931632251435	0.6967308862980551	4.5403970433635966E-10	-334821.4863703766	-1337.113542203622
532000	-336129.50174598134	-1315.9222360704414	-334813.5795099109	1.2387008410205944E9	4.493848712694679E8	2.282807191340658E8	5.817957813015126E8	3.077621308299773E8	5.845908363037398E9	3.1693931632251435	0.6967308862980551	8.191075002340449E-10	-334813.5795099109	-1305.1178584917945
533000	-336131.4908741406	-1312.6120517061388	-334818.87882243446	1.1943724439903183E9	4.388011583937183E8	2.129108382754258E8	5.647393735057803E8	2.9310485135098785E8	4.913245699647483E9	3.1693931632251435	0.6967308862980551	8.365796972976972E-10	-334818.87882243446	-1301.9603960058728
534000	-336120.44963571173	-1308.1802580644742	-334812.26937764726	1.0892722564478097E9	4.0176190459625417E8	2.0216208757923836E8	5.071441259515871E8	2.7006925374421984E8	4.396547658681133E9	3.1693931632251435	0.6967308862980551	9.001903099521147E-10	-334812.26937764726	-1297.5665063948645
535000	-336123.6609858582	-1312.1694963039902	-334811.4914895542	1.179627139810661E9	4.341264936515577E8	2.1391004917922324E8	5.536318389221799E8	2.9038730641781247E8	4.665078473703867E9	3.1693931632251435	0.6967308862980551	8.465343438251286E-10	-334811.4914895542	-1301.55785355708
536000	-336121.4366679252	-1302.8879394923017	-334818.5487284329	9.690717003107145E8	3.679902357792019E8	1.8132228874329746E8	4.560701965786201E8	2.4576638580655754E8	3.7265325797367673E9	3.1693931632251435	0.6967308862980551	9.846467027161219E-10	-334818.5487284329	-1292.3499422083821
537000	-336146.43614294013	-1331.4229278043333	-334815.0132151358	1.7180134313395503E9	5.860015981763735E8	3.098062215430836E8	7.472561842269483E8	4.097858962419207E8	6.808215175457776E9	3.1693931632251435	0.6967308862980551	5.985185611338759E-10	-334815.0132151358	-1320.7796062581479
538000	-336129.0378366211	-1304.9593221162852	-334824.0785145048	1.0353850151292347E9	3.7031606245272386E8	1.8743764708998045E8	4.652418099785902E8	2.4548463533959702E8	3.1421580094433875E9	3.1693931632251435	0.6967308862980551	9.875144170130244E-10	-334824.0785145048	-1294.588987913776
539000	-336088.266708264	-1267.0867097222088	-334821.1799985418	5.123957474031099E8	1.867496425253966E8	9.444506405630553E7	2.352134674442876E8	1.2408705993269366E8	1.5965451070444648E9	3.1693931632251435	0.6967308862980551	1.9564719953776244E-9	-334821.1799985418	-1256.7104200365254
540000	-336085.5096091654	-1270.9162822342391	-334814.5933269312	5.452977977577024E8	2.0530256603449586E8	1.0453970415495124E8	2.5903319970733646E8	1.3722974466749918E8	2.3378532366975408E9	3.1693931632251435	0.6967308862980551	1.7517014578818847E-9	-334814.5933269312	-1260.2690461633895
541000	-336091.1976365242	-1276.1412630044706	-334815.05637351976	6.161973770710646E8	2.2848884423739535E8	1.1316182675109348E8	2.921740574918268E8	1.5092846948336133E8	2.2355458615605273E9	3.1731331102365026	0.6967308862980551	1.614623347679707E-9	-334815.05637351976	-1265.618883316841
542000	-336103.6362276033	-1289.3489965760134	-334814.28723102727	7.531238770230072E8	2.8177129336039895E8	1.47007982936303E8	3.5988463440392005E8	1.9881549593611556E8	3.13518060782563E9	3.1731331102365026	0.6967308862980551	1.2762677618106842E-9	-334814.28723102727	-1278.723342076348
543000	-336139.944567614	-1312.2538546999444	-334827.69071291405	1.1643932155809264E9	4.2281508640985274E8	2.216585833046761E8	5.2817987282558274E8	2.983660375431091E8	4.267744500194832E9	3.1731331102365026	0.6967308862980551	8.467163733349512E-10	-334827.69071291405	-1301.7297206940452
544000	-336139.9092349336	-1329.6724096696717	-334810.23682526394	1.6185205408185813E9	5.703212284431448E8	2.9892848501168275E8	7.277118401333165E8	4.0487566449092495E8	7.132742947178211E9	3.1731331102365026	0.6967308862980551	6.11273141773362E-10	-334810.23682526394	-1318.9601613224224
545000	-336126.74564337224	-1314.6148425170315	-334812.13080085523	1.1898889060868847E9	4.291583656232744E8	2.2083881438268533E8	5.47291663212228E8	2.9748194248224527E8	5.793619198260217E9	3.1731331102365026	0.6967308862980551	8.451644175205024E-10	-334812.13080085523	-1303.7868695633103
546000	-336147.36187420087	-1330.0415872846045	-334817.3202869163	1.6423763368385837E9	5.923603317272785E8	3.0103313817506653E8	7.426420816249005E8	3.9755127549207854E8	6.704475023756494E9	3.1731331102365026	0.6925455200102775	6.177918541730486E-10	-334817.3202869163	-1319.3806624977794
547000	-336167.7538937135	-1354.5612062715647	-334813.19268744194	2.4634896740870976E9	9.162687632881346E8	4.67799488306915E8	1.1496147825951197E9	6.332839760245821E8	9.71160949181044E9	3.1731331102365026	0.6925455200102775	3.916239835967025E-10	-334813.19268744194	-1343.9851282693185
548000	-336209.6940631723	-1387.9805532000412	-334821.71350997227	4.201695706371161E9	1.5657113656675763E9	8.027096906372713E8	1.993071554513122E9	1.0912412376734223E9	2.3491502835457005E10	3.1731331102365026	0.6925455200102775	2.3081251411805852E-10	-334821.71350997227	-1377.0493261519175
549000	-336214.4965499522	-1387.538481718282	-334826.9580682339	4.535781125547724E9	1.6462163736287549E9	8.195670766523823E8	2.0435662561912892E9	1.1433425623141415E9	1.5153819698451708E10	3.1733951460924748	0.6925455200102775	2.2212923625243493E-10	-334826.9580682339	-1377.0838581135426
550000	-336177.93150291743	-1355.439805420678	-334822.49169749673	2.4839678629715314E9	9.35409433005035E8	4.691683587057225E8	1.1585986103305683E9	6.39421975912231E8	9.999541223837795E9	3.1733951460924748	0.6925455200102775	3.857659859640851E-10	-334822.49169749673	-1344.8494756248078
551000	-336167.90293592506	-1352.1440574879418	-334815.7588784371	2.426140527572121E9	8.686018707625073E8	4.411358517825685E8	1.094665444130892E9	5.901939561473105E8	1.0501647678374382E10	3.1733951460924748	0.6925455200102775	4.145697846728155E-10	-334815.7588784371	-1341.4327963627368
552000	-336149.39615629794	-1336.5355082123308	-334812.8606480856	1.6995241384439218E9	6.28985620558824E8	3.187186325522325E8	7.916404376651435E8	4.216902309947548E8	9.404406194465727E9	3.1841866513195747	0.6925455200102775	5.749768717455304E-10	-334812.8606480856	-1325.6041046447529
553000	-336153.45438897406	-1328.3330912696051	-334825.12129770446	1.4731171975126448E9	5.704531179817712E8	2.997668961239572E8	7.179945962883897E8	3.849801947861282E8	6.898591984901718E9	3.1841866513195747	0.6925455200102775	6.46945360761418E-10	-334825.12129770446	-1317.5937346031112
554000	-336136.10937457613	-1322.0339887323512	-334814.07538584375	1.4155241401626773E9	5.0995389111884373E8	2.5872116298589125E8	6.401224836013262E8	3.441512407355269E8	6.010683992488827E9	3.1841866513195747	0.6925455200102775	7.110313526573805E-10	-334814.07538584375	-1311.3380506154274
555000	-336187.2567813402	-1370.5280623882754	-334816.7287189519	3.279824559446649E9	1.1921380581449065E9	5.988115762059581E8	1.5142552740632436E9	8.455914284967571E8	1.5017948144150236E10	3.1841866513195747	0.6925455200102775	3.07704410972113E-10	-334816.7287189519	-1359.7531561246926
556000	-336182.4877786165	-1359.3732098892992	-334823.1145687272	2.6669897436715264E9	9.836806894957175E8	5.131238200205528E8	1.196622158316865E9	7.024418446499901E8	1.149715928076635E10	3.1841866513195747	0.6925455200102775	3.659535827632222E-10	-334823.1145687272	-1348.6922561507874
557000	-336212.7608400043	-1378.9769007059854	-334833.7839392983	3.7899278687878866E9	1.385813076784024E9	7.124082142790687E8	1.7220402242105682E9	9.996708816730713E8	1.6213648189704805E10	3.1841866513195747	0.6925455200102775	2.5882365304251445E-10	-334833.7839392983	-1368.2982067741125
558000	-336153.86380709556	-1330.2954665743268	-334823.56834052125	1.6070409496091838E9	5.83832058609221E8	2.982746638439739E8	7.129957604856324E8	4.170228150086155E8	5.465768408546543E9	3.1841866513195747	0.7099436949502954	6.115883260957288E-10	-334823.56834052125	-1319.8450687732561
559000	-336120.33802920557	-1303.2306056556497	-334817.1074235499	9.953594286471429E8	3.586613880892985E8	1.915233216899449E8	4.4873723551663035E8	2.451277252519751E8	3.4226894223028355E9	3.1841866513195747	0.7099436949502954	9.920816482123955E-10	-334817.1074235499	-1292.765023670751
560000	-336125.0359262295	-1307.209368459881	-334817.8265577696	1.0323214475401479E9	3.972550496206265E8	2.001931560966316E8	4.934176584224372E8	2.7079380995593E8	4.463442198221235E9	3.1841866513195747	0.7099436949502954	9.407916083080423E-10	-334817.8265577696	-1296.5313235055823
561000	-336111.94710889226	-1299.5334732097563	-334812.4136356825	9.239448922821565E8	3.444906045300513E8	1.761604859859547E8	4.388803359191031E8	2.3806173031369555E8	3.583096637882387E9	3.1841866513195747	0.7099436949502954	1.066342352043645E-9	-334812.4136356825	-1288.9499783244398
562000	-336143.0118406723	-1325.539156944328	-334817.472683728	1.434142809008543E9	5.573225725502722E8	2.7996076394863415E8	6.831982637008338E8	3.7899824773092186E8	5.441814512369016E9	3.1841866513195747	0.7099436949502954	6.644274732691724E-10	-334817.472683728	-1315.0103678304395
563000	-336137.00335953676	-1328.3848166946661	-334808.6185428421	1.5328798192859943E9	5.755322194619809E8	2.9894083667589885E8	7.236069656189942E8	4.006029028202883E8	5.551012573006334E9	3.2216110884546225	0.6942054530912444	6.384264008981146E-10	-334808.6185428421	-1317.8631277849654
564000	-336130.2395466792	-1311.0732882630066	-334819.1662584162	1.183367544842043E9	4.306628025974486E8	2.080054138514837E8	5.294264819162826E8	2.8696318125769824E8	4.746932616413861E9	3.2216110884546225	0.6792503952079886	8.55467332480911E-10	-334819.1662584162	-1300.4157321997934
