# BEAST v1.6.1, Build r3651
# Generated Wed Jan 06 01:39:04 EST 2016 [seed=1452062334603]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(HIV-1)	tmrca(HIV-2)	tmrca(SIV-cpz)	tmrca(SIV-smm)	constant.popSize	kappa	alpha	clock.rate	treeLikelihood	coalescent
3522000	-336308.6185377002	-1490.915882468726	-334817.70265523146	2.783122536281681E10	1.0522753540118793E10	5.325776319823148E9	1.3023882827643806E10	7.208872367231621E9	1.0502918144073105E11	3.1955704000503355	0.7006402598633207	3.48364700880043E-11	-334817.70265523146	-1480.3683462112338
3523000	-336302.22217656457	-1490.522842737594	-334811.69933382695	2.8601426102132896E10	1.0414365033688469E10	5.29695789043599E9	1.291039040146508E10	7.128762259193934E9	1.1523975884527551E11	3.1955704000503355	0.7006402598633207	3.449423849355732E-11	-334811.69933382695	-1479.8923925391784
3524000	-336311.4021986205	-1507.845942558885	-334803.5562560616	3.912266127913889E10	1.4230410032816349E10	7.229229754089753E9	1.7645758819283024E10	9.723605231324324E9	1.566612274765486E11	3.1955704000503355	0.7006402598633207	2.5657865502307938E-11	-334803.5562560616	-1497.2040676867477
3525000	-336339.3676717341	-1534.1595204705618	-334805.20815126353	6.088104011718213E10	2.266030379675018E10	1.152523046846168E10	2.8297713342064983E10	1.549659084045384E10	2.2691630947427655E11	3.1955704000503355	0.7006402598633207	1.6361595592906583E-11	-334805.20815126353	-1523.5966134188618
3526000	-336389.37610988464	-1582.3233369529542	-334807.0527729317	1.4164733296686218E11	5.454463275327765E10	2.7290083694370155E10	6.68641508759965E10	3.66413617896457E10	5.463594022950112E11	3.1955704000503355	0.7006402598633207	6.776336591836799E-12	-334807.0527729317	-1571.7623528909537
3527000	-336409.7838316085	-1600.168976563131	-334809.61485504534	1.9697117514206586E11	7.475947001321758E10	3.708451646147633E10	9.168336205748195E10	5.026422087806294E10	7.330574518329248E11	3.1955704000503355	0.7006402598633207	4.9669666787898704E-12	-334809.61485504534	-1589.6243621037866
3528000	-336448.4737639097	-1643.432815721559	-334805.04094818817	4.228064205391021E11	1.6093584642699368E11	7.980969934878621E10	1.9735237414010825E11	1.0819936259999922E11	1.4508198288726536E12	3.1955704000503355	0.7006402598633207	2.2960685004477873E-12	-334805.04094818817	-1632.9763806690735
3529000	-336456.49909115647	-1645.6675671040666	-334810.8315240524	4.3656154078613257E11	1.6439108925676776E11	8.272221466688794E10	2.044995049901013E11	1.1211849941292801E11	1.4726377512366194E12	3.1955704000503355	0.7007790547856955	2.2002940521994377E-12	-334810.8315240524	-1635.2387703599406
3530000	-336413.8850056237	-1600.2021374902308	-334813.6828681335	2.0257039033949136E11	7.376304549673586E10	3.645111311705193E10	9.174395108716995E10	4.970250971839598E10	7.053081641635602E11	3.1812604708443613	0.7007790547856955	4.971158997737178E-12	-334813.6828681335	-1589.7002157648433
3531000	-336411.7967729305	-1588.4871464519103	-334823.3096264786	1.6548958650635577E11	5.99731389663242E10	2.962378405008078E10	7.458842305284706E10	4.041552160262136E10	6.320130333574106E11	3.1812604708443613	0.7007790547856955	5.980382084829969E-12	-334823.3096264786	-1577.910302913187
3532000	-336368.6902646302	-1550.2555562651069	-334818.43470836506	8.250514658753728E10	3.004044009806019E10	1.4825913539250587E10	3.740324200559924E10	2.0242129113216663E10	2.7722881389139374E11	3.1812604708443613	0.7007790547856955	1.2031006762910345E-11	-334818.43470836506	-1539.804475782873
3533000	-336352.7053877439	-1538.3479459330451	-334814.35744181083	6.596907189510686E10	2.42037551290819E10	1.1842273692307034E10	3.039549264536767E10	1.643492622833078E10	2.3972016186610886E11	3.1812604708443613	0.7007790547856955	1.480680969988881E-11	-334814.35744181083	-1527.834844032466
3534000	-336385.0326531956	-1568.4317933772343	-334816.6008598184	1.0915117197756293E11	4.132600932766145E10	2.0234542343154953E10	5.2579161903409515E10	2.8097108463356747E10	4.050026580949906E11	3.1812604708443613	0.7040980275181559	8.757900674924823E-12	-334816.6008598184	-1557.9188759287902
3535000	-336331.32458166947	-1515.3284383578675	-334815.9961433116	4.458573698442127E10	1.590860791205056E10	7.82011631433419E9	2.026229200800192E10	1.0841101266048939E10	1.9490537788968735E11	3.1812604708443613	0.6681531445244184	2.2741119336111213E-11	-334815.9961433116	-1504.5936360758963
3536000	-336321.70328218513	-1508.4563478508474	-334813.2469343343	3.668050861524019E10	1.4051152019670807E10	7.100357285548827E9	1.7864912665425743E10	9.579522173705236E9	1.746990327188402E11	3.1812604708443613	0.6681531445244184	2.5587714773629092E-11	-334813.2469343343	-1497.7131753910921
3537000	-336308.07414865156	-1494.5316294714846	-334813.5425191801	3.010686122705173E10	1.1277778677142498E10	5.54686920706103E9	1.3916857626444994E10	7.473580676277916E9	9.809244888948094E10	3.1812604708443613	0.6681531445244184	3.245918578068185E-11	-334813.5425191801	-1484.127978039818
3538000	-336285.36739023484	-1477.9733355499948	-334807.39405468485	2.2494879439480385E10	8.364756909495417E9	4.118947643419703E9	1.0342920061312244E10	5.663935412828801E9	1.0212386935594081E11	3.1812604708443613	0.6898317072055938	4.386601854276892E-11	-334807.39405468485	-1467.2285527056138
3539000	-336259.26102019014	-1446.102615182253	-334813.1584050079	1.274828462781156E10	4.757309685295458E9	2.3241432514282837E9	5.853148999878194E9	3.2129597428738284E9	5.732479468434172E10	3.2319808103918843	0.6869884392379575	7.883934405326534E-11	-334813.1584050079	-1435.3321096906454
3540000	-336263.8866282596	-1446.7647473728991	-334817.1218808867	1.2879633764813892E10	4.680271395782614E9	2.4260192870103106E9	5.986679303609271E9	3.2444743872059E9	4.441644741330864E10	3.2319808103918843	0.6869884392379575	7.592076207469138E-11	-334817.1218808867	-1436.2870495385316
3541000	-336259.7382768398	-1439.19893248595	-334820.53934435383	1.1612053909786306E10	4.1256452522195554E9	2.1138969267852242E9	5.185247963646097E9	2.856815942533268E9	4.1077075522384094E10	3.2255615137201348	0.6869884392379575	8.742891981873703E-11	-334820.53934435383	-1428.6606066468985
3542000	-336239.37500869966	-1428.4175592413596	-334810.9574494583	9.232891418244371E9	3.4065172598976927E9	1.7571451661939287E9	4.383432845877312E9	2.3470841764262066E9	3.582170702043237E10	3.2255615137201348	0.6869884392379575	1.0635781344281566E-10	-334810.9574494583	-1417.8203426371183
3543000	-336255.6545755225	-1442.4194854232458	-334813.2350900993	1.1752290025974648E10	4.339979138194503E9	2.2032071070562086E9	5.510568406200091E9	2.9457615898298044E9	3.671700918529514E10	3.2255615137201348	0.6869884392379575	8.470543841248593E-11	-334813.2350900993	-1432.0249843281288
3544000	-336240.09157687257	-1422.4066957549198	-334817.68488111766	8.527882059535153E9	3.094083955432824E9	1.5303636646218264E9	3.854534341815034E9	2.1163762038733127E9	3.570412159187466E10	3.2255615137201348	0.6869884392379575	1.1903104289471978E-10	-334817.68488111766	-1411.70030432846
3545000	-336220.3544801443	-1406.660035290328	-334813.6944448539	6.003526460807013E9	2.27881263643926E9	1.159040041894364E9	2.8715804879348044E9	1.5767104782331614E9	2.848158089704804E10	3.2255615137201348	0.6869884392379575	1.61157783175052E-10	-334813.6944448539	-1395.8769558212493
3546000	-336213.422039888	-1392.41707210765	-334821.0049677803	4.937026508506503E9	1.7835019477134836E9	9.10837122903908E8	2.248950688468514E9	1.2383066745096889E9	1.7159907009425531E10	3.2255615137201348	0.6869884392379575	2.0366973427884105E-10	-334821.0049677803	-1381.9067928458974
3547000	-336223.0694924641	-1411.3283526670325	-334811.7411397971	6.646225687858504E9	2.4728856126058855E9	1.258028844884021E9	3.108230678014201E9	1.6792402543936398E9	2.0021378581550766E10	3.1955758441503668	0.6875793632873707	1.482088703499183E-10	-334811.7411397971	-1400.991742349626
3548000	-336283.77046817966	-1463.2624212804608	-334820.5080468992	1.6545485377708246E10	6.353256972662313E9	3.2542743588493395E9	7.956046990403243E9	4.2785922864374647E9	7.779391935824686E10	3.1955758441503668	0.6875793632873707	5.764747862316191E-11	-334820.5080468992	-1452.5118801031156
3549000	-336262.2505808118	-1446.2449783845907	-334816.00560242723	1.3352882856730175E10	4.72779619227187E9	2.3986700182301693E9	5.937460349619498E9	3.1523644341470785E9	5.6069595700692245E10	3.1955758441503668	0.6875793632873707	7.71576090186307E-11	-334816.00560242723	-1435.5306945918041
3550000	-336265.41689646017	-1452.8128537892696	-334812.6040426709	1.4457285326391521E10	5.159313412450635E9	2.6345019215246162E9	6.490624256466927E9	3.4511308274089546E9	7.02727815623005E10	3.1955758441503668	0.6875793632873707	7.118230146899558E-11	-334812.6040426709	-1441.9533045292399
3551000	-336219.0367226025	-1403.913475780487	-334815.123246822	6.010563117418725E9	2.151329533195646E9	1.0978073426593666E9	2.7347861761826816E9	1.4448139755084426E9	2.8842692013608673E10	3.1955758441503668	0.6875793632873707	1.6975381549662745E-10	-334815.123246822	-1393.0762184920256
3552000	-336253.1239204186	-1434.6223428566527	-334818.50157756195	1.0319440896379229E10	3.79441767645634E9	1.8934847201837258E9	4.726326887828921E9	2.558859842131531E9	3.460953097833669E10	3.1955758441503668	0.6904695103106581	9.633475301771502E-11	-334818.50157756195	-1424.168766700059
3553000	-336225.6641664757	-1413.3311355304036	-334812.3330309453	6.728428488032078E9	2.633212619835039E9	1.3172487980373094E9	3.269655377707634E9	1.796300118366196E9	2.8565411244553577E10	3.1865212138228616	0.6904695103106581	1.4019002738718503E-10	-334812.3330309453	-1402.6978260618546
3554000	-336248.30038874503	-1436.3450894416958	-334811.95529930334	1.0590704302729807E10	4.0138427594550214E9	2.0192878784643848E9	4.983218091972276E9	2.7122255772700405E9	4.058827706654269E10	3.1865212138228616	0.6904695103106581	9.15892711511407E-11	-334811.95529930334	-1425.785756297694
3555000	-336234.60794791515	-1421.9035103697836	-334812.7044375454	8.20131861578689E9	3.0798616823544846E9	1.561188918888883E9	3.7647896195296264E9	2.099470104813774E9	3.309980510200359E10	3.1865212138228616	0.6904695103106581	1.2073951530655712E-10	-334812.7044375454	-1411.2720841142504
3556000	-336253.0809494955	-1434.8030669047603	-334818.2778825907	1.0598459272016006E10	3.8383395756332893E9	1.9278498017627227E9	4.71681927286258E9	2.637616853167169E9	4.135884167046617E10	3.1865212138228616	0.6904695103106581	9.462909001026811E-11	-334818.2778825907	-1424.1923086739578
3557000	-336245.6042758291	-1421.125115968636	-334824.47915986046	8.154305173858811E9	2.9465238010321E9	1.4872835975538585E9	3.5858823011497517E9	1.9868214173781743E9	3.746774084237619E10	3.1865212138228616	0.6904695103106581	1.2118769339804921E-10	-334824.47915986046	-1410.3660354239744
3558000	-336263.21379904903	-1447.8628602853726	-334815.35093876364	1.3219668512924458E10	4.831149116017998E9	2.4516975997489057E9	6.154665970833412E9	3.267489427904652E9	4.821013074530429E10	3.1865212138228616	0.6904695103106581	7.350227071281585E-11	-334815.35093876364	-1437.3512150836893
3559000	-336268.59196703386	-1452.010504173072	-334816.5814628608	1.4188296579781528E10	5.160023627298268E9	2.6230414743310943E9	6.596400169842167E9	3.517198932584166E9	4.878918863501868E10	3.1865212138228616	0.694868043810174	7.145710993529924E-11	-334816.5814628608	-1441.5151100800838
3560000	-336250.85387973697	-1437.4367048904803	-334813.4171748465	1.033228155641319E10	3.9855681885540776E9	2.004809756512817E9	5.049273161818073E9	2.6843491689906955E9	3.634553755417941E10	3.1865212138228616	0.694868043810174	9.073384581427193E-11	-334813.4171748465	-1426.9971539002593
3561000	-336290.9019828399	-1475.0267015238728	-334815.87528131605	2.1095398565416203E10	7.744500092081254E9	3.922631000054187E9	9.817427577698423E9	5.266316414555019E9	7.015629379710165E10	3.1865212138228616	0.694868043810174	4.621911016526408E-11	-334815.87528131605	-1464.6033590052864
3562000	-336361.29046886927	-1543.1331448416904	-334818.15732402756	7.30060181739826E10	2.635447602471041E10	1.3359084124839886E10	3.3530751810054775E10	1.7930314674853504E10	2.5758827678427243E11	3.1865212138228616	0.694868043810174	1.3904001521857973E-11	-334818.15732402756	-1532.609180818794
3563000	-336381.39922950376	-1567.3389310539258	-334814.0602984498	1.1304802043181276E11	4.124155872257006E10	2.0455916742106953E10	5.122037845900656E10	2.7669564752288216E10	3.973815929702195E11	3.1865212138228616	0.6953755279038011	8.850097732907815E-12	-334814.0602984498	-1556.8327289320234
3564000	-336396.7793343147	-1582.3702582392186	-334814.4090760755	1.3903109525787222E11	5.392294169226112E10	2.6744275417680786E10	6.6274634582112656E10	3.61688855831358E10	5.73121832341787E11	3.1865212138228616	0.6953755279038011	6.759426128441614E-12	-334814.4090760755	-1571.767075829222
3565000	-336389.41239600425	-1581.9370165817322	-334807.47537942254	1.453545670057078E11	5.2014609358007126E10	2.641314740762627E10	6.544006941661809E10	3.570249130868578E10	6.129736796733134E11	3.1865212138228616	0.6953755279038011	6.817308497833648E-12	-334807.47537942254	-1571.258092265045
3566000	-336386.85602498945	-1577.8231263382393	-334809.0328986512	1.3514908093402124E11	4.970090202498332E10	2.4688574886899784E10	6.117995458470146E10	3.379346223594047E10	5.3506461928709564E11	3.1865212138228616	0.6953755279038011	7.255570552184705E-12	-334809.0328986512	-1567.217894020808
3567000	-336360.19999831775	-1552.8713027950987	-334807.3286955227	8.625811743435875E10	3.120486250764959E10	1.5474543147247095E10	3.842109296384411E10	2.122260251024442E10	2.6852884785024066E11	3.1897314419580223	0.6953755279038011	1.1660143843083683E-11	-334807.3286955227	-1542.4804573902773
3568000	-336312.4647516443	-1502.1242000271898	-334810.3405516171	3.3408703387490726E10	1.271375511403649E10	6.464044912354288E9	1.5667122673984821E10	8.657051916989048E9	1.5136293004420706E11	3.210118189697219	0.6953755279038011	2.8596792273632568E-11	-334810.3405516171	-1491.4033754359891
3569000	-336331.3140060532	-1516.2625311772176	-334815.051474876	4.517693128732984E10	1.6540275298450483E10	8.424512853579202E9	2.0399632115636597E10	1.1251107285813187E10	1.8338223171231015E11	3.210118189697219	0.6953755279038011	2.2145416348947414E-11	-334815.051474876	-1505.6052227278428
3570000	-336336.24095297337	-1524.0816843616417	-334812.15926861175	5.17076307930561E10	1.9008916368251045E10	9.393876830748457E9	2.356809522059276E10	1.2963766059624708E10	2.172324044019779E11	3.210118189697219	0.6953755279038011	1.9320853489917853E-11	-334812.15926861175	-1513.3912899046188
3571000	-336356.18519497325	-1533.1537612384714	-334823.03143373475	6.2241080662591385E10	2.250126592216996E10	1.1076507398906128E10	2.873400685497369E10	1.5263492359830929E10	2.2738925779400647E11	3.210118189697219	0.6953755279038011	1.6042450099675987E-11	-334823.03143373475	-1522.6034319264813
3572000	-336287.3470917376	-1462.4948531220916	-334824.8522386155	1.6794077757849453E10	6.335085032451216E9	3.1551790506149335E9	7.932609396366053E9	4.2928665307704334E9	7.300279783237897E10	3.177772511688025	0.6953755279038011	5.809449571488517E-11	-334824.8522386155	-1451.806316004382
3573000	-336230.4308134651	-1411.8973938268134	-334818.5334196383	7.113534150749032E9	2.5862311419451513E9	1.2687578529043932E9	3.226714291762318E9	1.7442589112292361E9	2.9433439408854523E10	3.177772511688025	0.7030012778550443	1.4058801646592387E-10	-334818.5334196383	-1401.234343992846
3574000	-336174.46655937546	-1351.1716641390594	-334823.2948952364	2.3172843875454493E9	8.786405392256248E8	4.371216546422439E8	1.0982872823156226E9	5.907370820897845E8	9.324374842184006E9	3.176807383141337	0.7030012778550443	4.083726558996526E-10	-334823.2948952364	-1340.593167857835
3575000	-336178.82537864003	-1351.9575005517145	-334826.8678780883	2.3104865639358134E9	8.728662096973984E8	4.415747039680135E8	1.1163260311394873E9	5.767286279539516E8	8.678592474912905E9	3.3045009351195245	0.7030012778550443	4.13927589918674E-10	-334826.8678780883	-1341.3934422520083
3576000	-336176.40980378835	-1344.1088208507608	-334832.30098293757	2.0970885432634091E9	7.637704140538676E8	3.691700369141845E8	9.642066719666862E8	5.0240550118642694E8	7.760541926998832E9	3.3045009351195245	0.7030012778550443	4.858473893707066E-10	-334832.30098293757	-1333.4965264391083
3577000	-336184.999345097	-1361.3524612256012	-334823.6468838714	2.7149097817918105E9	1.0324515649865143E9	5.1676626543191737E8	1.315990982857995E9	6.847097648061014E8	1.1148879681697798E10	3.3045009351195245	0.7030012778550443	3.539576950857998E-10	-334823.6468838714	-1350.6942804089806
3578000	-336170.9529582815	-1352.8868392000304	-334818.06611908146	2.3902233621361322E9	8.678558363059578E8	4.442473383075463E8	1.1147888060590322E9	5.916364409876457E8	7.730975998956801E9	3.3045009351195245	0.694097758520513	4.2419005276527024E-10	-334818.06611908146	-1342.4139390957957
3579000	-336133.37056484	-1308.1092944743273	-334825.2612703657	1.0534840179255275E9	3.9188506210281575E8	1.9387086578154573E8	4.9335629011233157E8	2.6535801559414178E8	4.920515805848526E9	3.3045009351195245	0.694097758520513	9.332369175799883E-10	-334825.2612703657	-1297.3005270927079
3580000	-336169.76074953686	-1356.7150324897584	-334813.0457170471	2.6020684151419625E9	9.512987436698601E8	4.760154742278043E8	1.2189574083258095E9	6.311359276874299E8	8.75612987854753E9	3.3045009351195245	0.694097758520513	3.859663738717226E-10	-334813.0457170471	-1346.2119503984636
3581000	-336142.75912864314	-1328.9059141527232	-334813.8532144904	1.5898080109865701E9	5.800277992065607E8	2.9028460421800554E8	7.324916622801119E8	3.9724671960218996E8	5.953740641698654E9	3.3045009351195245	0.6948517168333813	6.305944392649995E-10	-334813.8532144904	-1318.2981446078904
3582000	-336111.84904827486	-1290.5762156072883	-334821.2728326676	7.896469205505637E8	2.906904177813381E8	1.448156521220018E8	3.734549395246348E8	1.9875834311625737E8	3.580565437573917E9	3.3045009351195245	0.6948517168333813	1.2555438273431865E-9	-334821.2728326676	-1279.788972536154
3583000	-336142.89980175486	-1313.306448581674	-334829.5933531732	1.186692915332089E9	4.322461352817415E8	2.1944624882366392E8	5.504005559595208E8	2.926290787187962E8	4.107870583273013E9	3.311331185840489	0.6948517168333813	8.462248107110517E-10	-334829.5933531732	-1302.773641691455
3584000	-336079.6635850079	-1267.8848124939145	-334811.77877251396	5.3299126825570756E8	1.8846272793723994E8	9.568029720368682E7	2.3997898828336027E8	1.3082360345375693E8	2.492861299541518E9	3.311331185840489	0.6948517168333813	1.8984263749801995E-9	-334811.77877251396	-1257.0442916799034
3585000	-336070.4376305681	-1259.6027728619201	-334810.8348577062	4.6952740942006165E8	1.65388396598127E8	8.665778668167876E7	2.1017020328913584E8	1.1505031476922826E8	1.9368256749720156E9	3.311331185840489	0.6948517168333813	2.1892754567269007E-9	-334810.8348577062	-1248.8722300492245
3586000	-336088.682785696	-1275.866825357629	-334812.8159603384	6.044648602011483E8	2.1873113304921988E8	1.1520345120373137E8	2.792583321600401E8	1.5335543421428218E8	2.0063014843461206E9	3.311331185840489	0.6948517168333813	1.6514093135550614E-9	-334812.8159603384	-1265.3826996113671
3587000	-336069.604434772	-1252.6205273858543	-334816.98390738614	4.0184247660929126E8	1.453710434773566E8	7.656544214906354E7	1.8559806544190568E8	1.0192165689388509E8	1.6506813029465106E9	3.311331185840489	0.6948517168333813	2.470589662069739E-9	-334816.98390738614	-1241.9290815244192
3588000	-336063.1861561494	-1241.4189579191273	-334821.76719823026	3.285354183651562E8	1.1919011622371526E8	6.277621547023221E7	1.5217236157738075E8	8.356584530390339E7	1.2221427064619963E9	3.311331185840489	0.673473055387545	3.040753321918385E-9	-334821.76719823026	-1230.820653748445
3589000	-336050.9588722554	-1224.3667036079082	-334826.5921686475	2.4524763789673364E8	8.96471392871621E7	4.651842412947226E7	1.1187933031980324E8	6.107790856206375E7	1.0281597302619121E9	3.311331185840489	0.673473055387545	4.168110836539796E-9	-334826.5921686475	-1213.6261922868598
3590000	-336004.29465756356	-1179.593361981897	-334824.70129558165	1.0676783915017341E8	4.0197761822778836E7	2.0262558975526314E7	5.016667245433769E7	2.721130335486405E7	4.6818630719330937E8	3.311331185840489	0.673473055387545	9.217467316051485E-9	-334824.70129558165	-1168.8466663939323
3591000	-336010.9966288866	-1188.5144389927332	-334822.4821898939	1.307269958304516E8	4.698954653536356E7	2.3617998709046036E7	5.86427970843299E7	3.1808905453952637E7	5.50845040865187E8	3.311331185840489	0.673473055387545	7.865200953984871E-9	-334822.4821898939	-1177.7636497431608
3592000	-336017.9335250744	-1196.8230680844024	-334821.11045698996	1.4803764856143433E8	5.454480082271346E7	2.7129590911029927E7	6.736197737901689E7	3.703236015814719E7	6.833406328037958E8	3.311331185840489	0.7039632403789141	6.7337191385976105E-9	-334821.11045698996	-1186.0119040605334
3593000	-336018.7401619972	-1195.7704615960058	-334822.9697004012	1.494458457843999E8	5.432495490732232E7	2.688758331819763E7	6.896483550130457E7	3.7036874791503504E7	5.663667949299349E8	3.1742203083864737	0.7039632403789141	6.707437511914647E-9	-334822.9697004012	-1185.1980130133215
3594000	-336029.8425031464	-1215.7764845880752	-334814.0660185583	2.0192827993135667E8	7.495141197268853E7	3.7096438233040966E7	9.514985895718166E7	5.0455685045034215E7	1.0126843355976008E9	3.1742203083864737	0.7039632403789141	4.886536477193682E-9	-334814.0660185583	-1204.9393345672645
3595000	-336044.43910031853	-1223.8275607662108	-334820.61153955234	2.4414207149018645E8	8.946126268887627E7	4.483914284729517E7	1.1356992887711994E8	6.022340573925145E7	9.073321985046389E8	3.1742203083864737	0.7039632403789141	4.119423399452164E-9	-334820.61153955234	-1213.2708617369663
3596000	-336030.54110698466	-1212.866352667547	-334817.6747543171	1.946106508364314E8	7.293413629266772E7	3.675242122839224E7	9.18929177485447E7	4.909769826825105E7	6.771867601597553E8	3.1742203083864737	0.7039632403789141	5.062794911364958E-9	-334817.6747543171	-1202.3962159055316
3597000	-336038.98482079775	-1214.4134648695585	-334824.5713559282	1.9676310337295276E8	7.512494888598305E7	3.894591805979058E7	9.681134483040518E7	5.057250637782065E7	7.41356909310117E8	3.1742203083864737	0.7039632403789141	4.7717881642801276E-9	-334824.5713559282	-1203.9119314138316
3598000	-336047.42226641875	-1223.0203337574949	-334824.40193266125	2.3878265313774094E8	8.685189807783864E7	4.495940291879762E7	1.1121674066285521E8	6.008702700981732E7	7.953055505114205E8	3.1742203083864737	0.7039632403789141	4.133455262032969E-9	-334824.40193266125	-1212.5920199110544
3599000	-336028.72233966604	-1205.5450914434182	-334823.17724822264	1.8311912482359865E8	6.378281498309583E7	3.3017554498925116E7	8.125836184781846E7	4.3685264331928246E7	6.934022844042788E8	3.1742203083864737	0.7039632403789141	5.665220547310128E-9	-334823.17724822264	-1194.9389767395576
3600000	-336040.73233409825	-1214.5078990148809	-334826.2244350834	2.1060292890679276E8	7.567083682963596E7	3.865606730146971E7	9.513511076353972E7	5.1145535874029934E7	8.366475054015378E8	3.2073406693263617	0.7039632403789141	4.8228326304826255E-9	-334826.2244350834	-1203.8633704902952
3601000	-336006.3180443874	-1192.256106056539	-334814.0619383308	1.3780448053619316E8	5.062341394032971E7	2.5860716998720143E7	6.418736525666566E7	3.421610943169817E7	4.9099931727847636E8	3.2073406693263617	0.7039632403789141	7.143603578167885E-9	-334814.0619383308	-1181.7520745780885
3602000	-335992.60452021944	-1175.9403725033083	-334816.66414771613	9.812178640344574E7	3.687453712173081E7	1.882215579083049E7	4.589268991608477E7	2.5892118929478556E7	4.886229025151371E8	3.2073406693263617	0.6824868963200892	9.877296859334584E-9	-334816.66414771613	-1165.11749522699
3603000	-336017.9107940341	-1198.7322697451712	-334819.17852428893	1.4860746469786835E8	5.485736340579959E7	2.8413740895689245E7	6.73501060994509E7	3.764897767554714E7	4.5464139088965875E8	3.2073406693263617	0.6824868963200892	6.555794641310512E-9	-334819.17852428893	-1188.3909541949665
3604000	-336074.1351384042	-1249.4379950022585	-334824.69714340195	3.629418563500627E8	1.3397567101804167E8	6.996355695745143E7	1.6495762100543422E8	9.194840462732546E7	1.0834397398894598E9	3.2073406693263617	0.6824868963200892	2.703346319837687E-9	-334824.69714340195	-1239.1132652994204
3605000	-336061.35418820265	-1238.6952836831103	-334822.6589045195	3.2026122669129795E8	1.1418995986894593E8	5.963124275141149E7	1.4145519092008704E8	7.86892727525012E7	1.112077082129322E9	3.220576005876708	0.6824868963200892	3.1584536384912284E-9	-334822.6589045195	-1228.184469267859
3606000	-336049.27042244	-1231.0826574805203	-334818.1877649595	2.6418198762667114E8	9.85214641679905E7	4.965513429900131E7	1.2403127085425907E8	6.869356422869971E7	1.2734529852390597E9	3.220576005876708	0.6824868963200892	3.7158527439364764E-9	-334818.1877649595	-1220.2739773661197
3607000	-336037.15132626565	-1228.5736747791298	-334808.5776514865	2.629831206582448E8	9.416731462124349E7	4.796264859952548E7	1.1854971710012808E8	6.5657656733041435E7	1.1888033460420415E9	3.220576005876708	0.6824868963200892	3.801561888492622E-9	-334808.5776514865	-1217.810998542947
3608000	-336043.6813830326	-1229.5862308716416	-334814.09515216097	2.6838548430476668E8	9.798766224008922E7	4.913627845245665E7	1.2208945042339659E8	6.62472128909605E7	9.23244191120848E8	3.220576005876708	0.6824868963200892	3.732667824736759E-9	-334814.09515216097	-1219.0946338663853
3609000	-336024.5395122633	-1211.9750651201532	-334812.5644471432	1.9961235828835174E8	7.13958298919356E7	3.720074582451071E7	9.002509459183758E7	4.857618231942887E7	7.587392428248572E8	3.220576005876708	0.6991207150614398	5.02365804837491E-9	-334812.5644471432	-1201.3829655964907
3610000	-336019.90960211144	-1200.0231396612355	-334819.8864624502	1.532747543876758E8	5.740854741321183E7	3.0164351104881875E7	7.3719479560094E7	3.916255366399608E7	6.698287749805748E8	3.2250131898047565	0.6991207150614398	6.439370024092164E-9	-334819.8864624502	-1189.306125275908
3611000	-335997.5808570467	-1186.8642649276003	-334810.71659211913	1.2626918216885546E8	4.533301908210294E7	2.270949824114704E7	5.8112441817253545E7	3.092495582191371E7	5.2110948326371086E8	3.2250131898047565	0.6991207150614398	7.893648181232627E-9	-334810.71659211913	-1176.19488843427
3612000	-335977.6713695374	-1164.9714935152554	-334812.6998760222	8.309261700408797E7	3.071277872024906E7	1.5385513880402243E7	3.937074129552683E7	2.0951424465503614E7	2.9432433820901835E8	3.2250131898047565	0.6939189460804411	1.163443904072375E-8	-334812.6998760222	-1154.4858715688094
3613000	-335938.96490703494	-1131.9978273294998	-334806.96707970544	4.660489953554631E7	1.6819797990762908E7	8473789.693079662	2.156131561292928E7	1.1474009901167313E7	2.1222982074918565E8	3.2250131898047565	0.6939189460804411	2.1372249711662144E-8	-334806.96707970544	-1121.2317023540365
3614000	-335915.14266240486	-1107.9335508436136	-334807.20911156124	3.005163861311905E7	1.1124538015700873E7	5703666.443570156	1.4260556240704115E7	7588858.0474131135	1.2188658575792104E8	3.2463482641790664	0.6939189460804411	3.212677868629894E-8	-334807.20911156124	-1097.307486677189
3615000	-335956.3834611421	-1150.3643464053707	-334806.0191147367	6.430417791831218E7	2.375922935485234E7	1.218160421629163E7	3.0456979514336582E7	1.6207901724586396E7	2.629209681235256E8	3.1833617505349836	0.6939189460804411	1.5230004028758164E-8	-334806.0191147367	-1139.736892060263
3616000	-335930.3024280112	-1123.1723607796312	-334807.13006723154	3.961503869569311E7	1.4374592523193762E7	7370003.221600684	1.832632003383265E7	9805957.064820247	1.8172039840072188E8	3.1833617505349836	0.6939189460804411	2.5075562627718308E-8	-334807.13006723154	-1112.4161629732068
3617000	-335946.4358683373	-1135.875573524347	-334810.56029481295	5.0150009157414354E7	1.8304384136292018E7	9384848.289523248	2.2744957037618034E7	1.2486754295736838E7	1.752900809834604E8	3.1833617505349836	0.6939189460804411	1.9653994731644663E-8	-334810.56029481295	-1125.3987722903203
3618000	-335941.55441577703	-1127.5061174877208	-334814.0482982893	4.191133495853239E7	1.5740738947658155E7	8108070.575497383	1.965058051109224E7	1.0787972481318885E7	1.6722676442151734E8	3.1833617505349836	0.6939189460804411	2.2482360494690155E-8	-334814.0482982893	-1116.942091737363
